type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_variation_option_Size
product_variation,1126,11.5,,,,,,,,,,,,,,,,,,KI2020_34955_34953,Navy / Beige,,,,,
product,1127,10.74,Automatische paraplu,"Klassieke paraplu 23 (58,5cm). Automatische opening. Zwarte metalen stok van 10mm. Baleinen van glasfiber. 210T polyester. J handvat van polypropylene met rubber coating. Metalen punten.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=334693&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Accessoires,Paraplu,https://media.europeancatalog.com/ws.php?act=download&mamfileid=334693&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=334692&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68072&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68068&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68069&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68073&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68070&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68071&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,
product_option,1127,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,
product_option,1127,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,
product_option,1127,,,,,,,,,,,,,,,,,,,,,Color,Burnt Lime,RADIOBUTTONS,TRUE,
product_option,1127,,,,,,,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,
product_option,1127,,,,,,,,,,,,,,,,,,,,,Color,Silver,RADIOBUTTONS,TRUE,
product_option,1127,,,,,,,,,,,,,,,,,,,,,Color,Slate Grey,RADIOBUTTONS,TRUE,
product_option,1127,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,
product_variation,1127,10.74,,,,,,,,,,,,,,,,,,KI2021_34960_34957,Black,,,,,One Size
product_variation,1127,10.74,,,,,,,,,,,,,,,,,,KI2021_34962_34957,Burnt Lime,,,,,
product_variation,1127,10.74,,,,,,,,,,,,,,,,,,KI2021_34961_34957,Red,,,,,
product_variation,1127,10.74,,,,,,,,,,,,,,,,,,KI2021_34959_34957,Silver,,,,,
product_variation,1127,10.74,,,,,,,,,,,,,,,,,,KI2021_41950_34957,Slate Grey,,,,,
product_variation,1127,10.74,,,,,,,,,,,,,,,,,,KI2021_34958_34957,White,,,,,
product,1128,8.8,Vierkante paraplu,23 (58.5 cm) vierkantee paraplu. 8 panels. Handmatige opening. Stok en baleinen van glasvezel. J handvat van polypropylene. Plastic punten. 210T polyester.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68078&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Accessoires,Paraplu,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68078&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68079&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,1128,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,
product_option,1128,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,
product_option,1128,,,,,,,,,,,,,,,,,,,,,Color,Black / Orange,RADIOBUTTONS,TRUE,
product_option,1128,,,,,,,,,,,,,,,,,,,,,Color,Black / Royal Blue,RADIOBUTTONS,TRUE,
product_option,1128,,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,
product_option,1128,,,,,,,,,,,,,,,,,,,,,Color,Slate Grey,RADIOBUTTONS,TRUE,
product_option,1128,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,
product_variation,1128,8.8,,,,,,,,,,,,,,,,,,KI2023_43356_43355,Black,,,,,One Size
product_variation,1128,8.8,,,,,,,,,,,,,,,,,,KI2023_43357_43355,Black / Orange,,,,,
product_variation,1128,8.8,,,,,,,,,,,,,,,,,,KI2023_43358_43355,Black / Royal Blue,,,,,
product_variation,1128,8.8,,,,,,,,,,,,,,,,,,KI2023_43359_43355,Navy,,,,,
product_variation,1128,8.8,,,,,,,,,,,,,,,,,,KI2023_43360_43355,Slate Grey,,,,,
product_variation,1128,8.8,,,,,,,,,,,,,,,,,,KI2023_43361_43355,White,,,,,
product,1129,9.34,Transparante Paraplu,"Transparante paraplu 23 inch (58.5 cm) van polyolefine elastomeer, gaat automatisch open, zwartmetalen baleinen, 8 mm dikke metalen stok, punten en rond handvat van polypropyleen.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=142190&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Accessoires,Paraplu,https://media.europeancatalog.com/ws.php?act=download&mamfileid=142190&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,1129,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,
product_option,1129,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,
product_option,1129,,,,,,,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,
product_option,1129,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,
product_variation,1129,9.34,,,,,,,,,,,,,,,,,,KI2024_49281_49279,Black,,,,,One Size
product_variation,1129,9.34,,,,,,,,,,,,,,,,,,KI2024_49282_49279,Red,,,,,
product_variation,1129,9.34,,,,,,,,,,,,,,,,,,KI2024_49283_49279,White,,,,,
product,1130,6.26,Kinderparaplu,"Kinderparaplu 19 (48,5 cm), doek van pongépolyester 190T, handmatige opening met anti-rukwindsysteem en veiligheidsschuiver, mat metaal van 8 mm, baleinen van glasvezel, beveiligde baleinuiteinden, afgeronde handgreep van polypropeen met naamlabel, reflecterende bies voor meer zichtbaarheid.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=68088&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Accessoires,Paraplu,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68088&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68091&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68089&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68090&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,
product_option,1130,,,,,,,,,,,,,,,,,,,,,Color,Burnt Lime,RADIOBUTTONS,TRUE,
product_option,1130,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,
product_option,1130,,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,
product_option,1130,,,,,,,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,
product_option,1130,,,,,,,,,,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,
product_option,1130,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,
product_variation,1130,6.26,,,,,,,,,,,,,,,,,,KI2028_54155_54154,Burnt Lime,,,,,One Size
product_variation,1130,6.26,,,,,,,,,,,,,,,,,,KI2028_54156_54154,Navy,,,,,
product_variation,1130,6.26,,,,,,,,,,,,,,,,,,KI2028_54157_54154,Red,,,,,
product_variation,1130,6.26,,,,,,,,,,,,,,,,,,KI2028_54158_54154,Royal Blue,,,,,
product_variation,1130,6.26,,,,,,,,,,,,,,,,,,KI2028_54159_54154,White,,,,,
product,1131,27.96,"Omgekeerde, handenvrije paraplu","Paraplu met omgekeerde, manuele opening van 23 inch (58,5 cm), metalen stok, baleinen en baleinuiteinden van glasvezel, en een handenvrij, C-vormig handvat van polycarbonaat om aan de pols te bevestigen. Doek van 190T pongépolyester.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=68094&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Accessoires,Paraplu,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68094&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210630&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68093&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68095&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68092&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,
product_option,1131,,,,,,,,,,,,,,,,,,,,,Color,Black / Slate Grey,RADIOBUTTONS,TRUE,
product_option,1131,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,
product_variation,1131,27.96,,,,,,,,,,,,,,,,,,KI2030_55324_55323,Black / Slate Grey,,,,,One Size
product,1132,14.94,Paraplu met schuifstok,"Paraplu met schuifstok van 23 inch (58,5 cm), opent automatisch, metalen stok, baleinen en baleinuiteinden van glasvezel, anti-schok paraplu-uiteinde. Doek van 190T pongépolyester. Dankzij de schuifstok is de paraplu geopend 95 cm en gesloten 85 cm lang.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=210629&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Accessoires,Paraplu,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210629&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68096&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68097&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,1132,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,
product_option,1132,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,
product_variation,1132,14.94,,,,,,,,,,,,,,,,,,KI2031_55326_55325,Black,,,,,One Size
product,1133,20.5,Wandelstok,"Wandelstok van aluminium 6061 extra licht, 3-delig met afneembare rubberen onderkant. KIMOOD heeft deze wandelstok voorzien van een anti-schok systeem waardoor de schokken die ontstaan wanneer de stok contact met de grond maakt worden geabsorbeerd. De KIMOOD wandelstok verlicht de druk op de schouders en de armen en draagt bij aan een betere stabiliteit tijdens het lopen.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=68098&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Trainingsmateriaal,Sportmateriaal,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68098&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68100&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68101&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68099&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,
product_option,1133,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,
product_option,1133,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,
product_variation,1133,20.5,,,,,,,,,,,,,,,,,,KI3001_40317_40316,Black,,,,,One Size
product,1134,2.4,Sportbidon 500 Ml,"Fles/sportbidon 500 ml van HDPE (polypropyleen met hoge dichtheid), zonder bisfenol A, met vingerhouder.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=68165&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Drinkwear,Bidon,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68165&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207663&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,1134,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,
product_option,1134,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,
product_option,1134,,,,,,,,,,,,,,,,,,,,,Color,Burnt Lime,RADIOBUTTONS,TRUE,
product_option,1134,,,,,,,,,,,,,,,,,,,,,Color,Fuchsia,RADIOBUTTONS,TRUE,
product_option,1134,,,,,,,,,,,,,,,,,,,,,Color,Light Grey,RADIOBUTTONS,TRUE,
product_option,1134,,,,,,,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,
product_option,1134,,,,,,,,,,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,
product_option,1134,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,
product_option,1134,,,,,,,,,,,,,,,,,,,,,Color,Yellow,RADIOBUTTONS,TRUE,
product_variation,1134,2.4,,,,,,,,,,,,,,,,,,KI3119_49311_49310,Black,,,,,One Size
product_variation,1134,2.4,,,,,,,,,,,,,,,,,,KI3119_49312_49310,Burnt Lime,,,,,
product_variation,1134,2.4,,,,,,,,,,,,,,,,,,KI3119_49313_49310,Fuchsia,,,,,
product_variation,1134,2.4,,,,,,,,,,,,,,,,,,KI3119_49314_49310,Light Grey,,,,,
product_variation,1134,2.4,,,,,,,,,,,,,,,,,,KI3119_49315_49310,Red,,,,,
product_variation,1134,2.4,,,,,,,,,,,,,,,,,,KI3119_49316_49310,Royal Blue,,,,,
product_variation,1134,2.4,,,,,,,,,,,,,,,,,,KI3119_49317_49310,White,,,,,
product_variation,1134,2.4,,,,,,,,,,,,,,,,,,KI3119_49318_49310,Yellow,,,,,
product,1135,3.06,Sportbidon 750 Ml,"Fles/sportbidon 750 ml van HDPE (polypropyleen met hoge dichtheid), zonder bisfenol A, met vingerhouder.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=68166&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Drinkwear,Bidon,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68166&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207662&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,1135,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,
product_option,1135,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,
product_option,1135,,,,,,,,,,,,,,,,,,,,,Color,Burnt Lime,RADIOBUTTONS,TRUE,
product_option,1135,,,,,,,,,,,,,,,,,,,,,Color,Fuchsia,RADIOBUTTONS,TRUE,
product_option,1135,,,,,,,,,,,,,,,,,,,,,Color,Light Grey,RADIOBUTTONS,TRUE,
product_option,1135,,,,,,,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,
product_option,1135,,,,,,,,,,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,
product_option,1135,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,
product_option,1135,,,,,,,,,,,,,,,,,,,,,Color,Yellow,RADIOBUTTONS,TRUE,
product_variation,1135,3.06,,,,,,,,,,,,,,,,,,KI3120_49320_49319,Black,,,,,One Size
product_variation,1135,3.06,,,,,,,,,,,,,,,,,,KI3120_49321_49319,Burnt Lime,,,,,
product_variation,1135,3.06,,,,,,,,,,,,,,,,,,KI3120_49322_49319,Fuchsia,,,,,
product_variation,1135,3.06,,,,,,,,,,,,,,,,,,KI3120_49323_49319,Light Grey,,,,,
product_variation,1135,3.06,,,,,,,,,,,,,,,,,,KI3120_49324_49319,Red,,,,,
product_variation,1135,3.06,,,,,,,,,,,,,,,,,,KI3120_49325_49319,Royal Blue,,,,,
product_variation,1135,3.06,,,,,,,,,,,,,,,,,,KI3120_49326_49319,White,,,,,
product_variation,1135,3.06,,,,,,,,,,,,,,,,,,KI3120_49327_49319,Yellow,,,,,
product,1136,3.38,Tsa Slot Met Naamsticker,TSA slot met cijfer-combinatie en naamsticker.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68176&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Accessoires voor tassen,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68176&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,1136,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,
product_option,1136,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,
product_variation,1136,3.38,,,,,,,,,,,,,,,,,,KI3302_43388_43387,Black,,,,,One Size
product,1137,16,Automatische paraplu,"100 % polyester. Grote paraplu van het type golfparaplu, met automatische opening. Hij bestaat uit een metalen stok van 14 mm, baleinen van glasvezel, en baleinpunten en -uiteinden van gekleurd polycarbonaat. Doek van pongépolyester. Paneelrand, handgreep en steel in een contrasterende kleur.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=210632&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Accessoires,Paraplu,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210632&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210633&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=168953&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=176211&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210631&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,
product_option,1137,,,,,,,,,,,,,,,,,,,,,Color,Black / Wine,RADIOBUTTONS,TRUE,
product_option,1137,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,
product_option,1137,,,,,,,,,,,,,,,,,,,,,Color,Navy / Snow Grey,RADIOBUTTONS,TRUE,
product_option,1137,,,,,,,,,,,,,,,,,,,,,Color,Royal Blue / Red,RADIOBUTTONS,TRUE,
product_option,1137,,,,,,,,,,,,,,,,,,,,,Color,Storm Grey / Royal Blue,RADIOBUTTONS,TRUE,
product_variation,1137,16,,,,,,,,,,,,,,,,,,KI2018_62932_62931,Black / Wine,,,,,One Size
product_variation,1137,16,,,,,,,,,,,,,,,,,,KI2018_62933_62931,Navy / Snow Grey,,,,,
product_variation,1137,16,,,,,,,,,,,,,,,,,,KI2018_62934_62931,Royal Blue / Red,,,,,
product_variation,1137,16,,,,,,,,,,,,,,,,,,KI2018_62935_62931,Storm Grey / Royal Blue,,,,,
product,1138,20.4,Telescopische trekkingstok,"100% aluminium. Ultralichte telescopische trekkingstok van aluminium 6061.Deze stok kreeg een telescopische lengtestructuur met veiligheidsblokkering. De stalen punt met rubberen uiteinde maakt ook nordic walking op een harde ondergrond mogelijk. De ergonomische handgreep met verlenging tot 27 cm belooft een betere grip, zelfs op sterk hellende wegen.De regelbare lus geeft de armen voldoende bewegingsvrijheid. Per stuk verkocht.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=168974&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Trainingsmateriaal,Sportaccessoires,https://media.europeancatalog.com/ws.php?act=download&mamfileid=168974&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210628&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,1138,,,,,,,,,,,,,,,,,,,,,Color,Black / Burnt Lime,RADIOBUTTONS,TRUE,
product_option,1138,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,
product_variation,1138,20.4,,,,,,,,,,,,,,,,,,KI3012_62937_62936,Black / Burnt Lime,,,,,One Size
product,1139,4.9,Gerecycled rugzakje met koordje,"Katoen / Polyester. Tasje met koordje, bestaande uit 67% gerecycled katoen en 30% gerecycled polyester (Black Night), 75% gerecycled katoen en 22% gerecycled polyester (Ecume, Horizon Blue), 75% gerecycled katoen en 20% gerecycled polyester (Flint Grey). Sluiting met dik aanrijgkoord. Bestaat in kinderversie KI5103.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=207638&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207638&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207640&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207625&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,1139,,,,,,,,,,,,,,,,,,,,,Color,Black Night,RADIOBUTTONS,TRUE,
product_option,1139,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,
product_option,1139,,,,,,,,,,,,,,,,,,,,,Color,Ecume,RADIOBUTTONS,TRUE,
product_option,1139,,,,,,,,,,,,,,,,,,,,,Color,Flint Grey,RADIOBUTTONS,TRUE,
product_option,1139,,,,,,,,,,,,,,,,,,,,,Color,Horizon Blue,RADIOBUTTONS,TRUE,
product_variation,1139,4.9,,,,,,,,,,,,,,,,,,KI5102_68299_68298,Black Night,,,,,One Size
product_variation,1139,4.9,,,,,,,,,,,,,,,,,,KI5102_68300_68298,Ecume,,,,,
product_variation,1139,4.9,,,,,,,,,,,,,,,,,,KI5102_68301_68298,Flint Grey,,,,,
product_variation,1139,4.9,,,,,,,,,,,,,,,,,,KI5102_68302_68298,Horizon Blue,,,,,
product,1140,3.74,Gerecycled rugzakje met koordje - Kindermaat,"Katoen / Polyester. Tasje met koordje, bestaande uit 75% gerecycled katoen / 22% gerecycled polyester / 3% andere vezels (Deep Water, Ecume, Salmon), 75% gerecycled katoen / 20% gerecycled polyester / 5% andere vezels  (Flint Grey), 67% gerecycled katoen / 30% gerecycled polyester / 3% andere vezels (Topaz Blue). Sluiting met dik aanrijgkoord. Kindermaat. Bestaat in volwassen versie KI5102.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=207604&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207604&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207614&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207594&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,1140,,,,,,,,,,,,,,,,,,,,,Color,Deep Water,RADIOBUTTONS,TRUE,
product_option,1140,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,
product_option,1140,,,,,,,,,,,,,,,,,,,,,Color,Ecume,RADIOBUTTONS,TRUE,
product_option,1140,,,,,,,,,,,,,,,,,,,,,Color,Flint Grey,RADIOBUTTONS,TRUE,
product_option,1140,,,,,,,,,,,,,,,,,,,,,Color,Salmon,RADIOBUTTONS,TRUE,
product_option,1140,,,,,,,,,,,,,,,,,,,,,Color,Topaz Blue,RADIOBUTTONS,TRUE,
product_variation,1140,3.74,,,,,,,,,,,,,,,,,,KI5103_68304_68303,Deep Water,,,,,One Size
product_variation,1140,3.74,,,,,,,,,,,,,,,,,,KI5103_68305_68303,Ecume,,,,,
product_variation,1140,3.74,,,,,,,,,,,,,,,,,,KI5103_68306_68303,Flint Grey,,,,,
product_variation,1140,3.74,,,,,,,,,,,,,,,,,,KI5103_68307_68303,Salmon,,,,,
product_variation,1140,3.74,,,,,,,,,,,,,,,,,,KI5103_68308_68303,Topaz Blue,,,,,
product,1141,4.34,Gerecyclede shopper,"Katoen / polyester. Platte shopper van 75% gerecycled katoen en 22% gerecycled polyester (Ecume, Shale Green), 75% gerecycled katoen en 20% gerecycled polyester (Flint Grey), 67% gerecycled katoen en 30% gerecycled polyester Black Night). Hengsels van 3 cm breed voor meer comfort.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=207507&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207507&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207508&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207509&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,1141,,,,,,,,,,,,,,,,,,,,,Color,Black Night / Hemp,RADIOBUTTONS,TRUE,
product_option,1141,,,,,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,
product_option,1141,,,,,,,,,,,,,,,,,,,,,Color,Ecume / Hemp,RADIOBUTTONS,TRUE,
product_option,1141,,,,,,,,,,,,,,,,,,,,,Color,Flint Grey / Ecume,RADIOBUTTONS,TRUE,
product_option,1141,,,,,,,,,,,,,,,,,,,,,Color,Shale Green / Ecume,RADIOBUTTONS,TRUE,
product_variation,1141,4.34,,,,,,,,,,,,,,,,,,KI5203_68317_68316,Black Night / Hemp,,,,,One Size
product_variation,1141,4.34,,,,,,,,,,,,,,,,,,KI5203_68318_68316,Ecume / Hemp,,,,,
product_variation,1141,4.34,,,,,,,,,,,,,,,,,,KI5203_68319_68316,Flint Grey / Ecume,,,,,
product_variation,1141,4.34,,,,,,,,,,,,,,,,,,KI5203_68320_68316,Shale Green / Ecume,,,,,
