type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_variation_option_Size,product_media_gallery_image_url_8,product_media_gallery_image_url_9
product_option,121,,,,,,,,,,,,,Size,36 EU (8 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,121,,,,,,,,,,,,,Size,38 EU (10 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,121,,,,,,,,,,,,,Size,40 EU (12 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,121,,,,,,,,,,,,,Size,42 EU (14 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,121,,,,,,,,,,,,,Size,44 EU (16 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,121,,,,,,,,,,,,,Size,46 EU (18 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,121,,,,,,,,,,,,,Size,48 EU (20 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,121,,,,,,,,,,,,,Size,50 EU (22 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,121,,,,,,,,,,,,,Size,52 EU (24 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,121,,,,,,,,,,,,,Size,54 EU (26 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,121,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,
product_variation,121,49.58,,,,,,,,,,BT2256_50443_66580,Black,,,,,,,,,32 EU (4 UK),,
product_variation,121,49.58,,,,,,,,,,BT2256_50443_50442,Black,,,,,,,,,34 EU (6 UK),,
product_variation,121,49.58,,,,,,,,,,BT2256_50443_50444,Black,,,,,,,,,36 EU (8 UK),,
product_variation,121,49.58,,,,,,,,,,BT2256_50443_50445,Black,,,,,,,,,38 EU (10 UK),,
product_variation,121,49.58,,,,,,,,,,BT2256_50443_50446,Black,,,,,,,,,40 EU (12 UK),,
product_variation,121,49.58,,,,,,,,,,BT2256_50443_50447,Black,,,,,,,,,42 EU (14 UK),,
product_variation,121,49.58,,,,,,,,,,BT2256_50443_50448,Black,,,,,,,,,44 EU (16 UK),,
product_variation,121,49.58,,,,,,,,,,BT2256_50443_50449,Black,,,,,,,,,46 EU (18 UK),,
product_variation,121,49.58,,,,,,,,,,BT2256_50443_66581,Black,,,,,,,,,48 EU (20 UK),,
product_variation,121,49.58,,,,,,,,,,BT2256_50443_66582,Black,,,,,,,,,50 EU (22 UK),,
product_variation,121,49.58,,,,,,,,,,BT2256_50443_66619,Black,,,,,,,,,52 EU (24 UK),,
product_variation,121,49.58,,,,,,,,,,BT2256_50443_66620,Black,,,,,,,,,54 EU (26 UK),,
product_variation,121,49.58,,,,,,,,,,BT2256_51563_66580,Navy,,,,,,,,,,,
product_variation,121,49.58,,,,,,,,,,BT2256_51563_50442,Navy,,,,,,,,,,,
product_variation,121,49.58,,,,,,,,,,BT2256_51563_50444,Navy,,,,,,,,,,,
product_variation,121,49.58,,,,,,,,,,BT2256_51563_50445,Navy,,,,,,,,,,,
product_variation,121,49.58,,,,,,,,,,BT2256_51563_50446,Navy,,,,,,,,,,,
product_variation,121,49.58,,,,,,,,,,BT2256_51563_50447,Navy,,,,,,,,,,,
product_variation,121,49.58,,,,,,,,,,BT2256_51563_50448,Navy,,,,,,,,,,,
product_variation,121,49.58,,,,,,,,,,BT2256_51563_50449,Navy,,,,,,,,,,,
product_variation,121,49.58,,,,,,,,,,BT2256_51563_66581,Navy,,,,,,,,,,,
product_variation,121,49.58,,,,,,,,,,BT2256_51563_66582,Navy,,,,,,,,,,,
product_variation,121,49.58,,,,,,,,,,BT2256_51563_66619,Navy,,,,,,,,,,,
product_variation,121,49.58,,,,,,,,,,BT2256_51563_66620,Navy,,,,,,,,,,,
product,122,67.82,Luna Ladies Waistcoat,Gilet met 5 knopen en 2 zakken. Verstelbare achterkant met voering in satijn.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=63815&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Brook Taverner,Kleding,Pullover/Cardigan/Gilet,https://media.europeancatalog.com/ws.php?act=download&mamfileid=63815&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,122,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,122,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,
product_option,122,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,
product_option,122,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,
product_option,122,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,
product_option,122,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,
product_option,122,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,
product_option,122,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,
product_variation,122,67.82,,,,,,,,,,BT2257_50436_50435,Black,,,,,,,,,XS,,
product_variation,122,67.82,,,,,,,,,,BT2257_50436_50437,Black,,,,,,,,,S,,
product_variation,122,67.82,,,,,,,,,,BT2257_50436_50438,Black,,,,,,,,,M,,
product_variation,122,67.82,,,,,,,,,,BT2257_50436_50439,Black,,,,,,,,,L,,
product_variation,122,67.82,,,,,,,,,,BT2257_50436_50440,Black,,,,,,,,,XL,,
product_variation,122,67.82,,,,,,,,,,BT2257_50436_50441,Black,,,,,,,,,XXL,,
product_variation,122,67.82,,,,,,,,,,BT2257_51564_50435,Navy,,,,,,,,,,,
product_variation,122,67.82,,,,,,,,,,BT2257_51564_50437,Navy,,,,,,,,,,,
product_variation,122,67.82,,,,,,,,,,BT2257_51564_50438,Navy,,,,,,,,,,,
product_variation,122,67.82,,,,,,,,,,BT2257_51564_50439,Navy,,,,,,,,,,,
product_variation,122,67.82,,,,,,,,,,BT2257_51564_50440,Navy,,,,,,,,,,,
product_variation,122,67.82,,,,,,,,,,BT2257_51564_50441,Navy,,,,,,,,,,,
product,123,58.38,Pluto Straight Skirt,Rechte rok met voering en split aan de achterkant.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=474271&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Brook Taverner,Kleding,Rok,https://media.europeancatalog.com/ws.php?act=download&mamfileid=474271&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=151032&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,
product_option,123,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,123,,,,,,,,,,,,,Size,32 EU (4 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,123,,,,,,,,,,,,,Size,34 EU (6 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,123,,,,,,,,,,,,,Size,36 EU (8 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,123,,,,,,,,,,,,,Size,38 EU (10 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,123,,,,,,,,,,,,,Size,40 EU (12 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,123,,,,,,,,,,,,,Size,42 EU (14 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,123,,,,,,,,,,,,,Size,44 EU (16 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,123,,,,,,,,,,,,,Size,46 EU (18 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,123,,,,,,,,,,,,,Size,48 EU (20 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,123,,,,,,,,,,,,,Size,50 EU (22 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,123,,,,,,,,,,,,,Size,52 EU (24 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,123,,,,,,,,,,,,,Size,54 EU (26 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,123,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,
product_variation,123,58.38,,,,,,,,,,BT2258_50428_66583,Black,,,,,,,,,32 EU (4 UK),,
product_variation,123,58.38,,,,,,,,,,BT2258_50428_50427,Black,,,,,,,,,34 EU (6 UK),,
product_variation,123,58.38,,,,,,,,,,BT2258_50428_50429,Black,,,,,,,,,36 EU (8 UK),,
product_variation,123,58.38,,,,,,,,,,BT2258_50428_50430,Black,,,,,,,,,38 EU (10 UK),,
product_variation,123,58.38,,,,,,,,,,BT2258_50428_50431,Black,,,,,,,,,40 EU (12 UK),,
product_variation,123,58.38,,,,,,,,,,BT2258_50428_50432,Black,,,,,,,,,42 EU (14 UK),,
product_variation,123,58.38,,,,,,,,,,BT2258_50428_50433,Black,,,,,,,,,44 EU (16 UK),,
product_variation,123,58.38,,,,,,,,,,BT2258_50428_50434,Black,,,,,,,,,46 EU (18 UK),,
product_variation,123,58.38,,,,,,,,,,BT2258_50428_66584,Black,,,,,,,,,48 EU (20 UK),,
product_variation,123,58.38,,,,,,,,,,BT2258_50428_66585,Black,,,,,,,,,50 EU (22 UK),,
product_variation,123,58.38,,,,,,,,,,BT2258_50428_66586,Black,,,,,,,,,52 EU (24 UK),,
product_variation,123,58.38,,,,,,,,,,BT2258_50428_66587,Black,,,,,,,,,54 EU (26 UK),,
product_variation,123,58.38,,,,,,,,,,BT2258_51565_66583,Navy,,,,,,,,,,,
product_variation,123,58.38,,,,,,,,,,BT2258_51565_50427,Navy,,,,,,,,,,,
product_variation,123,58.38,,,,,,,,,,BT2258_51565_50429,Navy,,,,,,,,,,,
product_variation,123,58.38,,,,,,,,,,BT2258_51565_50430,Navy,,,,,,,,,,,
product_variation,123,58.38,,,,,,,,,,BT2258_51565_50431,Navy,,,,,,,,,,,
product_variation,123,58.38,,,,,,,,,,BT2258_51565_50432,Navy,,,,,,,,,,,
product_variation,123,58.38,,,,,,,,,,BT2258_51565_50433,Navy,,,,,,,,,,,
product_variation,123,58.38,,,,,,,,,,BT2258_51565_50434,Navy,,,,,,,,,,,
product_variation,123,58.38,,,,,,,,,,BT2258_51565_66584,Navy,,,,,,,,,,,
product_variation,123,58.38,,,,,,,,,,BT2258_51565_66585,Navy,,,,,,,,,,,
product_variation,123,58.38,,,,,,,,,,BT2258_51565_66586,Navy,,,,,,,,,,,
product_variation,123,58.38,,,,,,,,,,BT2258_51565_66587,Navy,,,,,,,,,,,
product,124,63.18,Riola Crepe de Chine blouse,94% polyester / 6% elasthan. Bloes met lange mouwen in Chinese crêpe. Goudkleurige knoop op de mouwuiteinden en goudkleurige rits achteraan. Gemakkelijk in onderhoud. Wasbaar in de machine.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=246952&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Brook Taverner,Kleding,Overhemd / Blouse,https://media.europeancatalog.com/ws.php?act=download&mamfileid=246952&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=246951&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,
product_option,124,,,,,,,,,,,,,Color,Cream,RADIOBUTTONS,TRUE,,,,,,,
product_option,124,,,,,,,,,,,,,Size,36 EU (8 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,124,,,,,,,,,,,,,Size,38 EU (10 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,124,,,,,,,,,,,,,Size,40 EU (12 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,124,,,,,,,,,,,,,Size,42 EU (14 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,124,,,,,,,,,,,,,Size,44 EU (16 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,124,,,,,,,,,,,,,Size,46 EU (18 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,124,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,
product_variation,124,63.18,,,,,,,,,,BT2264_56001_55995,Cream,,,,,,,,,36 EU (8 UK),,
product_variation,124,63.18,,,,,,,,,,BT2264_56001_55996,Cream,,,,,,,,,38 EU (10 UK),,
product_variation,124,63.18,,,,,,,,,,BT2264_56001_55997,Cream,,,,,,,,,40 EU (12 UK),,
product_variation,124,63.18,,,,,,,,,,BT2264_56001_55998,Cream,,,,,,,,,42 EU (14 UK),,
product_variation,124,63.18,,,,,,,,,,BT2264_56001_55999,Cream,,,,,,,,,44 EU (16 UK),,
product_variation,124,63.18,,,,,,,,,,BT2264_56001_56000,Cream,,,,,,,,,46 EU (18 UK),,
product_variation,124,63.18,,,,,,,,,,BT2264_56002_55995,White,,,,,,,,,,,
product_variation,124,63.18,,,,,,,,,,BT2264_56002_55996,White,,,,,,,,,,,
product_variation,124,63.18,,,,,,,,,,BT2264_56002_55997,White,,,,,,,,,,,
product_variation,124,63.18,,,,,,,,,,BT2264_56002_55998,White,,,,,,,,,,,
product_variation,124,63.18,,,,,,,,,,BT2264_56002_55999,White,,,,,,,,,,,
product_variation,124,63.18,,,,,,,,,,BT2264_56002_56000,White,,,,,,,,,,,
product,125,59.96,Blouse in Chinese crêpe FELINA,94% polyester / 6% elasthan. Blouse met korte mouwen in Chinese crêpe. Goudkleurige rits op de achterkant. Onderhoudsvriendelijk. Wasbaar in de machine 30°C.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=246956&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Brook Taverner,Kleding,Overhemd / Blouse,https://media.europeancatalog.com/ws.php?act=download&mamfileid=246956&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,125,,,,,,,,,,,,,Color,Cream,RADIOBUTTONS,TRUE,,,,,,,
product_option,125,,,,,,,,,,,,,Size,36 EU (8 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,125,,,,,,,,,,,,,Size,38 EU (10 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,125,,,,,,,,,,,,,Size,40 EU (12 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,125,,,,,,,,,,,,,Size,42 EU (14 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,125,,,,,,,,,,,,,Size,44 EU (16 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,125,,,,,,,,,,,,,Size,46 EU (18 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,125,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,
product_variation,125,59.96,,,,,,,,,,BT2265_61193_61187,Cream,,,,,,,,,36 EU (8 UK),,
product_variation,125,59.96,,,,,,,,,,BT2265_61193_61188,Cream,,,,,,,,,38 EU (10 UK),,
product_variation,125,59.96,,,,,,,,,,BT2265_61193_61189,Cream,,,,,,,,,40 EU (12 UK),,
product_variation,125,59.96,,,,,,,,,,BT2265_61193_61190,Cream,,,,,,,,,42 EU (14 UK),,
product_variation,125,59.96,,,,,,,,,,BT2265_61193_61191,Cream,,,,,,,,,44 EU (16 UK),,
product_variation,125,59.96,,,,,,,,,,BT2265_61193_61192,Cream,,,,,,,,,46 EU (18 UK),,
product_variation,125,59.96,,,,,,,,,,BT2265_61194_61187,White,,,,,,,,,,,
product_variation,125,59.96,,,,,,,,,,BT2265_61194_61188,White,,,,,,,,,,,
product_variation,125,59.96,,,,,,,,,,BT2265_61194_61189,White,,,,,,,,,,,
product_variation,125,59.96,,,,,,,,,,BT2265_61194_61190,White,,,,,,,,,,,
product_variation,125,59.96,,,,,,,,,,BT2265_61194_61191,White,,,,,,,,,,,
product_variation,125,59.96,,,,,,,,,,BT2265_61194_61192,White,,,,,,,,,,,
product,126,193.34,Cordelia Ladies' jacket,"Vest 2 knopen, getailleerde snit, split in het midden achteraan.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=192027&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Brook Taverner,Kleding,Jas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=192027&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,126,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,126,,,,,,,,,,,,,Size,34 EU (6 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,126,,,,,,,,,,,,,Size,36 EU (8 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,126,,,,,,,,,,,,,Size,38 EU (10 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,126,,,,,,,,,,,,,Size,40 EU (12 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,126,,,,,,,,,,,,,Size,42 EU (14 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,126,,,,,,,,,,,,,Size,44 EU (16 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,126,,,,,,,,,,,,,Size,46 EU (18 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,126,,,,,,,,,,,,,Color,Navy Pin Dot,RADIOBUTTONS,TRUE,,,,,,,
product_variation,126,193.34,,,,,,,,,,BT2273_56010_56003,Black,,,,,,,,,34 EU (6 UK),,
product_variation,126,193.34,,,,,,,,,,BT2273_56010_56004,Black,,,,,,,,,36 EU (8 UK),,
product_variation,126,193.34,,,,,,,,,,BT2273_56010_56005,Black,,,,,,,,,38 EU (10 UK),,
product_variation,126,193.34,,,,,,,,,,BT2273_56010_56006,Black,,,,,,,,,40 EU (12 UK),,
product_variation,126,193.34,,,,,,,,,,BT2273_56010_56007,Black,,,,,,,,,42 EU (14 UK),,
product_variation,126,193.34,,,,,,,,,,BT2273_56010_56008,Black,,,,,,,,,44 EU (16 UK),,
product_variation,126,193.34,,,,,,,,,,BT2273_56010_56009,Black,,,,,,,,,46 EU (18 UK),,
product_variation,126,193.34,,,,,,,,,,BT2273_56012_56003,Navy Pin Dot,,,,,,,,,,,
product_variation,126,193.34,,,,,,,,,,BT2273_56012_56004,Navy Pin Dot,,,,,,,,,,,
product_variation,126,193.34,,,,,,,,,,BT2273_56012_56005,Navy Pin Dot,,,,,,,,,,,
product_variation,126,193.34,,,,,,,,,,BT2273_56012_56006,Navy Pin Dot,,,,,,,,,,,
product_variation,126,193.34,,,,,,,,,,BT2273_56012_56007,Navy Pin Dot,,,,,,,,,,,
product_variation,126,193.34,,,,,,,,,,BT2273_56012_56008,Navy Pin Dot,,,,,,,,,,,
product_variation,126,193.34,,,,,,,,,,BT2273_56012_56009,Navy Pin Dot,,,,,,,,,,,
product,127,69.52,Juliet skirt,"Rechte, gevoerde stretchrok. Split en decoratief inzetsel achteraan.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=246958&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Brook Taverner,Kleding,Rok,https://media.europeancatalog.com/ws.php?act=download&mamfileid=246958&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=151047&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,
product_option,127,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,127,,,,,,,,,,,,,Size,34 EU (6 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,127,,,,,,,,,,,,,Size,36 EU (8 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,127,,,,,,,,,,,,,Size,38 EU (10 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,127,,,,,,,,,,,,,Size,40 EU (12 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,127,,,,,,,,,,,,,Size,42 EU (14 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,127,,,,,,,,,,,,,Size,44 EU (16 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,127,,,,,,,,,,,,,Size,46 EU (18 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,127,,,,,,,,,,,,,Color,Navy Pin Dot,RADIOBUTTONS,TRUE,,,,,,,
product_variation,127,69.52,,,,,,,,,,BT2275_56020_56013,Black,,,,,,,,,34 EU (6 UK),,
product_variation,127,69.52,,,,,,,,,,BT2275_56020_56014,Black,,,,,,,,,36 EU (8 UK),,
product_variation,127,69.52,,,,,,,,,,BT2275_56020_56015,Black,,,,,,,,,38 EU (10 UK),,
product_variation,127,69.52,,,,,,,,,,BT2275_56020_56016,Black,,,,,,,,,40 EU (12 UK),,
product_variation,127,69.52,,,,,,,,,,BT2275_56020_56017,Black,,,,,,,,,42 EU (14 UK),,
product_variation,127,69.52,,,,,,,,,,BT2275_56020_56018,Black,,,,,,,,,44 EU (16 UK),,
product_variation,127,69.52,,,,,,,,,,BT2275_56020_56019,Black,,,,,,,,,46 EU (18 UK),,
product_variation,127,69.52,,,,,,,,,,BT2275_56022_56013,Navy Pin Dot,,,,,,,,,,,
product_variation,127,69.52,,,,,,,,,,BT2275_56022_56014,Navy Pin Dot,,,,,,,,,,,
product_variation,127,69.52,,,,,,,,,,BT2275_56022_56015,Navy Pin Dot,,,,,,,,,,,
product_variation,127,69.52,,,,,,,,,,BT2275_56022_56016,Navy Pin Dot,,,,,,,,,,,
product_variation,127,69.52,,,,,,,,,,BT2275_56022_56017,Navy Pin Dot,,,,,,,,,,,
product_variation,127,69.52,,,,,,,,,,BT2275_56022_56018,Navy Pin Dot,,,,,,,,,,,
product_variation,127,69.52,,,,,,,,,,BT2275_56022_56019,Navy Pin Dot,,,,,,,,,,,
product,128,88.28,Bianca trousers,"Rechte broek. 2 zakken vooraan, 2 valse achterzakken en lusjes op de taille. Geleverd met 'onafgewerkte onderzijde': lengte: 91,5 cm.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=63833&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Brook Taverner,Kleding,Broek/Kuitbroek,https://media.europeancatalog.com/ws.php?act=download&mamfileid=63833&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,128,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,128,,,,,,,,,,,,,Size,34 EU (6 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,128,,,,,,,,,,,,,Size,36 EU (8 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,128,,,,,,,,,,,,,Size,38 EU (10 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,128,,,,,,,,,,,,,Size,40 EU (12 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,128,,,,,,,,,,,,,Size,42 EU (14 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,128,,,,,,,,,,,,,Size,44 EU (16 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,128,,,,,,,,,,,,,Size,46 EU (18 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,128,,,,,,,,,,,,,Color,Navy Pin Dot,RADIOBUTTONS,TRUE,,,,,,,
product_variation,128,88.28,,,,,,,,,,BT2277_56030_56023,Black,,,,,,,,,34 EU (6 UK),,
product_variation,128,88.28,,,,,,,,,,BT2277_56030_56024,Black,,,,,,,,,36 EU (8 UK),,
product_variation,128,88.28,,,,,,,,,,BT2277_56030_56025,Black,,,,,,,,,38 EU (10 UK),,
product_variation,128,88.28,,,,,,,,,,BT2277_56030_56026,Black,,,,,,,,,40 EU (12 UK),,
product_variation,128,88.28,,,,,,,,,,BT2277_56030_56027,Black,,,,,,,,,42 EU (14 UK),,
product_variation,128,88.28,,,,,,,,,,BT2277_56030_56028,Black,,,,,,,,,44 EU (16 UK),,
product_variation,128,88.28,,,,,,,,,,BT2277_56030_56029,Black,,,,,,,,,46 EU (18 UK),,
product_variation,128,88.28,,,,,,,,,,BT2277_56032_56023,Navy Pin Dot,,,,,,,,,,,
product_variation,128,88.28,,,,,,,,,,BT2277_56032_56024,Navy Pin Dot,,,,,,,,,,,
product_variation,128,88.28,,,,,,,,,,BT2277_56032_56025,Navy Pin Dot,,,,,,,,,,,
product_variation,128,88.28,,,,,,,,,,BT2277_56032_56026,Navy Pin Dot,,,,,,,,,,,
product_variation,128,88.28,,,,,,,,,,BT2277_56032_56027,Navy Pin Dot,,,,,,,,,,,
product_variation,128,88.28,,,,,,,,,,BT2277_56032_56028,Navy Pin Dot,,,,,,,,,,,
product_variation,128,88.28,,,,,,,,,,BT2277_56032_56029,Navy Pin Dot,,,,,,,,,,,
product,129,63.18,Blouse in Chinese crêpe Roma,100% polyester. Blouse met lange mouwen in Chinese crêpe. Goudkleurige knoop op de mouwuiteinden en goudkleurige rits achteraan. Onderhoudsvriendelijk. Wasbaar in de machine.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=63834&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Brook Taverner,Kleding,Overhemd / Blouse,https://media.europeancatalog.com/ws.php?act=download&mamfileid=63834&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,129,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,129,,,,,,,,,,,,,Size,36 EU (8 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,129,,,,,,,,,,,,,Size,38 EU (10 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,129,,,,,,,,,,,,,Size,40 EU (12 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,129,,,,,,,,,,,,,Size,42 EU (14 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,129,,,,,,,,,,,,,Size,44 EU (16 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,129,,,,,,,,,,,,,Size,46 EU (18 UK),RADIOBUTTONS,TRUE,,,,,,,
product_option,129,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,
product_variation,129,63.18,,,,,,,,,,BT2279_61201_61195,Black,,,,,,,,,36 EU (8 UK),,
product_variation,129,63.18,,,,,,,,,,BT2279_61201_61196,Black,,,,,,,,,38 EU (10 UK),,
product_variation,129,63.18,,,,,,,,,,BT2279_61201_61197,Black,,,,,,,,,40 EU (12 UK),,
product_variation,129,63.18,,,,,,,,,,BT2279_61201_61198,Black,,,,,,,,,42 EU (14 UK),,
product_variation,129,63.18,,,,,,,,,,BT2279_61201_61199,Black,,,,,,,,,44 EU (16 UK),,
product_variation,129,63.18,,,,,,,,,,BT2279_61201_61200,Black,,,,,,,,,46 EU (18 UK),,
product_variation,129,63.18,,,,,,,,,,BT2279_61202_61195,Navy,,,,,,,,,,,
product_variation,129,63.18,,,,,,,,,,BT2279_61202_61196,Navy,,,,,,,,,,,
product_variation,129,63.18,,,,,,,,,,BT2279_61202_61197,Navy,,,,,,,,,,,
product_variation,129,63.18,,,,,,,,,,BT2279_61202_61198,Navy,,,,,,,,,,,
product_variation,129,63.18,,,,,,,,,,BT2279_61202_61199,Navy,,,,,,,,,,,
product_variation,129,63.18,,,,,,,,,,BT2279_61202_61200,Navy,,,,,,,,,,,
product,130,59.96,Blouse in Chinese crêpe VERONA,100% polyester. Blouse met korte mouwen in Chinese crêpe. Goudkleurige rits op de achterkant. Onderhoudsvriendelijk. Wasbaar in de machine.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=63836&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Brook Taverner,Kleding,Overhemd / Blouse,https://media.europeancatalog.com/ws.php?act=download&mamfileid=63836&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
