type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_variation_option_Size
product,1328,9.64,Zeemansmuts,70% wol / 20% polyester / 10% viscose. Zeemansmuts miki breton-stijl. Verstelbare klittenbandsluiting aan de achterkant.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383776&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383776&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390642&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390641&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68691&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68692&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,1328,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1328,,,,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1328,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1328,,,,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1328,9.64,,,,,,,,,,,,KP607_54170_49544,Black,,,,,,,,,,,,,,L/XL
product_variation,1328,9.64,,,,,,,,,,,,KP607_49543_49542,Navy,,,,,,,,,,,,,,S/M
product_variation,1328,9.64,,,,,,,,,,,,KP607_49543_49544,Navy,,,,,,,,,,,,,,
product,1329,1.1,Afneembaar lint voor hoed,"100% polyester. Breedte van 3 cm en lengte van 57 cm of 59 cm. Geschikt voor deze modellen van hoed: KP610, KP611, KP612 en KP613.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=68698&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Hoed en accessoires,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68698&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68697&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,
product_option,1329,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1329,,,,,,,,,,,,,,,Size,57 cm,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1329,,,,,,,,,,,,,,,Size,59 cm,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1329,,,,,,,,,,,,,,,Color,Orange,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1329,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1329,,,,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1329,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1329,1.1,,,,,,,,,,,,KP609_55418_55416,Black,,,,,,,,,,,,,,57 cm
product_variation,1329,1.1,,,,,,,,,,,,KP609_55418_55417,Black,,,,,,,,,,,,,,59 cm
product_variation,1329,1.1,,,,,,,,,,,,KP609_55419_55416,Orange,,,,,,,,,,,,,,
product_variation,1329,1.1,,,,,,,,,,,,KP609_55419_55417,Orange,,,,,,,,,,,,,,
product_variation,1329,1.1,,,,,,,,,,,,KP609_55420_55416,Red,,,,,,,,,,,,,,
product_variation,1329,1.1,,,,,,,,,,,,KP609_55420_55417,Red,,,,,,,,,,,,,,
product_variation,1329,1.1,,,,,,,,,,,,KP609_55421_55416,Royal Blue,,,,,,,,,,,,,,
product_variation,1329,1.1,,,,,,,,,,,,KP609_55421_55417,Royal Blue,,,,,,,,,,,,,,
product_variation,1329,1.1,,,,,,,,,,,,KP609_55422_55416,White,,,,,,,,,,,,,,
product_variation,1329,1.1,,,,,,,,,,,,KP609_55422_55417,White,,,,,,,,,,,,,,
product,1330,7.16,Klassieke strohoed,Hoed van plantaardige vezel in Borsalino-stijl met brede boorden van 7 cm. Verkocht zonder lint. Het lint KP609 moet afzonderlijk besteld worden in de juiste maat.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262608&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Hoed en accessoires,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262608&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68699&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,
product_option,1330,,,,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1330,,,,,,,,,,,,,,,Size,57 cm,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1330,,,,,,,,,,,,,,,Size,59 cm,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1330,7.16,,,,,,,,,,,,KP610_55425_55423,Natural,,,,,,,,,,,,,,57 cm
product_variation,1330,7.16,,,,,,,,,,,,KP610_55425_55424,Natural,,,,,,,,,,,,,,59 cm
product,1331,10,Strohoed in Panama-stijl,Strand/festivalhoed van plantaardige vezel met smalle randen. Verkocht zonder lint. Het lint KP609 moet afzonderlijk besteld worden in de juiste maat.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262607&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Hoed en accessoires,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262607&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262606&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262605&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68702&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68701&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=422523&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=422524&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,
product_option,1331,,,,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1331,,,,,,,,,,,,,,,Size,57 cm,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1331,,,,,,,,,,,,,,,Size,59 cm,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1331,10,,,,,,,,,,,,KP611_55428_55426,Natural,,,,,,,,,,,,,,57 cm
product_variation,1331,10,,,,,,,,,,,,KP611_55428_55427,Natural,,,,,,,,,,,,,,59 cm
product,1332,6.96,Strohoed in retro Panama-stijl,Hoed van plantaardige vezel en met smalle randen in retro Panama-stijl. Verkocht zonder lint. Het lint KP609 moet afzonderlijk besteld worden in de juiste maat.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262604&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Hoed en accessoires,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262604&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262603&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262602&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68704&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68705&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,1332,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1332,,,,,,,,,,,,,,,Size,57 cm,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1332,,,,,,,,,,,,,,,Size,59 cm,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1332,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1332,6.96,,,,,,,,,,,,KP612_55431_55429,Black,,,,,,,,,,,,,,57 cm
product_variation,1332,6.96,,,,,,,,,,,,KP612_55431_55430,Black,,,,,,,,,,,,,,59 cm
product_variation,1332,6.96,,,,,,,,,,,,KP612_55432_55429,White,,,,,,,,,,,,,,
product_variation,1332,6.96,,,,,,,,,,,,KP612_55432_55430,White,,,,,,,,,,,,,,
product,1333,8.2,Gevlochten Panama-hoed,Gevlochten en luchtige hoed van plantaardige vezel. Verkocht zonder lint. Het lint KP609 moet afzonderlijk besteld worden in de juiste maat.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262601&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Hoed en accessoires,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262601&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262600&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214155&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214154&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,1333,,,,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1333,,,,,,,,,,,,,,,Size,57 cm,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1333,,,,,,,,,,,,,,,Size,59 cm,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1333,8.2,,,,,,,,,,,,KP613_55435_55433,Natural,,,,,,,,,,,,,,57 cm
product_variation,1333,8.2,,,,,,,,,,,,KP613_55435_55434,Natural,,,,,,,,,,,,,,59 cm
product,1334,3.68,Babymuts,100% katoen. Berenmuts met fleecevoering aan binnenkant 100% polyester.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68710&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68710&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68708&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,
product_option,1334,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1334,,,,,,,,,,,,,,,Size,6M,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1334,,,,,,,,,,,,,,,Size,24M,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1334,3.68,,,,,,,,,,,,KP701_49553_49552,White,,,,,,,,,,,,,,6M
product_variation,1334,4.42,,,,,,,,,,,,KP701X_49555_49554,White,,,,,,,,,,,,,,24M
product,1335,1.6,Kinderpet Cuba,100% katoen. Kinderpet Cuba-stijl.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68715&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68715&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68714&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68712&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,
product_option,1335,,,,,,,,,,,,,,,Color,Beige,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1335,,,,,,,,,,,,,,,Size,48/50 cm,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1335,,,,,,,,,,,,,,,Size,51 cm,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1335,,,,,,,,,,,,,,,Color,Grey Melange,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1335,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1335,1.6,,,,,,,,,,,,KP703_49557_49556,Beige,,,,,,,,,,,,,,48/50 cm
product_variation,1335,1.6,,,,,,,,,,,,KP703_49557_49558,Beige,,,,,,,,,,,,,,51 cm
product_variation,1335,1.6,,,,,,,,,,,,KP703_49559_49556,Grey Melange,,,,,,,,,,,,,,
product_variation,1335,1.6,,,,,,,,,,,,KP703_49559_49558,Grey Melange,,,,,,,,,,,,,,
product_variation,1335,1.6,,,,,,,,,,,,KP703_49560_49556,Navy,,,,,,,,,,,,,,
product_variation,1335,1.6,,,,,,,,,,,,KP703_49560_49558,Navy,,,,,,,,,,,,,,
product,1336,10.96,Gekleurde Riem,100% thermoplastic elastomer. Gesp van transparant plastic. Lengte verstelbaar van XS tot 3XL. Geleverd in een doosje van hard plastic.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68720&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Kledingaccessoires,Riem,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68720&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68719&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68718&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,
product_option,1336,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1336,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1336,,,,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1336,,,,,,,,,,,,,,,Color,Fuchsia,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1336,,,,,,,,,,,,,,,Color,Light Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1336,,,,,,,,,,,,,,,Color,Lime,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1336,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1336,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1336,,,,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1336,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1336,,,,,,,,,,,,,,,Color,Yellow,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1336,10.96,,,,,,,,,,,,KP801_49761_49760,Black,,,,,,,,,,,,,,One Size
product_variation,1336,10.96,,,,,,,,,,,,KP801_49762_49760,Dark Grey,,,,,,,,,,,,,,
product_variation,1336,10.96,,,,,,,,,,,,KP801_49763_49760,Fuchsia,,,,,,,,,,,,,,
product_variation,1336,10.96,,,,,,,,,,,,KP801_49764_49760,Light Grey,,,,,,,,,,,,,,
product_variation,1336,10.96,,,,,,,,,,,,KP801_49765_49760,Lime,,,,,,,,,,,,,,
product_variation,1336,10.96,,,,,,,,,,,,KP801_49766_49760,Navy,,,,,,,,,,,,,,
product_variation,1336,10.96,,,,,,,,,,,,KP801_49767_49760,Red,,,,,,,,,,,,,,
product_variation,1336,10.96,,,,,,,,,,,,KP801_49768_49760,Royal Blue,,,,,,,,,,,,,,
product_variation,1336,10.96,,,,,,,,,,,,KP801_49769_49760,White,,,,,,,,,,,,,,
product_variation,1336,10.96,,,,,,,,,,,,KP801_49770_49760,Yellow,,,,,,,,,,,,,,
product,1337,9.9,Riem Van Polyester,100% polyester. Ton-sur-ton metalen gesp. Lengte verstelbaar van XS tot 3XL. Kan op maat worden gesneden.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68721&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Kledingaccessoires,Riem,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68721&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68723&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68722&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,
product_option,1337,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1337,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1337,,,,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1337,,,,,,,,,,,,,,,Color,Fuchsia,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1337,,,,,,,,,,,,,,,Color,Light Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1337,,,,,,,,,,,,,,,Color,Lime,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1337,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1337,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1337,,,,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1337,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1337,,,,,,,,,,,,,,,Color,Yellow,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1337,9.9,,,,,,,,,,,,KP802_49772_49771,Black,,,,,,,,,,,,,,One Size
product_variation,1337,9.9,,,,,,,,,,,,KP802_49773_49771,Dark Grey,,,,,,,,,,,,,,
product_variation,1337,9.9,,,,,,,,,,,,KP802_49774_49771,Fuchsia,,,,,,,,,,,,,,
product_variation,1337,9.9,,,,,,,,,,,,KP802_49775_49771,Light Grey,,,,,,,,,,,,,,
product_variation,1337,9.9,,,,,,,,,,,,KP802_49776_49771,Lime,,,,,,,,,,,,,,
product_variation,1337,9.9,,,,,,,,,,,,KP802_49777_49771,Navy,,,,,,,,,,,,,,
product_variation,1337,9.9,,,,,,,,,,,,KP802_49778_49771,Red,,,,,,,,,,,,,,
product_variation,1337,9.9,,,,,,,,,,,,KP802_49779_49771,Royal Blue,,,,,,,,,,,,,,
product_variation,1337,9.9,,,,,,,,,,,,KP802_49780_49771,White,,,,,,,,,,,,,,
product_variation,1337,9.9,,,,,,,,,,,,KP802_49781_49771,Yellow,,,,,,,,,,,,,,
product,1338,4.66,Gebreide muts,"100% acryl. Gekaart acryl. Past perfect bij de sjaal KP435, in dezelfde kleur en hetzelfde materiaal. Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/7, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=262545&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262545&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262544&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214042&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214051&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,1338,,,,,,,,,,,,,,,Color,Alloy Grey Heather,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1338,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1338,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1338,,,,,,,,,,,,,,,Color,Dress Blue,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1338,4.66,,,,,,,,,,,,KP549_63120_63119,Alloy Grey Heather,,,,,,,,,,,,,,One Size
product_variation,1338,4.66,,,,,,,,,,,,KP549_63122_63119,Black,,,,,,,,,,,,,,
product_variation,1338,4.66,,,,,,,,,,,,KP549_63121_63119,Dress Blue,,,,,,,,,,,,,,
product,1339,6.96,Gebreide muts,100% acryl. Met kabelmotieven.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262998&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262998&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262999&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214146&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,
product_option,1339,,,,,,,,,,,,,,,Color,Alloy Grey Heather,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1339,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1339,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1339,,,,,,,,,,,,,,,Color,Red / White / Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1339,6.96,,,,,,,,,,,,KP550_63124_63123,Alloy Grey Heather,,,,,,,,,,,,,,One Size
product_variation,1339,6.96,,,,,,,,,,,,KP550_63125_63123,Black,,,,,,,,,,,,,,
product_variation,1339,6.96,,,,,,,,,,,,KP550_63126_63123,Red / White / Navy,,,,,,,,,,,,,,
product,1340,2.64,Muts met pompon,"100% acryl. Met de hand gebreide look met 2 draden in een andere kleur. Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/7, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=262558&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262558&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262559&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262557&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262560&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214056&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214057&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,
product_option,1340,,,,,,,,,,,,,,,Color,Dark Grey Twist,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1340,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1340,,,,,,,,,,,,,,,Color,Navy Night Twist,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1340,,,,,,,,,,,,,,,Color,Wine Twist,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1340,2.64,,,,,,,,,,,,KP544_63097_63096,Dark Grey Twist,,,,,,,,,,,,,,One Size
product_variation,1340,2.64,,,,,,,,,,,,KP544_63098_63096,Navy Night Twist,,,,,,,,,,,,,,
product_variation,1340,2.64,,,,,,,,,,,,KP544_63099_63096,Wine Twist,,,,,,,,,,,,,,
product,1341,6.66,Zeemansmuts,"49% viscose, 19% polyamide en 32% polyester. Gebreide muts het typische model van de zeemansmuts.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=262613&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262613&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262612&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262611&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214149&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214148&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,1341,,,,,,,,,,,,,,,Color,Alloy Grey Heather,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1341,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1341,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1341,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,1341,,,,,,,,,,,,,,,Color,Shadow Grey Heather,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,1341,6.66,,,,,,,,,,,,KP552_63132_63130,Alloy Grey Heather,,,,,,,,,,,,,,One Size
product_variation,1341,6.66,,,,,,,,,,,,KP552_63133_63130,Black,,,,,,,,,,,,,,
product_variation,1341,6.66,,,,,,,,,,,,KP552_63134_63130,Navy,,,,,,,,,,,,,,
product_variation,1341,6.66,,,,,,,,,,,,KP552_63131_63130,Shadow Grey Heather,,,,,,,,,,,,,,
product,1342,2.78,Muts,63% polyester / 34% viscose / 3% katoen. De tweekleurige versie is omkeerbaar.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262554&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262554&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262556&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=262555&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214055&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
