type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5
product_option,2277,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,
product_option,2277,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,
product_option,2277,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,
product_option,2277,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,
product_option,2277,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,
product_option,2277,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,
product_option,2277,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,
product_option,2277,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,
product_option,2277,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,
product_option,2277,,,,,,,,,,,Color,French Navy,RADIOBUTTONS,TRUE,,,,
product_option,2277,,,,,,,,,,,Color,Iron Grey,RADIOBUTTONS,TRUE,,,,
product_option,2277,,,,,,,,,,,Color,Stone,RADIOBUTTONS,TRUE,,,,
product_variation,2277,93.96,,,,,,,,RU410M_58188_58186,Black,,,,,,,,
product_variation,2277,93.96,,,,,,,,RU410M_58188_58184,Black,,,,,,,,
product_variation,2277,93.96,,,,,,,,RU410M_58188_58183,Black,,,,,,,,
product_variation,2277,93.96,,,,,,,,RU410M_58188_58182,Black,,,,,,,,
product_variation,2277,93.96,,,,,,,,RU410M_58188_58185,Black,,,,,,,,
product_variation,2277,93.96,,,,,,,,RU410M_58188_58187,Black,,,,,,,,
product_variation,2277,108.06,,,,,,,,RU410MX_58189_58180,Black,,,,,,,,
product_variation,2277,108.06,,,,,,,,RU410MX_58189_58181,Black,,,,,,,,
product_variation,2277,93.96,,,,,,,,RU410M_58193_58186,French Navy,,,,,,,,
product_variation,2277,93.96,,,,,,,,RU410M_58193_58184,French Navy,,,,,,,,
product_variation,2277,93.96,,,,,,,,RU410M_58193_58183,French Navy,,,,,,,,
product_variation,2277,93.96,,,,,,,,RU410M_58193_58182,French Navy,,,,,,,,
product_variation,2277,93.96,,,,,,,,RU410M_58193_58185,French Navy,,,,,,,,
product_variation,2277,93.96,,,,,,,,RU410M_58193_58187,French Navy,,,,,,,,
product_variation,2277,108.06,,,,,,,,RU410MX_58192_58180,French Navy,,,,,,,,
product_variation,2277,108.06,,,,,,,,RU410MX_58192_58181,French Navy,,,,,,,,
product_variation,2277,93.96,,,,,,,,RU410M_58194_58186,Iron Grey,,,,,,,,
product_variation,2277,93.96,,,,,,,,RU410M_58194_58184,Iron Grey,,,,,,,,
product_variation,2277,93.96,,,,,,,,RU410M_58194_58183,Iron Grey,,,,,,,,
product_variation,2277,93.96,,,,,,,,RU410M_58194_58182,Iron Grey,,,,,,,,
product_variation,2277,93.96,,,,,,,,RU410M_58194_58185,Iron Grey,,,,,,,,
product_variation,2277,93.96,,,,,,,,RU410M_58194_58187,Iron Grey,,,,,,,,
product_variation,2277,108.06,,,,,,,,RU410MX_58195_58180,Iron Grey,,,,,,,,
product_variation,2277,108.06,,,,,,,,RU410MX_58195_58181,Iron Grey,,,,,,,,
product_variation,2277,93.96,,,,,,,,RU410M_58197_58186,Stone,,,,,,,,
product_variation,2277,93.96,,,,,,,,RU410M_58197_58184,Stone,,,,,,,,
product_variation,2277,93.96,,,,,,,,RU410M_58197_58183,Stone,,,,,,,,
product_variation,2277,93.96,,,,,,,,RU410M_58197_58182,Stone,,,,,,,,
product_variation,2277,93.96,,,,,,,,RU410M_58197_58185,Stone,,,,,,,,
product_variation,2277,93.96,,,,,,,,RU410M_58197_58187,Stone,,,,,,,,
product_variation,2277,108.06,,,,,,,,RU410MX_58196_58180,Stone,,,,,,,,
product_variation,2277,108.06,,,,,,,,RU410MX_58196_58181,Stone,,,,,,,,
product,2278,113.3,Men's Hydraplus 2000 Jacket,"100% nylon taslan. Waterdicht t/m 2.000 mm (PU-coating) en ademed t/m g/m²/24. Waterafstotende coating en getapete naden. Ergonomische snit met extra ruimte voor de ellebogen en raglan mouwen. Drie-laagse capuchon kan opgeborgen worden in de kraag, kraag gevoerd. Volledige YKK® ritssluiting met ritstrekker, dubbele stormoverslag met klittenbandsluiting. Zijzakken met warme voering en ritssluiting, binnenzak voor MP3/GSM en borstzak met ritssluiting, allen met ritstrekker. Volledig gevoerd in mesh met een discrete drukkersits aan de achterkant. Elastisch aanrijgkoord onderaan de jas. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 08-5941, Shirley.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=387631&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Russell,Kleding,Jas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387631&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387630&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,
product_option,2278,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,
product_option,2278,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,
product_option,2278,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,
product_option,2278,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,
product_option,2278,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,
product_option,2278,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,
product_option,2278,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,
product_option,2278,,,,,,,,,,,Color,Classic Red,RADIOBUTTONS,TRUE,,,,
product_option,2278,,,,,,,,,,,Color,French Navy,RADIOBUTTONS,TRUE,,,,
product_option,2278,,,,,,,,,,,Color,Titanium,RADIOBUTTONS,TRUE,,,,
product_variation,2278,113.3,,,,,,,,RU510M_22290_22289,Black,,,,,,,,
product_variation,2278,113.3,,,,,,,,RU510M_22290_22276,Black,,,,,,,,
product_variation,2278,113.3,,,,,,,,RU510M_22290_22277,Black,,,,,,,,
product_variation,2278,113.3,,,,,,,,RU510M_22290_22278,Black,,,,,,,,
product_variation,2278,113.3,,,,,,,,RU510M_22290_22279,Black,,,,,,,,
product_variation,2278,113.3,,,,,,,,RU510M_22290_22280,Black,,,,,,,,
product_variation,2278,113.3,,,,,,,,RU510M_22292_22289,Classic Red,,,,,,,,
product_variation,2278,113.3,,,,,,,,RU510M_22292_22276,Classic Red,,,,,,,,
product_variation,2278,113.3,,,,,,,,RU510M_22292_22277,Classic Red,,,,,,,,
product_variation,2278,113.3,,,,,,,,RU510M_22292_22278,Classic Red,,,,,,,,
product_variation,2278,113.3,,,,,,,,RU510M_22292_22279,Classic Red,,,,,,,,
product_variation,2278,113.3,,,,,,,,RU510M_22292_22280,Classic Red,,,,,,,,
product_variation,2278,113.3,,,,,,,,RU510M_22291_22289,French Navy,,,,,,,,
product_variation,2278,113.3,,,,,,,,RU510M_22291_22276,French Navy,,,,,,,,
product_variation,2278,113.3,,,,,,,,RU510M_22291_22277,French Navy,,,,,,,,
product_variation,2278,113.3,,,,,,,,RU510M_22291_22278,French Navy,,,,,,,,
product_variation,2278,113.3,,,,,,,,RU510M_22291_22279,French Navy,,,,,,,,
product_variation,2278,113.3,,,,,,,,RU510M_22291_22280,French Navy,,,,,,,,
product_variation,2278,113.3,,,,,,,,RU510M_22293_22289,Titanium,,,,,,,,
product_variation,2278,113.3,,,,,,,,RU510M_22293_22276,Titanium,,,,,,,,
product_variation,2278,113.3,,,,,,,,RU510M_22293_22277,Titanium,,,,,,,,
product_variation,2278,113.3,,,,,,,,RU510M_22293_22278,Titanium,,,,,,,,
product_variation,2278,113.3,,,,,,,,RU510M_22293_22279,Titanium,,,,,,,,
product_variation,2278,113.3,,,,,,,,RU510M_22293_22280,Titanium,,,,,,,,
product,2279,107.32,Ladies' Sport Shell 5000 Jacket,"100% polyester. Drie-laagse softshell met ademend membraan en microfleece voering, waterdicht t/m 5.000 mm en ademend t/m 5.000 mm g/m2/24. Winddicht en waterafstotend. Binnenkant kraag in microfleece. Ergonomisch model en aangepaste snit zorgt voor een optimale regeling van de temperatuur en vochtafvoer. De stof is van nature rekbaar en deze jas is dus uitermate geschikt voor actieve lichaamsbeweging. 2 gevoerde zijzakken en 1 gevoerde borstzak allen met waterdichte ritssluiting en ritstrekker. Binnenzak voor MP3 speler. Volledige YKK® ritssluiting met stormoverslag aan de binnenkant en ritsbeschermer aan de kraag. Verstelbare mouwuiteinden. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 08-5941, Shirley.",,Russell,Kleding,Jas,,,,,,,,,,,
product_option,2279,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,
product_option,2279,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,
product_option,2279,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,
product_option,2279,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,
product_option,2279,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,
product_option,2279,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,
product_option,2279,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,
product_option,2279,,,,,,,,,,,Color,Classic Red,RADIOBUTTONS,TRUE,,,,
product_option,2279,,,,,,,,,,,Color,French Navy,RADIOBUTTONS,TRUE,,,,
product_option,2279,,,,,,,,,,,Color,Titanium,RADIOBUTTONS,TRUE,,,,
product_variation,2279,107.32,,,,,,,,RU520F_21989_21993,Black,,,,,,,,
product_variation,2279,107.32,,,,,,,,RU520F_21989_21984,Black,,,,,,,,
product_variation,2279,107.32,,,,,,,,RU520F_21989_21985,Black,,,,,,,,
product_variation,2279,107.32,,,,,,,,RU520F_21989_21986,Black,,,,,,,,
product_variation,2279,107.32,,,,,,,,RU520F_21989_21987,Black,,,,,,,,
product_variation,2279,107.32,,,,,,,,RU520F_21989_21994,Black,,,,,,,,
product_variation,2279,107.32,,,,,,,,RU520F_21991_21993,Classic Red,,,,,,,,
product_variation,2279,107.32,,,,,,,,RU520F_21991_21984,Classic Red,,,,,,,,
product_variation,2279,107.32,,,,,,,,RU520F_21991_21985,Classic Red,,,,,,,,
product_variation,2279,107.32,,,,,,,,RU520F_21991_21986,Classic Red,,,,,,,,
product_variation,2279,107.32,,,,,,,,RU520F_21991_21987,Classic Red,,,,,,,,
product_variation,2279,107.32,,,,,,,,RU520F_21991_21994,Classic Red,,,,,,,,
product_variation,2279,107.32,,,,,,,,RU520F_21990_21993,French Navy,,,,,,,,
product_variation,2279,107.32,,,,,,,,RU520F_21990_21984,French Navy,,,,,,,,
product_variation,2279,107.32,,,,,,,,RU520F_21990_21985,French Navy,,,,,,,,
product_variation,2279,107.32,,,,,,,,RU520F_21990_21986,French Navy,,,,,,,,
product_variation,2279,107.32,,,,,,,,RU520F_21990_21987,French Navy,,,,,,,,
product_variation,2279,107.32,,,,,,,,RU520F_21990_21994,French Navy,,,,,,,,
product_variation,2279,107.32,,,,,,,,RU520F_21992_21993,Titanium,,,,,,,,
product_variation,2279,107.32,,,,,,,,RU520F_21992_21984,Titanium,,,,,,,,
product_variation,2279,107.32,,,,,,,,RU520F_21992_21985,Titanium,,,,,,,,
product_variation,2279,107.32,,,,,,,,RU520F_21992_21986,Titanium,,,,,,,,
product_variation,2279,107.32,,,,,,,,RU520F_21992_21987,Titanium,,,,,,,,
product_variation,2279,107.32,,,,,,,,RU520F_21992_21994,Titanium,,,,,,,,
product,2280,119.44,Men's Sport Shell 5000 Jacket,"100% polyester. Drie-laagse softshell met ademend membraan en microfleece voering, waterdicht t/m 5.000 mm en ademend t/m 5.000 mm g/m2/24. Winddicht en waterafstotend. Binnenkant kraag in microfleece. Ergonomisch model en aangepaste snit zorgt voor een optimale regeling van de temperatuur en vochtafvoer. De stof is van nature rekbaar en deze jas is dus uitermate geschikt voor actieve lichaamsbeweging. 2 gevoerde zijzakken en 1 gevoerde borstzak allen met waterdichte ritssluiting en ritstrekker. Binnenzak voor MP3 speler. Volledige YKK® ritssluiting met stormoverslag aan de binnenkant en ritsbeschermer aan de kraag. Verstelbare mouwuiteinden. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 08-5941, Shirley.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=387633&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Russell,Kleding,Jas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387633&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387632&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,
product_option,2280,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,
product_option,2280,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,
product_option,2280,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,
product_option,2280,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,
product_option,2280,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,
product_option,2280,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,
product_option,2280,,,,,,,,,,,Color,Classic Red,RADIOBUTTONS,TRUE,,,,
product_option,2280,,,,,,,,,,,Color,French Navy,RADIOBUTTONS,TRUE,,,,
product_option,2280,,,,,,,,,,,Color,Titanium,RADIOBUTTONS,TRUE,,,,
product_variation,2280,119.44,,,,,,,,RU520M_21980_21975,Black,,,,,,,,
product_variation,2280,119.44,,,,,,,,RU520M_21980_21976,Black,,,,,,,,
product_variation,2280,119.44,,,,,,,,RU520M_21980_21977,Black,,,,,,,,
product_variation,2280,119.44,,,,,,,,RU520M_21980_21978,Black,,,,,,,,
product_variation,2280,119.44,,,,,,,,RU520M_21980_21979,Black,,,,,,,,
product_variation,2280,119.44,,,,,,,,RU520M_21982_21975,Classic Red,,,,,,,,
product_variation,2280,119.44,,,,,,,,RU520M_21982_21976,Classic Red,,,,,,,,
product_variation,2280,119.44,,,,,,,,RU520M_21982_21977,Classic Red,,,,,,,,
product_variation,2280,119.44,,,,,,,,RU520M_21982_21978,Classic Red,,,,,,,,
product_variation,2280,119.44,,,,,,,,RU520M_21982_21979,Classic Red,,,,,,,,
product_variation,2280,119.44,,,,,,,,RU520M_21981_21975,French Navy,,,,,,,,
product_variation,2280,119.44,,,,,,,,RU520M_21981_21976,French Navy,,,,,,,,
product_variation,2280,119.44,,,,,,,,RU520M_21981_21977,French Navy,,,,,,,,
product_variation,2280,119.44,,,,,,,,RU520M_21981_21978,French Navy,,,,,,,,
product_variation,2280,119.44,,,,,,,,RU520M_21981_21979,French Navy,,,,,,,,
product_variation,2280,119.44,,,,,,,,RU520M_21983_21975,Titanium,,,,,,,,
product_variation,2280,119.44,,,,,,,,RU520M_21983_21976,Titanium,,,,,,,,
product_variation,2280,119.44,,,,,,,,RU520M_21983_21977,Titanium,,,,,,,,
product_variation,2280,119.44,,,,,,,,RU520M_21983_21978,Titanium,,,,,,,,
product_variation,2280,119.44,,,,,,,,RU520M_21983_21979,Titanium,,,,,,,,
product,2281,25.42,Ladies' Stretch Polo Shirt,"95% katoen / 5% Lycra®. Knooplijst met 4 contrasterende knopen. Kraag en mouwuiteinden in ribboord. Korte, platte kraag. Schouderversteviging. Zijsplitten met visgraatversteviging. Voelt zacht aan. Slim fit. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 08-5941, Shirley.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=387635&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Russell,Kleding,Polo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387635&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387634&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,
product_option,2281,,,,,,,,,,,Color,Azure blue,RADIOBUTTONS,TRUE,,,,
product_option,2281,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,
product_option,2281,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,
product_option,2281,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,
product_option,2281,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,
product_option,2281,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,
product_option,2281,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,
product_option,2281,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,
product_option,2281,,,,,,,,,,,Color,Bright Royal,RADIOBUTTONS,TRUE,,,,
product_option,2281,,,,,,,,,,,Color,Classic Red,RADIOBUTTONS,TRUE,,,,
product_option,2281,,,,,,,,,,,Color,Convoy Grey,RADIOBUTTONS,TRUE,,,,
product_option,2281,,,,,,,,,,,Color,French Navy,RADIOBUTTONS,TRUE,,,,
product_option,2281,,,,,,,,,,,Color,Fuchsia,RADIOBUTTONS,TRUE,,,,
product_option,2281,,,,,,,,,,,Color,Light Oxford,RADIOBUTTONS,TRUE,,,,
product_option,2281,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,
product_variation,2281,25.42,,,,,,,,RU566F_58202_52708,Azure blue,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_58202_52706,Azure blue,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_58202_52705,Azure blue,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_58202_52704,Azure blue,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_58202_52707,Azure blue,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_58202_58201,Azure blue,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_52709_52708,Black,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_52709_52706,Black,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_52709_52705,Black,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_52709_52704,Black,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_52709_52707,Black,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_52709_58201,Black,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_58203_52708,Bright Royal,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_58203_52706,Bright Royal,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_58203_52705,Bright Royal,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_58203_52704,Bright Royal,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_58203_52707,Bright Royal,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_58203_58201,Bright Royal,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_58204_52708,Classic Red,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_58204_52706,Classic Red,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_58204_52705,Classic Red,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_58204_52704,Classic Red,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_58204_52707,Classic Red,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_58204_58201,Classic Red,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_61956_52708,Convoy Grey,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_61956_52706,Convoy Grey,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_61956_52705,Convoy Grey,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_61956_52704,Convoy Grey,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_61956_52707,Convoy Grey,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_61956_58201,Convoy Grey,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_52710_52708,French Navy,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_52710_52706,French Navy,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_52710_52705,French Navy,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_52710_52704,French Navy,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_52710_52707,French Navy,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_52710_58201,French Navy,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_52711_52708,Fuchsia,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_52711_52706,Fuchsia,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_52711_52705,Fuchsia,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_52711_52704,Fuchsia,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_52711_52707,Fuchsia,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_52711_58201,Fuchsia,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_58205_52708,Light Oxford,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_58205_52706,Light Oxford,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_58205_52705,Light Oxford,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_58205_52704,Light Oxford,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_58205_52707,Light Oxford,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_58205_58201,Light Oxford,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_52712_52708,White,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_52712_52706,White,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_52712_52705,White,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_52712_52704,White,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_52712_52707,White,,,,,,,,
product_variation,2281,25.42,,,,,,,,RU566F_52712_58201,White,,,,,,,,
product,2282,25.42,Men's Stretch Polo Shirt,"95% katoen / 5% Lycra®. Knooplijst met 3 contrasterende knopen. Kraag en mouwuiteinden in ribboord. Korte, platte kraag. Schouderversteviging. Zijsplitten met visgraatversteviging. Voelt zacht aan. Slim fit. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 08-5941, Shirley.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=387637&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Russell,Kleding,Polo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387637&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387636&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71510&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71508&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,
product_option,2282,,,,,,,,,,,Color,Azure blue,RADIOBUTTONS,TRUE,,,,
product_option,2282,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,
product_option,2282,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,
product_option,2282,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,
product_option,2282,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,
product_option,2282,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,
product_option,2282,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,
product_option,2282,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,
product_option,2282,,,,,,,,,,,Color,Bright Royal,RADIOBUTTONS,TRUE,,,,
product_option,2282,,,,,,,,,,,Color,Classic Red,RADIOBUTTONS,TRUE,,,,
product_option,2282,,,,,,,,,,,Color,Convoy Grey,RADIOBUTTONS,TRUE,,,,
product_option,2282,,,,,,,,,,,Color,French Navy,RADIOBUTTONS,TRUE,,,,
product_option,2282,,,,,,,,,,,Color,Fuchsia,RADIOBUTTONS,TRUE,,,,
product_option,2282,,,,,,,,,,,Color,Light Oxford,RADIOBUTTONS,TRUE,,,,
product_option,2282,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,
product_variation,2282,25.42,,,,,,,,RU566M_58208_52716,Azure blue,,,,,,,,
product_variation,2282,25.42,,,,,,,,RU566M_58208_52715,Azure blue,,,,,,,,
product_variation,2282,25.42,,,,,,,,RU566M_58208_52714,Azure blue,,,,,,,,
product_variation,2282,25.42,,,,,,,,RU566M_58208_52717,Azure blue,,,,,,,,
product_variation,2282,25.42,,,,,,,,RU566M_58208_52718,Azure blue,,,,,,,,
product_variation,2282,25.42,,,,,,,,RU566M_58208_52713,Azure blue,,,,,,,,
product_variation,2282,25.42,,,,,,,,RU566M_52719_52716,Black,,,,,,,,
product_variation,2282,25.42,,,,,,,,RU566M_52719_52715,Black,,,,,,,,
product_variation,2282,25.42,,,,,,,,RU566M_52719_52714,Black,,,,,,,,
product_variation,2282,25.42,,,,,,,,RU566M_52719_52717,Black,,,,,,,,
product_variation,2282,25.42,,,,,,,,RU566M_52719_52718,Black,,,,,,,,
product_variation,2282,25.42,,,,,,,,RU566M_52719_52713,Black,,,,,,,,
product_variation,2282,25.42,,,,,,,,RU566M_58209_52716,Bright Royal,,,,,,,,
product_variation,2282,25.42,,,,,,,,RU566M_58209_52715,Bright Royal,,,,,,,,
product_variation,2282,25.42,,,,,,,,RU566M_58209_52714,Bright Royal,,,,,,,,
product_variation,2282,25.42,,,,,,,,RU566M_58209_52717,Bright Royal,,,,,,,,
product_variation,2282,25.42,,,,,,,,RU566M_58209_52718,Bright Royal,,,,,,,,
product_variation,2282,25.42,,,,,,,,RU566M_58209_52713,Bright Royal,,,,,,,,
product_variation,2282,25.42,,,,,,,,RU566M_58210_52716,Classic Red,,,,,,,,
product_variation,2282,25.42,,,,,,,,RU566M_58210_52715,Classic Red,,,,,,,,
product_variation,2282,25.42,,,,,,,,RU566M_58210_52714,Classic Red,,,,,,,,
product_variation,2282,25.42,,,,,,,,RU566M_58210_52717,Classic Red,,,,,,,,
product_variation,2282,25.42,,,,,,,,RU566M_58210_52718,Classic Red,,,,,,,,
product_variation,2282,25.42,,,,,,,,RU566M_58210_52713,Classic Red,,,,,,,,
product_variation,2282,25.42,,,,,,,,RU566M_61957_52716,Convoy Grey,,,,,,,,
product_variation,2282,25.42,,,,,,,,RU566M_61957_52715,Convoy Grey,,,,,,,,
product_variation,2282,25.42,,,,,,,,RU566M_61957_52714,Convoy Grey,,,,,,,,
product_variation,2282,25.42,,,,,,,,RU566M_61957_52717,Convoy Grey,,,,,,,,
product_variation,2282,25.42,,,,,,,,RU566M_61957_52718,Convoy Grey,,,,,,,,
product_variation,2282,25.42,,,,,,,,RU566M_61957_52713,Convoy Grey,,,,,,,,
product_variation,2282,25.42,,,,,,,,RU566M_52720_52716,French Navy,,,,,,,,
product_variation,2282,25.42,,,,,,,,RU566M_52720_52715,French Navy,,,,,,,,
product_variation,2282,25.42,,,,,,,,RU566M_52720_52714,French Navy,,,,,,,,
product_variation,2282,25.42,,,,,,,,RU566M_52720_52717,French Navy,,,,,,,,
product_variation,2282,25.42,,,,,,,,RU566M_52720_52718,French Navy,,,,,,,,
product_variation,2282,25.42,,,,,,,,RU566M_52720_52713,French Navy,,,,,,,,
product_variation,2282,25.42,,,,,,,,RU566M_58211_52716,Fuchsia,,,,,,,,
