type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_variation_sku,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9
product_option,1373,,,,,,,,,,,,Color,Algae Green,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1373,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1373,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1373,,,,,,,,,,,,Color,Cement Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1373,,,,,,,,,,,,Color,Dark Cherry,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1373,,,,,,,,,,,,Color,Light Sand,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1373,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1373,,,,,,,,,,,,Color,Off White,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1373,,,,,,,,,,,,Color,Sweet Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1373,6.24,,,,,,,,KP956_81159_80788,Algae Green,One Size,,,,,,,,,,,,
product_variation,1373,6.24,,,,,,,,KP956_80789_80788,Black,,,,,,,,,,,,,
product_variation,1373,6.24,,,,,,,,KP956_81160_80788,Cement Grey,,,,,,,,,,,,,
product_variation,1373,6.24,,,,,,,,KP956_80790_80788,Dark Cherry,,,,,,,,,,,,,
product_variation,1373,6.24,,,,,,,,KP956_80793_80788,Light Sand,,,,,,,,,,,,,
product_variation,1373,6.24,,,,,,,,KP956_80794_80788,Navy,,,,,,,,,,,,,
product_variation,1373,6.24,,,,,,,,KP956_80795_80788,Off White,,,,,,,,,,,,,
product_variation,1373,6.24,,,,,,,,KP956_80796_80788,Sweet Grey,,,,,,,,,,,,,
product,1374,13,Elastische gevlochten riem,"Gevlochten riem met metalen gesp. Dankzij de elastische samenstelling van 52% rubber en 48% polypropeen, geweven en gevlochten, kan de lucht circuleren. Afgewerkt met lussen van polyurethaan, met contrasterende stiksels. Zit in een katoenen zakje.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=68727&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Kledingaccessoires,Riem,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68727&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=205540&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=205390&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=205539&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=205971&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=205970&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,
product_option,1374,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1374,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1374,,,,,,,,,,,,Color,Black / Mid Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1374,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1374,,,,,,,,,,,,Color,Ecru,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1374,,,,,,,,,,,,Color,Light Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1374,,,,,,,,,,,,Color,Mid Grey / Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1374,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1374,,,,,,,,,,,,Color,Navy / Beige,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1374,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1374,13,,,,,,,,KP805_54174_54173,Black,One Size,,,,,,,,,,,,
product_variation,1374,13,,,,,,,,KP805_55746_54173,Black / Mid Grey,,,,,,,,,,,,,
product_variation,1374,13,,,,,,,,KP805_54175_54173,Dark Grey,,,,,,,,,,,,,
product_variation,1374,13,,,,,,,,KP805_54176_54173,Ecru,,,,,,,,,,,,,
product_variation,1374,13,,,,,,,,KP805_54177_54173,Light Grey,,,,,,,,,,,,,
product_variation,1374,13,,,,,,,,KP805_55747_54173,Mid Grey / Navy,,,,,,,,,,,,,
product_variation,1374,13,,,,,,,,KP805_54178_54173,Navy,,,,,,,,,,,,,
product_variation,1374,13,,,,,,,,KP805_55436_54173,Navy / Beige,,,,,,,,,,,,,
product_variation,1374,13,,,,,,,,KP805_54179_54173,White,,,,,,,,,,,,,
product,1375,56.66,Klassieke riem - 30 mm,"100% leder. Buitenkant in volnerf rundleder met aniline afwerking. Binnenkant in suède nubuck rundsplitleder. Dikte : 30 mm. Riem gemaakt in Italië. Totale lengte van de riem : 125 cm. Past zich aan maat XS tot XXL aan door hem door te knippen, want de gesp is afneembaar. Zit in een katoenen zakje, voor eenvoudige personalisatie.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=68734&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Kledingaccessoires,Riem,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68734&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68735&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68733&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,
product_option,1375,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1375,,,,,,,,,,,,Size,3x125cm,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1375,,,,,,,,,,,,Color,Dark Brown,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1375,56.66,,,,,,,,KP807_55749_55748,Black,3x125cm,,,,,,,,,,,,
product_variation,1375,56.66,,,,,,,,KP807_55750_55748,Dark Brown,,,,,,,,,,,,,
product,1376,46.34,Klassieke riem - 35 mm,"100% leder. Volnerf rundleder met aniline afwerking. Dikte : 35 mm. Riem gemaakt in Italië. Totale lengte van de riem : 125 cm. Past zich aan maat XS tot XXL aan door hem door te knippen, want de gesp is afneembaar. Zit in een katoenen zakje, voor eenvoudige personalisatie.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=68738&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Kledingaccessoires,Riem,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68738&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68736&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68737&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,
product_option,1376,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1376,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1376,,,,,,,,,,,,Color,Cognac,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1376,46.34,,,,,,,,KP808_55752_55751,Black,One Size,,,,,,,,,,,,
product_variation,1376,46.34,,,,,,,,KP808_55753_55751,Cognac,,,,,,,,,,,,,
product,1377,48.34,Riem - 30 mm,"100% leder. Volnerf rundleder met aniline afwerking. Dikte : 35 mm. Riem gemaakt in Italië. Totale lengte van de riem : 125 cm. Past zich aan maat XS tot XXL aan door hem door te knippen, want de gesp is afneembaar. Zit in een katoenen zakje, voor eenvoudige personalisatie.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=68741&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Kledingaccessoires,Riem,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68741&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68739&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68740&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,
product_option,1377,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1377,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1377,,,,,,,,,,,,Color,Dark Brown,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1377,48.34,,,,,,,,KP809_55755_55754,Black,One Size,,,,,,,,,,,,
product_variation,1377,48.34,,,,,,,,KP809_55756_55754,Dark Brown,,,,,,,,,,,,,
product,1378,44.34,Omkeerbare riem - 30 mm,"100% leder. Buitenkant volnerf rundleder met aniline afwerking. Binnenkant in volnerf rundsplitleder met aniline afwerking. Dikte : 35 mm. Omkeerbare riem gemaakt in Italië. Stiksel voor bol leereffect. Totale lengte van de riem : 125 cm. Past zich aan maat XS tot XXL aan door hem door te knippen, want de gesp is afneembaar. Zit in een katoenen zakje, voor eenvoudige personalisatie.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=68743&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Kledingaccessoires,Riem,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68743&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68744&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68742&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,
product_option,1378,,,,,,,,,,,,Color,Black / Cognac,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1378,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1378,44.34,,,,,,,,KP810_55758_55757,Black / Cognac,One Size,,,,,,,,,,,,
product,1379,43.64,Riem van leer met onafgewerkte rand - 35 mm,"100% leder. Volnerf rundsplitleder met aniline afwerking. Dikte : 35 mm, riem met onafgewerkte rand, gemaakt in Italië. Totale lengte van de riem : 125 cm. Past zich aan maat XS tot XXL aan door hem door te knippen, want de gesp is afneembaar. Zit in een katoenen zakje, voor eenvoudige personalisatie.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=68747&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Kledingaccessoires,Riem,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68747&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68745&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68746&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,
product_option,1379,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1379,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1379,,,,,,,,,,,,Color,Cognac,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1379,43.64,,,,,,,,KP812_55760_55759,Black,One Size,,,,,,,,,,,,
product_variation,1379,43.64,,,,,,,,KP812_55761_55759,Cognac,,,,,,,,,,,,,
product,1380,15.5,Riem van nylon,Riem van 100% nyloncanvas. Sluiting met metalen gesp. Lengte verstelbaar van XS tot 3XL.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68748&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Kledingaccessoires,Riem,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68748&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,1380,,,,,,,,,,,,Color,Beige / Old Brass,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1380,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1380,,,,,,,,,,,,Color,Black / Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1380,,,,,,,,,,,,Color,Dark Grey / Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1380,,,,,,,,,,,,Color,Navy / Old Silver,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1380,15.5,,,,,,,,KP813_60479_60478,Beige / Old Brass,One Size,,,,,,,,,,,,
product_variation,1380,15.5,,,,,,,,KP813_60480_60478,Black / Black,,,,,,,,,,,,,
product_variation,1380,15.5,,,,,,,,KP813_60481_60478,Dark Grey / Black,,,,,,,,,,,,,
product_variation,1380,15.5,,,,,,,,KP813_60482_60478,Navy / Old Silver,,,,,,,,,,,,,
product,1381,4.04,Fleece Hoofdband,100% polyester microfleece met anti-pilling behandeling.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383775&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Hoofdband,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383775&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390639&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214192&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390640&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,
product_option,1381,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1381,,,,,,,,,,,,Size,51 cm,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1381,,,,,,,,,,,,Size,55 cm,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1381,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1381,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1381,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1381,4.04,,,,,,,,KP874_45915_45914,Black,51 cm,,,,,,,,,,,,
product_variation,1381,4.04,,,,,,,,KP874_45915_45916,Black,55 cm,,,,,,,,,,,,
product_variation,1381,4.04,,,,,,,,KP874_45917_45914,Dark Grey,,,,,,,,,,,,,
product_variation,1381,4.04,,,,,,,,KP874_45917_45916,Dark Grey,,,,,,,,,,,,,
product_variation,1381,1.32,,,,,,,,KP874PROMO_64750_64748,Natural,,,,,,,,,,,,,
product_variation,1381,1.32,,,,,,,,KP874PROMO_64750_64749,Natural,,,,,,,,,,,,,
product_variation,1381,4.04,,,,,,,,KP874_45919_45914,Navy,,,,,,,,,,,,,
product_variation,1381,4.04,,,,,,,,KP874_45919_45916,Navy,,,,,,,,,,,,,
product,1382,5.44,Multifunctionele fleece sjaal,100% polyester microfleece met anti-pilling behandeling. Geschikt als sjaal of muts. Regelbaar met elastiek aanrijgkoord.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214190&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Kledingaccessoires,Sjaal,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214190&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,1382,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1382,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1382,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1382,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1382,5.44,,,,,,,,KP875_45921_45920,Black,One Size,,,,,,,,,,,,
product_variation,1382,5.44,,,,,,,,KP875_45922_45920,Dark Grey,,,,,,,,,,,,,
product_variation,1382,5.44,,,,,,,,KP875_45924_45920,Navy,,,,,,,,,,,,,
product,1383,5.86,Fleece Handschoenen,100% polyester microfleece met anti-pilling behandeling.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383775&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Handschoenen,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383775&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390639&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214189&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390640&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,
product_option,1383,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1383,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1383,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1383,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1383,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1383,5.86,,,,,,,,KP876_45926_45925,Black,S/M,,,,,,,,,,,,
product_variation,1383,5.86,,,,,,,,KP876_45926_45927,Black,L/XL,,,,,,,,,,,,
product_variation,1383,5.86,,,,,,,,KP876_45928_45925,Dark Grey,,,,,,,,,,,,,
product_variation,1383,5.86,,,,,,,,KP876_45928_45927,Dark Grey,,,,,,,,,,,,,
product_variation,1383,5.86,,,,,,,,KP876_45930_45925,Navy,,,,,,,,,,,,,
product_variation,1383,5.86,,,,,,,,KP876_45930_45927,Navy,,,,,,,,,,,,,
product,1384,5.34,Fleece muts,100% polyester microfleece met anti-pilling behandeling. 2 verschillende maten.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=396965&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=396965&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68759&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,
product_option,1384,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1384,,,,,,,,,,,,Size,51 cm,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1384,,,,,,,,,,,,Size,55 cm,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1384,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1384,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1384,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1384,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1384,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1384,5.34,,,,,,,,KP877_45932_45931,Black,51 cm,,,,,,,,,,,,
product_variation,1384,5.34,,,,,,,,KP877_45932_45933,Black,55 cm,,,,,,,,,,,,
product_variation,1384,5.34,,,,,,,,KP877_45934_45931,Dark Grey,,,,,,,,,,,,,
product_variation,1384,5.34,,,,,,,,KP877_45934_45933,Dark Grey,,,,,,,,,,,,,
product_variation,1384,5.34,,,,,,,,KP877_45935_45931,Natural,,,,,,,,,,,,,
product_variation,1384,5.34,,,,,,,,KP877_45935_45933,Natural,,,,,,,,,,,,,
product_variation,1384,5.34,,,,,,,,KP877_45936_45931,Navy,,,,,,,,,,,,,
product_variation,1384,5.34,,,,,,,,KP877_45936_45933,Navy,,,,,,,,,,,,,
product_variation,1384,5.34,,,,,,,,KP877_45937_45931,Red,,,,,,,,,,,,,
product_variation,1384,5.34,,,,,,,,KP877_45937_45933,Red,,,,,,,,,,,,,
product_variation,1384,5.34,,,,,,,,KP877_45938_45931,Royal Blue,,,,,,,,,,,,,
product_variation,1384,5.34,,,,,,,,KP877_45938_45933,Royal Blue,,,,,,,,,,,,,
product,1385,6.16,Fleece sjaal,100% polyester microfleece met anti-pilling behandeling. Afgewerkt met fantasiesteek.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=396964&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Kledingaccessoires,Sjaal,https://media.europeancatalog.com/ws.php?act=download&mamfileid=396964&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=396963&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68761&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68763&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,
product_option,1385,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1385,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1385,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1385,,,,,,,,,,,,Color,Green,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1385,,,,,,,,,,,,Color,Light Green,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1385,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1385,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1385,,,,,,,,,,,,Color,Orange,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1385,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1385,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1385,,,,,,,,,,,,Color,Sky Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1385,,,,,,,,,,,,Color,Yellow,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1385,6.16,,,,,,,,KP878_45940_45939,Black,One Size,,,,,,,,,,,,
product_variation,1385,6.16,,,,,,,,KP878_45941_45939,Dark Grey,,,,,,,,,,,,,
product_variation,1385,6.16,,,,,,,,KP878_45942_45939,Green,,,,,,,,,,,,,
product_variation,1385,6.16,,,,,,,,KP878_64201_45939,Light Green,,,,,,,,,,,,,
product_variation,1385,6.16,,,,,,,,KP878_45943_45939,Natural,,,,,,,,,,,,,
product_variation,1385,6.16,,,,,,,,KP878_45944_45939,Navy,,,,,,,,,,,,,
product_variation,1385,6.16,,,,,,,,KP878_45945_45939,Orange,,,,,,,,,,,,,
product_variation,1385,6.16,,,,,,,,KP878_45946_45939,Red,,,,,,,,,,,,,
product_variation,1385,6.16,,,,,,,,KP878_45947_45939,Royal Blue,,,,,,,,,,,,,
product_variation,1385,6.16,,,,,,,,KP878_45948_45939,Sky Blue,,,,,,,,,,,,,
product_variation,1385,6.16,,,,,,,,KP878_45949_45939,Yellow,,,,,,,,,,,,,
product,1386,4.76,Muts van fleece,Muts van fleece van 100% polyester.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383774&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383774&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390638&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214187&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214188&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390637&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,
product_option,1386,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1386,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1386,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1386,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1386,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1386,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1386,4.76,,,,,,,,KP879_60484_60483,Black,One Size,,,,,,,,,,,,
product_variation,1386,4.76,,,,,,,,KP879_60485_60483,Dark Grey,,,,,,,,,,,,,
product_variation,1386,4.76,,,,,,,,KP879_60488_60483,Natural,,,,,,,,,,,,,
product_variation,1386,4.76,,,,,,,,KP879_60486_60483,Navy,,,,,,,,,,,,,
product_variation,1386,4.76,,,,,,,,KP879_60487_60483,Red,,,,,,,,,,,,,
product,1387,4.64,Hoofdband van fleece,Hoofdband van fleece van 100% polyester.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383773&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Hoofdband,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383773&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390635&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=214186&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390636&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,
product_option,1387,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1387,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1387,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1387,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1387,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1387,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1387,4.64,,,,,,,,KP880_60490_60489,Black,One Size,,,,,,,,,,,,
product_variation,1387,4.64,,,,,,,,KP880_60491_60489,Dark Grey,,,,,,,,,,,,,
product_variation,1387,4.64,,,,,,,,KP880_60494_60489,Natural,,,,,,,,,,,,,
product_variation,1387,4.64,,,,,,,,KP880_60492_60489,Navy,,,,,,,,,,,,,
product_variation,1387,4.64,,,,,,,,KP880_60493_60489,Red,,,,,,,,,,,,,
