type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_variation_option_Size,product_media_gallery_image_url_7
product_variation,69,9.1,,,,,,,,,BE3001CVC_62761_62724,Heather Stone,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62761_62725,Heather Stone,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62761_62726,Heather Stone,,,,,,,,,,
product_variation,69,9.1,,,,,,,,,BE3001CVC_62761_62727,Heather Stone,,,,,,,,,,
product_variation,69,11.78,,,,,,,,,BE3001CVCX_62762_62728,Heather Stone,,,,,,,,,,
product,70,10.02,Men's Long Body Urban Tee,100% ringgesponnen gekamd katoen (Dark Grey Heather: 52% ringgesponnen gekamd katoen / 48% polyester). Lange moderne snit. Zijnaden. TearAway" label ter vereenvoudiging van de personalisatie.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=403752&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Bella + Canvas,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=403752&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=403751&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=403750&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,
product_option,70,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,
product_option,70,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,
product_option,70,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,
product_option,70,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,
product_option,70,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,
product_option,70,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,
product_option,70,,,,,,,,,,,,Color,Dark Grey Heather,RADIOBUTTONS,TRUE,,,,,,
product_option,70,,,,,,,,,,,,Color,Heather Olive,RADIOBUTTONS,TRUE,,,,,,
product_option,70,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,
product_option,70,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,
product_variation,70,10.02,,,,,,,,,BE3006_50162_50161,Black,,,,,,,,,S,
product_variation,70,10.02,,,,,,,,,BE3006_50162_50163,Black,,,,,,,,,M,
product_variation,70,10.02,,,,,,,,,BE3006_50162_50164,Black,,,,,,,,,L,
product_variation,70,10.02,,,,,,,,,BE3006_50162_50165,Black,,,,,,,,,XL,
product_variation,70,12.7,,,,,,,,,BE3006X_50169_50168,Black,,,,,,,,,XXL,
product_variation,70,10.02,,,,,,,,,BE3006_50166_50161,Dark Grey Heather,,,,,,,,,,
product_variation,70,10.02,,,,,,,,,BE3006_50166_50163,Dark Grey Heather,,,,,,,,,,
product_variation,70,10.02,,,,,,,,,BE3006_50166_50164,Dark Grey Heather,,,,,,,,,,
product_variation,70,10.02,,,,,,,,,BE3006_50166_50165,Dark Grey Heather,,,,,,,,,,
product_variation,70,12.7,,,,,,,,,BE3006X_50170_50168,Dark Grey Heather,,,,,,,,,,
product_variation,70,10.02,,,,,,,,,BE3006_82641_50161,Heather Olive,,,,,,,,,,
product_variation,70,10.02,,,,,,,,,BE3006_82641_50163,Heather Olive,,,,,,,,,,
product_variation,70,10.02,,,,,,,,,BE3006_82641_50164,Heather Olive,,,,,,,,,,
product_variation,70,10.02,,,,,,,,,BE3006_82641_50165,Heather Olive,,,,,,,,,,
product_variation,70,10.02,,,,,,,,,BE3006_82642_50161,Navy,,,,,,,,,,
product_variation,70,10.02,,,,,,,,,BE3006_82642_50163,Navy,,,,,,,,,,
product_variation,70,10.02,,,,,,,,,BE3006_82642_50164,Navy,,,,,,,,,,
product_variation,70,10.02,,,,,,,,,BE3006_82642_50165,Navy,,,,,,,,,,
product_variation,70,12.7,,,,,,,,,BE3006X_82643_50168,Navy,,,,,,,,,,
product_variation,70,10.02,,,,,,,,,BE3006_50167_50161,White,,,,,,,,,,
product_variation,70,10.02,,,,,,,,,BE3006_50167_50163,White,,,,,,,,,,
product_variation,70,10.02,,,,,,,,,BE3006_50167_50164,White,,,,,,,,,,
product_variation,70,10.02,,,,,,,,,BE3006_50167_50165,White,,,,,,,,,,
product_variation,70,12.7,,,,,,,,,BE3006X_50171_50168,White,,,,,,,,,,
product,71,12.94,Unisex Triblend Short Sleeve Tee,50% polyester / 25% ringgesponnen gekamd katoen / 25% rayon. Triblend materiaal. T-shirt met ronde hals en korte mouwen. Getailleerde snit. Zijnaden.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401027&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Bella + Canvas,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401027&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401028&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,
product_option,71,,,,,,,,,,,,Color,Charcoal Black Triblend,RADIOBUTTONS,TRUE,,,,,,
product_option,71,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,
product_option,71,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,
product_option,71,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,
product_option,71,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,
product_option,71,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,
product_option,71,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,
product_option,71,,,,,,,,,,,,Color,DUSTY BLUE TRIBLEND,RADIOBUTTONS,TRUE,,,,,,
product_option,71,,,,,,,,,,,,Color,Grey Triblend,RADIOBUTTONS,TRUE,,,,,,
product_option,71,,,,,,,,,,,,Color,Maroon Triblend,RADIOBUTTONS,TRUE,,,,,,
product_option,71,,,,,,,,,,,,Color,MUSTARD TRIBLEND,RADIOBUTTONS,TRUE,,,,,,
product_option,71,,,,,,,,,,,,Color,Navy Triblend,RADIOBUTTONS,TRUE,,,,,,
product_option,71,,,,,,,,,,,,Color,Olive Triblend,RADIOBUTTONS,TRUE,,,,,,
product_option,71,,,,,,,,,,,,Color,Red Triblend,RADIOBUTTONS,TRUE,,,,,,
product_option,71,,,,,,,,,,,,Color,Sea Green Triblend,RADIOBUTTONS,TRUE,,,,,,
product_option,71,,,,,,,,,,,,Color,Solid Black Triblend,RADIOBUTTONS,TRUE,,,,,,
product_option,71,,,,,,,,,,,,Color,Solid Navy Triblend,RADIOBUTTONS,TRUE,,,,,,
product_option,71,,,,,,,,,,,,Color,True Royal Triblend,RADIOBUTTONS,TRUE,,,,,,
product_option,71,,,,,,,,,,,,Color,White Fleck Triblend,RADIOBUTTONS,TRUE,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_37306_61114,Charcoal Black Triblend,,,,,,,,,XS,
product_variation,71,12.94,,,,,,,,,BE3413C_37306_37309,Charcoal Black Triblend,,,,,,,,,S,
product_variation,71,12.94,,,,,,,,,BE3413C_37306_37308,Charcoal Black Triblend,,,,,,,,,M,
product_variation,71,12.94,,,,,,,,,BE3413C_37306_37303,Charcoal Black Triblend,,,,,,,,,L,
product_variation,71,12.94,,,,,,,,,BE3413C_37306_37310,Charcoal Black Triblend,,,,,,,,,XL,
product_variation,71,15.62,,,,,,,,,BE3413CX_40966_40964,Charcoal Black Triblend,,,,,,,,,XXL,
product_variation,71,12.94,,,,,,,,,BE3413_65001_64992,DUSTY BLUE TRIBLEND,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413_65001_64993,DUSTY BLUE TRIBLEND,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413_65001_64994,DUSTY BLUE TRIBLEND,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413_65001_64995,DUSTY BLUE TRIBLEND,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413_65001_64996,DUSTY BLUE TRIBLEND,,,,,,,,,,
product_variation,71,15.62,,,,,,,,,BE3413X_65000_64997,DUSTY BLUE TRIBLEND,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_37305_61114,Grey Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_37305_37309,Grey Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_37305_37308,Grey Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_37305_37303,Grey Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_37305_37310,Grey Triblend,,,,,,,,,,
product_variation,71,15.62,,,,,,,,,BE3413CX_41918_40964,Grey Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_47709_61114,Maroon Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_47709_37309,Maroon Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_47709_37308,Maroon Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_47709_37303,Maroon Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_47709_37310,Maroon Triblend,,,,,,,,,,
product_variation,71,15.62,,,,,,,,,BE3413CX_47720_40964,Maroon Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413_65005_64992,MUSTARD TRIBLEND,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413_65005_64993,MUSTARD TRIBLEND,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413_65005_64994,MUSTARD TRIBLEND,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413_65005_64995,MUSTARD TRIBLEND,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413_65005_64996,MUSTARD TRIBLEND,,,,,,,,,,
product_variation,71,15.62,,,,,,,,,BE3413X_65004_64997,MUSTARD TRIBLEND,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_37307_61114,Navy Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_37307_37309,Navy Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_37307_37308,Navy Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_37307_37303,Navy Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_37307_37310,Navy Triblend,,,,,,,,,,
product_variation,71,15.62,,,,,,,,,BE3413CX_40968_40964,Navy Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413_65006_64992,Olive Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413_65006_64993,Olive Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413_65006_64994,Olive Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413_65006_64995,Olive Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413_65006_64996,Olive Triblend,,,,,,,,,,
product_variation,71,15.62,,,,,,,,,BE3413X_65007_64997,Olive Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_40679_61114,Red Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_40679_37309,Red Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_40679_37308,Red Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_40679_37303,Red Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_40679_37310,Red Triblend,,,,,,,,,,
product_variation,71,15.62,,,,,,,,,BE3413CX_40967_40964,Red Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_49916_61114,Sea Green Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_49916_37309,Sea Green Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_49916_37308,Sea Green Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_49916_37303,Sea Green Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_49916_37310,Sea Green Triblend,,,,,,,,,,
product_variation,71,15.62,,,,,,,,,BE3413CX_49970_40964,Sea Green Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_61115_61114,Solid Black Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_61115_37309,Solid Black Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_61115_37308,Solid Black Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_61115_37303,Solid Black Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_61115_37310,Solid Black Triblend,,,,,,,,,,
product_variation,71,15.62,,,,,,,,,BE3413CX_61116_40964,Solid Black Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_61118_61114,Solid Navy Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_61118_37309,Solid Navy Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_61118_37308,Solid Navy Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_61118_37303,Solid Navy Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_61118_37310,Solid Navy Triblend,,,,,,,,,,
product_variation,71,15.62,,,,,,,,,BE3413CX_61117_40964,Solid Navy Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_47711_61114,True Royal Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_47711_37309,True Royal Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_47711_37308,True Royal Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_47711_37303,True Royal Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_47711_37310,True Royal Triblend,,,,,,,,,,
product_variation,71,15.62,,,,,,,,,BE3413CX_47722_40964,True Royal Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_49919_61114,White Fleck Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_49919_37309,White Fleck Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_49919_37308,White Fleck Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_49919_37303,White Fleck Triblend,,,,,,,,,,
product_variation,71,12.94,,,,,,,,,BE3413C_49919_37310,White Fleck Triblend,,,,,,,,,,
product_variation,71,15.62,,,,,,,,,BE3413CX_49973_40964,White Fleck Triblend,,,,,,,,,,
product,72,10.02,Unisex Jersey Tank,"100% ringgesponnen gekamd katoen (Triblend: 50% polyester / 25% ringgesponnen gekamd katoen / 25% rayon, Neons: 52% ringgesponnen gekamd katoen  / 48% polyester, Athletic Heather: 90% ringgesponnen gekamd katoen / 10% polyester). Zijnaden. Getailleerde snit. Gewicht ter indicatie. Kan variëren afhankelijk van de samenstelling.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=403590&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Bella + Canvas,Kleding,Top,https://media.europeancatalog.com/ws.php?act=download&mamfileid=403590&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=416742&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,
product_option,72,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,
product_option,72,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,
product_option,72,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,
product_option,72,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,
product_option,72,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,
product_option,72,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,
product_option,72,,,,,,,,,,,,Color,Blue Triblend,RADIOBUTTONS,TRUE,,,,,,
product_option,72,,,,,,,,,,,,Color,Grey Triblend,RADIOBUTTONS,TRUE,,,,,,
product_option,72,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,
product_option,72,,,,,,,,,,,,Color,Red Triblend,RADIOBUTTONS,TRUE,,,,,,
product_option,72,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,
product_variation,72,10.02,,,,,,,,,BE3480_41415_41414,Black,,,,,,,,,S,
product_variation,72,10.02,,,,,,,,,BE3480_41415_41416,Black,,,,,,,,,M,
product_variation,72,10.02,,,,,,,,,BE3480_41415_41417,Black,,,,,,,,,L,
product_variation,72,10.02,,,,,,,,,BE3480_41415_41418,Black,,,,,,,,,XL,
product_variation,72,12.7,,,,,,,,,BE3480X_41435_41434,Black,,,,,,,,,XXL,
product_variation,72,11.6,,,,,,,,,BE3480TRIBLEND_59177_59174,Blue Triblend,,,,,,,,,,
product_variation,72,11.6,,,,,,,,,BE3480TRIBLEND_59177_59173,Blue Triblend,,,,,,,,,,
product_variation,72,11.6,,,,,,,,,BE3480TRIBLEND_59177_59172,Blue Triblend,,,,,,,,,,
product_variation,72,11.6,,,,,,,,,BE3480TRIBLEND_59177_59175,Blue Triblend,,,,,,,,,,
product_variation,72,14.28,,,,,,,,,BE3480TRIBLENDX_59178_59176,Blue Triblend,,,,,,,,,,
product_variation,72,11.6,,,,,,,,,BE3480TRIBLEND_59181_59174,Grey Triblend,,,,,,,,,,
product_variation,72,11.6,,,,,,,,,BE3480TRIBLEND_59181_59173,Grey Triblend,,,,,,,,,,
product_variation,72,11.6,,,,,,,,,BE3480TRIBLEND_59181_59172,Grey Triblend,,,,,,,,,,
product_variation,72,11.6,,,,,,,,,BE3480TRIBLEND_59181_59175,Grey Triblend,,,,,,,,,,
product_variation,72,14.28,,,,,,,,,BE3480TRIBLENDX_59182_59176,Grey Triblend,,,,,,,,,,
product_variation,72,10.02,,,,,,,,,BE3480_41419_41414,Navy,,,,,,,,,,
product_variation,72,10.02,,,,,,,,,BE3480_41419_41416,Navy,,,,,,,,,,
product_variation,72,10.02,,,,,,,,,BE3480_41419_41417,Navy,,,,,,,,,,
product_variation,72,10.02,,,,,,,,,BE3480_41419_41418,Navy,,,,,,,,,,
product_variation,72,12.7,,,,,,,,,BE3480X_41436_41434,Navy,,,,,,,,,,
product_variation,72,11.6,,,,,,,,,BE3480TRIBLEND_59183_59174,Red Triblend,,,,,,,,,,
product_variation,72,11.6,,,,,,,,,BE3480TRIBLEND_59183_59173,Red Triblend,,,,,,,,,,
product_variation,72,11.6,,,,,,,,,BE3480TRIBLEND_59183_59172,Red Triblend,,,,,,,,,,
product_variation,72,11.6,,,,,,,,,BE3480TRIBLEND_59183_59175,Red Triblend,,,,,,,,,,
product_variation,72,14.28,,,,,,,,,BE3480TRIBLENDX_59184_59176,Red Triblend,,,,,,,,,,
product_variation,72,10.02,,,,,,,,,BE3480_41422_41414,White,,,,,,,,,,
product_variation,72,10.02,,,,,,,,,BE3480_41422_41416,White,,,,,,,,,,
product_variation,72,10.02,,,,,,,,,BE3480_41422_41417,White,,,,,,,,,,
product_variation,72,10.02,,,,,,,,,BE3480_41422_41418,White,,,,,,,,,,
product_variation,72,12.7,,,,,,,,,BE3480X_41439_41434,White,,,,,,,,,,
product,73,11.16,Women's Racerback Cropped Tank,52% gekamd ringgesponnen katoen / 48% polyester. Racerback. Onafgewerkte mouwopeningen. Kort en soepel model.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=403587&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Bella + Canvas,Kleding,Top,https://media.europeancatalog.com/ws.php?act=download&mamfileid=403587&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=416739&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,
product_option,73,,,,,,,,,,,,Color,Heather Mauve,RADIOBUTTONS,TRUE,,,,,,
product_option,73,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,
product_option,73,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,
product_option,73,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,
product_option,73,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,
product_option,73,,,,,,,,,,,,Color,Solid Black Blend,RADIOBUTTONS,TRUE,,,,,,
product_option,73,,,,,,,,,,,,Color,Solid White Blend,RADIOBUTTONS,TRUE,,,,,,
product_variation,73,11.16,,,,,,,,,BE6682_55929_55927,Heather Mauve,,,,,,,,,S,
product_variation,73,11.16,,,,,,,,,BE6682_55929_55926,Heather Mauve,,,,,,,,,M,
product_variation,73,11.16,,,,,,,,,BE6682_55929_55925,Heather Mauve,,,,,,,,,L,
product_variation,73,11.16,,,,,,,,,BE6682_55929_55928,Heather Mauve,,,,,,,,,XL,
product_variation,73,11.16,,,,,,,,,BE6682_55931_55927,Solid Black Blend,,,,,,,,,,
product_variation,73,11.16,,,,,,,,,BE6682_55931_55926,Solid Black Blend,,,,,,,,,,
product_variation,73,11.16,,,,,,,,,BE6682_55931_55925,Solid Black Blend,,,,,,,,,,
product_variation,73,11.16,,,,,,,,,BE6682_55931_55928,Solid Black Blend,,,,,,,,,,
product_variation,73,11.16,,,,,,,,,BE6682_55932_55927,Solid White Blend,,,,,,,,,,
product_variation,73,11.16,,,,,,,,,BE6682_55932_55926,Solid White Blend,,,,,,,,,,
product_variation,73,11.16,,,,,,,,,BE6682_55932_55925,Solid White Blend,,,,,,,,,,
product_variation,73,11.16,,,,,,,,,BE6682_55932_55928,Solid White Blend,,,,,,,,,,
product,74,36.64,Women's Cropped Fleece Hoodie,52% gekamd ringgesponnen katoen / 48% polyester. Sweater met capuchon en koordjes. Trendy korte snit en onafgewerkte boorden onderaan. Zijnaden. Ribboord aan de mouwuiteinden.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401052&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Bella + Canvas,Kleding,Sweatshirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401052&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401053&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401054&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=401055&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,
product_option,74,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,
product_option,74,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,
product_option,74,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,
product_option,74,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,
product_option,74,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,
product_option,74,,,,,,,,,,,,Color,Dark Grey Heather,RADIOBUTTONS,TRUE,,,,,,
product_option,74,,,,,,,,,,,,Color,Heather Dust,RADIOBUTTONS,TRUE,,,,,,
product_option,74,,,,,,,,,,,,Color,Military Green,RADIOBUTTONS,TRUE,,,,,,
product_option,74,,,,,,,,,,,,Color,Peach,RADIOBUTTONS,TRUE,,,,,,
product_option,74,,,,,,,,,,,,Color,Storm,RADIOBUTTONS,TRUE,,,,,,
product_variation,74,36.64,,,,,,,,,BE7502_61123_61121,Black,,,,,,,,,S,
product_variation,74,36.64,,,,,,,,,BE7502_61123_61120,Black,,,,,,,,,M,
product_variation,74,36.64,,,,,,,,,BE7502_61123_61119,Black,,,,,,,,,L,
product_variation,74,36.64,,,,,,,,,BE7502_61123_61122,Black,,,,,,,,,XL,
product_variation,74,36.64,,,,,,,,,BE7502_61124_61121,Dark Grey Heather,,,,,,,,,,
product_variation,74,36.64,,,,,,,,,BE7502_61124_61120,Dark Grey Heather,,,,,,,,,,
product_variation,74,36.64,,,,,,,,,BE7502_61124_61119,Dark Grey Heather,,,,,,,,,,
product_variation,74,36.64,,,,,,,,,BE7502_61124_61122,Dark Grey Heather,,,,,,,,,,
product_variation,74,36.64,,,,,,,,,BE7502_61125_61121,Heather Dust,,,,,,,,,,
product_variation,74,36.64,,,,,,,,,BE7502_61125_61120,Heather Dust,,,,,,,,,,
product_variation,74,36.64,,,,,,,,,BE7502_61125_61119,Heather Dust,,,,,,,,,,
product_variation,74,36.64,,,,,,,,,BE7502_61125_61122,Heather Dust,,,,,,,,,,
product_variation,74,36.64,,,,,,,,,BE7502_61126_61121,Military Green,,,,,,,,,,
product_variation,74,36.64,,,,,,,,,BE7502_61126_61120,Military Green,,,,,,,,,,
product_variation,74,36.64,,,,,,,,,BE7502_61126_61119,Military Green,,,,,,,,,,
product_variation,74,36.64,,,,,,,,,BE7502_61126_61122,Military Green,,,,,,,,,,
product_variation,74,36.64,,,,,,,,,BE7502_61127_61121,Peach,,,,,,,,,,
product_variation,74,36.64,,,,,,,,,BE7502_61127_61120,Peach,,,,,,,,,,
product_variation,74,36.64,,,,,,,,,BE7502_61127_61119,Peach,,,,,,,,,,
product_variation,74,36.64,,,,,,,,,BE7502_61127_61122,Peach,,,,,,,,,,
product_variation,74,36.64,,,,,,,,,BE7502_61128_61121,Storm,,,,,,,,,,
product_variation,74,36.64,,,,,,,,,BE7502_61128_61120,Storm,,,,,,,,,,
product_variation,74,36.64,,,,,,,,,BE7502_61128_61119,Storm,,,,,,,,,,
product_variation,74,36.64,,,,,,,,,BE7502_61128_61122,Storm,,,,,,,,,,
product,75,36.64,Women's Cropped Crew Fleece,52% gekamd ringgesponnen katoen / 48% polyester. Sweater ronde hals. Trendy korte snit en onafgewerkte boorden onderaan. Zijnaden. Ribboord aan de mouwuiteinden.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=403586&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Bella + Canvas,Kleding,Sweatshirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=403586&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=416738&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,
product_option,75,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,
product_option,75,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,
product_option,75,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,
product_option,75,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,
product_option,75,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,
product_option,75,,,,,,,,,,,,Color,Brick,RADIOBUTTONS,TRUE,,,,,,
product_option,75,,,,,,,,,,,,Color,Deep Heather,RADIOBUTTONS,TRUE,,,,,,
