type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_variation_sku,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10
product,1035,11.8,Toilettas,"Toilettas van 600D polyester, bestaande uit gerecycled polyester. Overslag met vak met ritssluiting, meerdere opbergvakjes aan de binnenkant van mesh, ophanghaak.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67857&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67857&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67858&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67856&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,
product_option,1035,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1035,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1035,11.8,,,,,,,,,KI0706_37776_37775,Black,One Size,,,,,,,,,,,,
product,1036,7.34,Toilettas,Canvas katoenen toilettas met coating. De coating beschermt en zorgt dat deze eenvoudig schoon te maken.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67861&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67861&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67862&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,1036,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1036,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1036,,,,,,,,,,,,,Color,Burnt Lime,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1036,,,,,,,,,,,,,Color,Crush Orange,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1036,,,,,,,,,,,,,Color,Fuchsia,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1036,,,,,,,,,,,,,Color,Purple,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1036,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1036,,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1036,7.34,,,,,,,,,KI0710_43336_43335,Black,One Size,,,,,,,,,,,,
product_variation,1036,7.34,,,,,,,,,KI0710_43337_43335,Burnt Lime,,,,,,,,,,,,,
product_variation,1036,7.34,,,,,,,,,KI0710_43339_43335,Crush Orange,,,,,,,,,,,,,
product_variation,1036,7.34,,,,,,,,,KI0710_43338_43335,Fuchsia,,,,,,,,,,,,,
product_variation,1036,7.34,,,,,,,,,KI0710_43340_43335,Purple,,,,,,,,,,,,,
product_variation,1036,7.34,,,,,,,,,KI0710_43341_43335,Red,,,,,,,,,,,,,
product_variation,1036,7.34,,,,,,,,,KI0710_43342_43335,Royal Blue,,,,,,,,,,,,,
product,1037,9.86,Toilettas,"Toilettas van 600D polyester, bovenkant met ophanghaak, binnenvak, groot voorvak, handgreep aan de zijkant.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67863&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67863&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67864&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,1037,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1037,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1037,9.86,,,,,,,,,KI0712_43346_43345,Black,One Size,,,,,,,,,,,,
product,1038,2.46,Tasje van canvaskatoen - klein model,"Tasje van canvaskatoen, ritssluiting in een contrasterende kleur. Klein model. Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ  1164/1 IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67868&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67868&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=139368&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,1038,,,,,,,,,,,,,Color,Black / Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1038,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1038,,,,,,,,,,,,,Color,Natural / Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1038,,,,,,,,,,,,,Color,Natural / Fluorescent Yellow,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1038,2.46,,,,,,,,,KI0720_54130_54128,Black / Royal Blue,One Size,,,,,,,,,,,,
product_variation,1038,2.24,,,,,,,,,KI0720N_54131_54129,Natural / Black,,,,,,,,,,,,,
product_variation,1038,2.24,,,,,,,,,KI0720N_54132_54129,Natural / Fluorescent Yellow,,,,,,,,,,,,,
product,1039,2.84,Tasje van canvaskatoen - middelgroot model,"Tasje van canvaskatoen, ritssluiting in een contrasterende kleur. Middelgroot model. Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ  1164/1 IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67870&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67870&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=139369&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,1039,,,,,,,,,,,,,Color,Black / Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1039,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1039,,,,,,,,,,,,,Color,Dusty Blue / Silver,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1039,,,,,,,,,,,,,Color,Grey / Silver,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1039,,,,,,,,,,,,,Color,Light Marsala / Silver,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1039,,,,,,,,,,,,,Color,Natural / Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1039,,,,,,,,,,,,,Color,Natural / Fluorescent Yellow,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1039,2.84,,,,,,,,,KI0721_54135_54133,Black / Royal Blue,One Size,,,,,,,,,,,,
product_variation,1039,2.84,,,,,,,,,KI0721_55741_54133,Dusty Blue / Silver,,,,,,,,,,,,,
product_variation,1039,2.84,,,,,,,,,KI0721_62905_54133,Grey / Silver,,,,,,,,,,,,,
product_variation,1039,2.84,,,,,,,,,KI0721_55742_54133,Light Marsala / Silver,,,,,,,,,,,,,
product_variation,1039,2.36,,,,,,,,,KI0721N_54136_54134,Natural / Black,,,,,,,,,,,,,
product_variation,1039,2.36,,,,,,,,,KI0721N_54137_54134,Natural / Fluorescent Yellow,,,,,,,,,,,,,
product,1040,3.24,Tasje van canvaskatoen - groot model,"Tasje van canvaskatoen, ritssluiting in een contrasterende kleur. Groot model. Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ  1164/1 IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67872&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67872&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=139370&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,1040,,,,,,,,,,,,,Color,Black / Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1040,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1040,,,,,,,,,,,,,Color,Natural / Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1040,,,,,,,,,,,,,Color,Natural / Fluorescent Yellow,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1040,3.24,,,,,,,,,KI0722_54140_54138,Black / Royal Blue,One Size,,,,,,,,,,,,
product_variation,1040,2.64,,,,,,,,,KI0722N_54141_54139,Natural / Black,,,,,,,,,,,,,
product_variation,1040,2.64,,,,,,,,,KI0722N_54142_54139,Natural / Fluorescent Yellow,,,,,,,,,,,,,
product,1041,2.8,Zakje van jute/katoen,Zakje van jutecanvas en katoen (juco). Ritssluiting in een contrasterende kleur.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210729&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210729&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,1041,,,,,,,,,,,,,Color,Crimson Red,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1041,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1041,,,,,,,,,,,,,Color,Dusty Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1041,,,,,,,,,,,,,Color,Dusty Pink,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1041,,,,,,,,,,,,,Color,Midnight Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1041,,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1041,,,,,,,,,,,,,Color,Vanilla White,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1041,2.8,,,,,,,,,KI0723_55308_55306,Crimson Red,One Size,,,,,,,,,,,,
product_variation,1041,2.8,,,,,,,,,KI0723_55309_55306,Dusty Blue,,,,,,,,,,,,,
product_variation,1041,2.8,,,,,,,,,KI0723_55310_55306,Dusty Pink,,,,,,,,,,,,,
product_variation,1041,2.8,,,,,,,,,KI0723_55311_55306,Midnight Blue,,,,,,,,,,,,,
product_variation,1041,2.56,,,,,,,,,KI0723N_55312_55307,Natural,,,,,,,,,,,,,
product_variation,1041,2.8,,,,,,,,,KI0723_55313_55306,Vanilla White,,,,,,,,,,,,,
product,1042,3.94,Tasje van canvaskatoen,Toilettas met plooi gemaakt van katoenen canvas gelamineerd met polyurethaan. Rits in dezelfde kleur als het tasje. Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ  1164/1 IFTH.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207672&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207672&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67873&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207671&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,
product_option,1042,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1042,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1042,,,,,,,,,,,,,Color,Dusty Pink,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1042,,,,,,,,,,,,,Color,Fuchsia,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1042,,,,,,,,,,,,,Color,Midnight Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1042,,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1042,3.94,,,,,,,,,KI0724_55834_55832,Black,One Size,,,,,,,,,,,,
product_variation,1042,3.94,,,,,,,,,KI0724_55835_55832,Dusty Pink,,,,,,,,,,,,,
product_variation,1042,3.94,,,,,,,,,KI0724_55836_55832,Fuchsia,,,,,,,,,,,,,
product_variation,1042,3.94,,,,,,,,,KI0724_55837_55832,Midnight Blue,,,,,,,,,,,,,
product_variation,1042,3.36,,,,,,,,,KI0724N_55838_55833,Natural,,,,,,,,,,,,,
product,1043,6.74,Toilettas,Toilettas van 600D polyester. Binnenvoering van 210D polyester.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210728&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210728&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67874&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,1043,,,,,,,,,,,,,Color,Dark Grey Heather,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1043,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1043,,,,,,,,,,,,,Color,Graphite Grey Heather,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1043,6.74,,,,,,,,,KI0725_55315_55314,Dark Grey Heather,One Size,,,,,,,,,,,,
product_variation,1043,6.74,,,,,,,,,KI0725_55316_55314,Graphite Grey Heather,,,,,,,,,,,,,
product,1044,4.6,Toilettas van katoen,Toilettas met plooi gemaakt van katoenen canvas gelamineerd met polyurethaan. Ton-sur-ton ritssluiting. Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ  1164/1 IFTH.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210727&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210727&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,1044,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1044,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1044,,,,,,,,,,,,,Color,Dusty Pink,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1044,,,,,,,,,,,,,Color,Fuchsia,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1044,,,,,,,,,,,,,Color,Midnight Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1044,,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1044,4.6,,,,,,,,,KI0727_60313_60312,Black,One Size,,,,,,,,,,,,
product_variation,1044,4.6,,,,,,,,,KI0727_60314_60312,Dusty Pink,,,,,,,,,,,,,
product_variation,1044,4.6,,,,,,,,,KI0727_60315_60312,Fuchsia,,,,,,,,,,,,,
product_variation,1044,4.6,,,,,,,,,KI0727_60316_60312,Midnight Blue,,,,,,,,,,,,,
product_variation,1044,4.34,,,,,,,,,KI0727N_60317_60311,Natural,,,,,,,,,,,,,
product,1045,3.16,Toilettas van katoen,Toilettas met plooi gemaakt van katoenen canvas gelamineerd met polyurethaan. Ton-sur-ton ritssluiting. Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ  1164/1 IFTH.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210726&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210726&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210725&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,1045,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1045,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1045,,,,,,,,,,,,,Color,Dusty Pink,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1045,,,,,,,,,,,,,Color,Fuchsia,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1045,,,,,,,,,,,,,Color,Midnight Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1045,,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1045,3.16,,,,,,,,,KI0728_60320_60319,Black,One Size,,,,,,,,,,,,
product_variation,1045,3.16,,,,,,,,,KI0728_60321_60319,Dusty Pink,,,,,,,,,,,,,
product_variation,1045,3.16,,,,,,,,,KI0728_60322_60319,Fuchsia,,,,,,,,,,,,,
product_variation,1045,3.16,,,,,,,,,KI0728_60323_60319,Midnight Blue,,,,,,,,,,,,,
product_variation,1045,2.8,,,,,,,,,KI0728N_60324_60318,Natural,,,,,,,,,,,,,
product,1046,1.5,Tas met tunnelkoord van biologisch katoen,100% katoen. Tas van biologisch katoenvoile. Gemaakt van 100% biologisch katoen. Bestaat in verschillende formaten.  XS : 20 x 15 cm ; S : 25 x 20 cm ; M : 30 x 25 ; L : 35 x 30 cm ; XL : 42 x 38 cm. Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ  1164/1 IFTH.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=206465&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=206465&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,1046,,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1046,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1046,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1046,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1046,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1046,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1046,1.5,,,,,,,,,KI0729XS_62815_62806,Natural,XS,,,,,,,,,,,,
product_variation,1046,1.8,,,,,,,,,KI0729S_62813_62807,Natural,S,,,,,,,,,,,,
product_variation,1046,2.1,,,,,,,,,KI0729M_62812_62808,Natural,M,,,,,,,,,,,,
product_variation,1046,2.64,,,,,,,,,KI0729L_62811_62809,Natural,L,,,,,,,,,,,,
product_variation,1046,3.24,,,,,,,,,KI0729XL_62814_62810,Natural,XL,,,,,,,,,,,,
product,1047,2.24,Tas van mesh met een koordje,100% katoen. Bestaat in verschillende formaten.Gemaakt van 100% katoen.De voorzijde is van mesh en de achterzijde van canvaskatoen. Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ  1164/1 IFTH.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=142139&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=142139&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210721&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210722&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,
product_option,1047,,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1047,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1047,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1047,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1047,2.24,,,,,,,,,KI0734S_64260_64255,Natural,S,,,,,,,,,,,,
product_variation,1047,2.5,,,,,,,,,KI0734M_64259_64256,Natural,M,,,,,,,,,,,,
product_variation,1047,3.24,,,,,,,,,KI0734L_64258_64257,Natural,L,,,,,,,,,,,,
product,1048,29.94,Sporttas in kokervorm met afzonderlijk schoenenvak,100 % polyester. Sporttas in kokervorm van 600D polyester. Met een afzonderlijk schoenenvak met een ritssluiting en een afneembare schouderriem.Kan ook worden gebruikt als rugzak dankzij de twee grote hengsels die als schouderbanden kunnen dienen.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210571&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210571&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=168973&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,1048,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1048,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1048,,,,,,,,,,,,,Color,Dark Cool Grey / Black,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1048,29.94,,,,,,,,,KI0630_62897_62896,Black,One Size,,,,,,,,,,,,
product_variation,1048,29.94,,,,,,,,,KI0630_62898_62896,Dark Cool Grey / Black,,,,,,,,,,,,,
product,1049,36.4,Waterdichte sporttas,"100 % PVC. Grote, volledig waterdichte sporttas van polyvinylchloride. De voorste zak is 100% waterdicht en de schouderriem is afneembaar. Deze tas is perfect voor watersporten, voor een uitstap naar zee of motorritjes.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=210565&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210565&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210566&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210564&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=168972&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,
product_option,1049,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1049,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1049,36.4,,,,,,,,,KI0634_64249_64248,Black,One Size,,,,,,,,,,,,
product,1050,5.5,Toilettas van canvaskatoen - marinestijl,100% katoen. Toilettas van canvaskatoen. In marinestijl en met een ritssluiting. Marineprint.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210724&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210724&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210723&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=168970&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,
product_option,1050,,,,,,,,,,,,,Color,Natural / Red,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1050,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,
product_option,1050,,,,,,,,,,,,,Color,Natural / Turquoise,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,1050,5.5,,,,,,,,,KI0731_64253_64250,Natural / Red,One Size,,,,,,,,,,,,
product_variation,1050,5.5,,,,,,,,,KI0731_64254_64250,Natural / Turquoise,,,,,,,,,,,,,
