type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_3,product_variation_option_Size,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13
product_variation,2023,14.04,,,,,,,,,PR150C_66601_38019,Oasis Green,,,,,,,,,,,,,,,,
product_variation,2023,14.04,,,,,,,,,PR150C_38035_38019,Orange,,,,,,,,,,,,,,,,
product_variation,2023,14.04,,,,,,,,,PR150C_38037_38019,Pink,,,,,,,,,,,,,,,,
product_variation,2023,14.04,,,,,,,,,PR150C_49932_38019,Pistachio,,,,,,,,,,,,,,,,
product_variation,2023,14.04,,,,,,,,,PR150C_38038_38019,Purple,,,,,,,,,,,,,,,,
product_variation,2023,14.04,,,,,,,,,PR150C_38039_38019,Red,,,,,,,,,,,,,,,,
product_variation,2023,14.04,,,,,,,,,PR150C_38040_38019,Royal Blue,,,,,,,,,,,,,,,,
product_variation,2023,14.04,,,,,,,,,PR150C_38041_38019,Sage,,,,,,,,,,,,,,,,
product_variation,2023,14.04,,,,,,,,,PR150C_49933_38019,Salsa,,,,,,,,,,,,,,,,
product_variation,2023,14.04,,,,,,,,,PR150C_38036_38019,Silver,,,,,,,,,,,,,,,,
product_variation,2023,14.04,,,,,,,,,PR150C_38043_38019,Sunflower,,,,,,,,,,,,,,,,
product_variation,2023,14.04,,,,,,,,,PR150C_38044_38019,Turquoise,,,,,,,,,,,,,,,,
product_variation,2023,12.48,,,,,,,,,PR150_10349_10321,White,,,,,,,,,,,,,,,,
product,2024,12.72,'Colours' Mid Length Apron,"65% polyester / 35% katoen twill. Halflang schort. Linten in hetzelfde materiaal, 90cm lang. Afmetingen: 50cm lang en 70cm breed. Industrieel reinigen tot 85°C.  Huiselijk reinigen tot 60°C.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=268730&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Kleding,Schort/Tuniek/Werkblouse,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268730&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,
product_option,2024,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2024,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2024,,,,,,,,,,,,Color,Brown,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2024,,,,,,,,,,,,Color,Burgundy,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2024,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2024,,,,,,,,,,,,Color,Fuchsia,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2024,,,,,,,,,,,,Color,Lime,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2024,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2024,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2024,,,,,,,,,,,,Color,Orange,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2024,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2024,,,,,,,,,,,,Color,Sunflower,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2024,,,,,,,,,,,,Color,Turquoise,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2024,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2024,12.72,,,,,,,,,PR151_37818_37817,Black,,,,,,One Size,,,,,,,,,,
product_variation,2024,13.54,,,,,,,,,PR151C_41247_41246,Brown,,,,,,,,,,,,,,,,
product_variation,2024,13.54,,,,,,,,,PR151C_41248_41246,Burgundy,,,,,,,,,,,,,,,,
product_variation,2024,13.54,,,,,,,,,PR151C_41249_41246,Dark Grey,,,,,,,,,,,,,,,,
product_variation,2024,13.54,,,,,,,,,PR151C_41250_41246,Fuchsia,,,,,,,,,,,,,,,,
product_variation,2024,13.54,,,,,,,,,PR151C_41251_41246,Lime,,,,,,,,,,,,,,,,
product_variation,2024,13.54,,,,,,,,,PR151C_41252_41246,Natural,,,,,,,,,,,,,,,,
product_variation,2024,13.54,,,,,,,,,PR151C_41253_41246,Navy,,,,,,,,,,,,,,,,
product_variation,2024,13.54,,,,,,,,,PR151C_41254_41246,Orange,,,,,,,,,,,,,,,,
product_variation,2024,13.54,,,,,,,,,PR151C_41255_41246,Red,,,,,,,,,,,,,,,,
product_variation,2024,13.54,,,,,,,,,PR151C_41256_41246,Sunflower,,,,,,,,,,,,,,,,
product_variation,2024,13.54,,,,,,,,,PR151C_41257_41246,Turquoise,,,,,,,,,,,,,,,,
product_variation,2024,12.72,,,,,,,,,PR151_37829_37817,White,,,,,,,,,,,,,,,,
product,2025,13.9,Colours Bib Apron With Pocket,"65% polyester / 35% katoen twill. Voorzak met penhouder. Verstelbaar aan de hals. Linten in hetzelfde materiaal, 90cm lang. Afmetingen: 86cm lang en 72cm breed. Industrieel reinigen tot 85°C. Huiselijk reinigen tot 60°C.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=274257&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Kleding,Schort/Tuniek/Werkblouse,https://media.europeancatalog.com/ws.php?act=download&mamfileid=274257&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=274258&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,
product_option,2025,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2025,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2025,,,,,,,,,,,,Color,Brown,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2025,,,,,,,,,,,,Color,Burgundy,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2025,,,,,,,,,,,,Color,Fuchsia,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2025,,,,,,,,,,,,Color,Lime,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2025,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2025,,,,,,,,,,,,Color,Orange,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2025,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2025,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2025,13.9,,,,,,,,,PR154_31736_31734,Black,,,,,,One Size,,,,,,,,,,
product_variation,2025,15.12,,,,,,,,,PR154C_48162_48161,Brown,,,,,,,,,,,,,,,,
product_variation,2025,15.12,,,,,,,,,PR154C_48163_48161,Burgundy,,,,,,,,,,,,,,,,
product_variation,2025,15.12,,,,,,,,,PR154C_48164_48161,Fuchsia,,,,,,,,,,,,,,,,
product_variation,2025,15.12,,,,,,,,,PR154C_48165_48161,Lime,,,,,,,,,,,,,,,,
product_variation,2025,15.12,,,,,,,,,PR154C_48166_48161,Natural,,,,,,,,,,,,,,,,
product_variation,2025,15.12,,,,,,,,,PR154C_48167_48161,Orange,,,,,,,,,,,,,,,,
product_variation,2025,15.12,,,,,,,,,PR154C_48168_48161,Red,,,,,,,,,,,,,,,,
product_variation,2025,13.9,,,,,,,,,PR154_31735_31734,White,,,,,,,,,,,,,,,,
product,2026,10.9,Colours' 3 Pocket Apro,"65% polyester / 35% katoen twill. Kort schort met 3 open zakken. Linten in hetzelfde materiaal, 90cm lang. Afmetingen: 33cm lang en 60cm breed. Industrieel reinigen tot 85°C. Huiselijk reinigen tot 60°C.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=268729&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Kleding,Schort/Tuniek/Werkblouse,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268729&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268728&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,
product_option,2026,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2026,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2026,,,,,,,,,,,,Color,Brown,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2026,,,,,,,,,,,,Color,Burgundy,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2026,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2026,,,,,,,,,,,,Color,Fuchsia,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2026,,,,,,,,,,,,Color,Lime,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2026,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2026,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2026,,,,,,,,,,,,Color,Orange,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2026,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2026,,,,,,,,,,,,Color,Turquoise,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2026,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2026,10.9,,,,,,,,,PR155_37832_37831,Black,,,,,,One Size,,,,,,,,,,
product_variation,2026,12.48,,,,,,,,,PR155C_48170_48169,Brown,,,,,,,,,,,,,,,,
product_variation,2026,12.48,,,,,,,,,PR155C_48171_48169,Burgundy,,,,,,,,,,,,,,,,
product_variation,2026,12.48,,,,,,,,,PR155C_48172_48169,Dark Grey,,,,,,,,,,,,,,,,
product_variation,2026,12.48,,,,,,,,,PR155C_48173_48169,Fuchsia,,,,,,,,,,,,,,,,
product_variation,2026,12.48,,,,,,,,,PR155C_48174_48169,Lime,,,,,,,,,,,,,,,,
product_variation,2026,12.48,,,,,,,,,PR155C_48175_48169,Natural,,,,,,,,,,,,,,,,
product_variation,2026,12.48,,,,,,,,,PR155C_48176_48169,Navy,,,,,,,,,,,,,,,,
product_variation,2026,12.48,,,,,,,,,PR155C_48177_48169,Orange,,,,,,,,,,,,,,,,
product_variation,2026,12.48,,,,,,,,,PR155C_48178_48169,Red,,,,,,,,,,,,,,,,
product_variation,2026,12.48,,,,,,,,,PR155C_48180_48169,Turquoise,,,,,,,,,,,,,,,,
product_variation,2026,10.9,,,,,,,,,PR155_37843_37831,White,,,,,,,,,,,,,,,,
product,2027,14.88,'Colours' Bar Apron,"65% polyester / 35% katoen twill. Schort met 1 voorzak met penhouder. Linten in hetzelfde materiaal, 90cm lang. Afmetingen: 80cm lang en 90cm breed. Industrieel reinigen tot 85°C. Huiselijk reinigen tot 60°C.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=274256&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Kleding,Schort/Tuniek/Werkblouse,https://media.europeancatalog.com/ws.php?act=download&mamfileid=274256&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,
product_option,2027,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2027,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2027,,,,,,,,,,,,Color,Brown,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2027,,,,,,,,,,,,Color,Burgundy,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2027,,,,,,,,,,,,Color,Fuchsia,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2027,,,,,,,,,,,,Color,Lime,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2027,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2027,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2027,,,,,,,,,,,,Color,Silver,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2027,,,,,,,,,,,,Color,Turquoise,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2027,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2027,14.88,,,,,,,,,PR158_25733_25717,Black,,,,,,One Size,,,,,,,,,,
product_variation,2027,15.84,,,,,,,,,PR158C_38046_38045,Brown,,,,,,,,,,,,,,,,
product_variation,2027,15.84,,,,,,,,,PR158C_38047_38045,Burgundy,,,,,,,,,,,,,,,,
product_variation,2027,15.84,,,,,,,,,PR158C_38048_38045,Fuchsia,,,,,,,,,,,,,,,,
product_variation,2027,15.84,,,,,,,,,PR158C_38049_38045,Lime,,,,,,,,,,,,,,,,
product_variation,2027,15.84,,,,,,,,,PR158C_38051_38045,Red,,,,,,,,,,,,,,,,
product_variation,2027,15.84,,,,,,,,,PR158C_38052_38045,Royal Blue,,,,,,,,,,,,,,,,
product_variation,2027,15.84,,,,,,,,,PR158C_38050_38045,Silver,,,,,,,,,,,,,,,,
product_variation,2027,15.84,,,,,,,,,PR158C_38054_38045,Turquoise,,,,,,,,,,,,,,,,
product_variation,2027,14.88,,,,,,,,,PR158_25732_25717,White,,,,,,,,,,,,,,,,
product,2028,16.42,Contrast Bib Apron,"65% polyester / 35% katoen twill. Tweekleurige apron. Linten in hetzelfde materiaal, 90cm lang. Verstelbaar aan de hals. 2 zijzakken met schuine opening. Tussen de twee zakken is er een A4tje ruimte voor een bedrukking. Afmetingen: 86cm lang, 72cm breed. Linten 90cm lang. Industrieel reinigen tot 85°C. Huiselijk reinigen tot 60°C",https://media.europeancatalog.com/ws.php?act=download&mamfileid=268787&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Kleding,Schort/Tuniek/Werkblouse,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268787&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268786&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,
product_option,2028,,,,,,,,,,,,Color,Black / Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2028,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2028,,,,,,,,,,,,Color,Black / Hot Pink,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2028,,,,,,,,,,,,Color,Black / Lime,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2028,,,,,,,,,,,,Color,Black / Purple,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2028,,,,,,,,,,,,Color,Black / Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2028,,,,,,,,,,,,Color,Black / Turquoise,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2028,,,,,,,,,,,,Color,Brown / Natural,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2028,16.42,,,,,,,,,PR162_44747_44746,Black / Dark Grey,,,,,,One Size,,,,,,,,,,
product_variation,2028,16.42,,,,,,,,,PR162_44748_44746,Black / Hot Pink,,,,,,,,,,,,,,,,
product_variation,2028,16.42,,,,,,,,,PR162_44749_44746,Black / Lime,,,,,,,,,,,,,,,,
product_variation,2028,16.42,,,,,,,,,PR162_49977_44746,Black / Purple,,,,,,,,,,,,,,,,
product_variation,2028,16.42,,,,,,,,,PR162_44750_44746,Black / Red,,,,,,,,,,,,,,,,
product_variation,2028,16.42,,,,,,,,,PR162_44751_44746,Black / Turquoise,,,,,,,,,,,,,,,,
product_variation,2028,16.42,,,,,,,,,PR162_44752_44746,Brown / Natural,,,,,,,,,,,,,,,,
product,2029,8.88,Essential Bib Apron,80% polyester / 20% katoen twill met anti-kreukbehandeling. Linten in hetzelfde materiaal. Industrieel reinigen tot 85°C. Huiselijk reinigen tot 65°C.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268785&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Kleding,Schort/Tuniek/Werkblouse,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268785&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,
product_option,2029,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2029,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2029,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2029,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2029,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2029,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2029,8.88,,,,,,,,,PR165_32564_32548,Black,,,,,,One Size,,,,,,,,,,
product_variation,2029,8.88,,,,,,,,,PR165_65043_32548,Dark Grey,,,,,,,,,,,,,,,,
product_variation,2029,8.88,,,,,,,,,PR165_65044_32548,Navy,,,,,,,,,,,,,,,,
product_variation,2029,8.88,,,,,,,,,PR165_65045_32548,Red,,,,,,,,,,,,,,,,
product_variation,2029,8.88,,,,,,,,,PR165_65046_32548,Royal Blue,,,,,,,,,,,,,,,,
product,2030,16.42,'Colours' Pocket Tabard,65% polyester / 35% katoen twill. Anti-kreuk behandeling. Grote voorzak. Afwerking met bies in dezelfde kleur. Zijdelingse sluiting met drukknopen. Lengte: 68 cm. Industrieel reinigen tot 85°C. Huiselijk reinigen tot 60°C.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268780&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Kleding,Schort/Tuniek/Werkblouse,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268780&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268779&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268782&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=268781&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,
product_option,2030,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2030,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2030,,,,,,,,,,,,Color,Bottle Green,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2030,,,,,,,,,,,,Color,Brown,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2030,,,,,,,,,,,,Color,Burgundy,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2030,,,,,,,,,,,,Color,Emerald,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2030,,,,,,,,,,,,Color,Fuchsia,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2030,,,,,,,,,,,,Color,Lime,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2030,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2030,,,,,,,,,,,,Color,Orange,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2030,,,,,,,,,,,,Color,Pink,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2030,,,,,,,,,,,,Color,Purple,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2030,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2030,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2030,,,,,,,,,,,,Color,Silver,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2030,,,,,,,,,,,,Color,Sunflower,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2030,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2030,16.42,,,,,,,,,PR171_32522_32520,Black,,,,,,L,,,,,,,,,,
product_variation,2030,16.42,,,,,,,,,PR171_32525_32520,Bottle Green,,,,,,,,,,,,,,,,
product_variation,2030,16.42,,,,,,,,,PR171_32526_32520,Brown,,,,,,,,,,,,,,,,
product_variation,2030,16.42,,,,,,,,,PR171_32527_32520,Burgundy,,,,,,,,,,,,,,,,
product_variation,2030,16.42,,,,,,,,,PR171_32528_32520,Emerald,,,,,,,,,,,,,,,,
product_variation,2030,16.42,,,,,,,,,PR171_32529_32520,Fuchsia,,,,,,,,,,,,,,,,
product_variation,2030,16.42,,,,,,,,,PR171_32530_32520,Lime,,,,,,,,,,,,,,,,
product_variation,2030,16.42,,,,,,,,,PR171_32524_32520,Navy,,,,,,,,,,,,,,,,
product_variation,2030,16.42,,,,,,,,,PR171_32531_32520,Orange,,,,,,,,,,,,,,,,
product_variation,2030,16.42,,,,,,,,,PR171_32532_32520,Pink,,,,,,,,,,,,,,,,
product_variation,2030,16.42,,,,,,,,,PR171_32533_32520,Purple,,,,,,,,,,,,,,,,
product_variation,2030,16.42,,,,,,,,,PR171_32523_32520,Red,,,,,,,,,,,,,,,,
product_variation,2030,16.42,,,,,,,,,PR171_32534_32520,Royal Blue,,,,,,,,,,,,,,,,
product_variation,2030,16.42,,,,,,,,,PR171_61749_32520,Silver,,,,,,,,,,,,,,,,
product_variation,2030,16.42,,,,,,,,,PR171_32535_32520,Sunflower,,,,,,,,,,,,,,,,
product_variation,2030,16.42,,,,,,,,,PR171_32521_32520,White,,,,,,,,,,,,,,,,
product,2031,17.38,Wrap around tunic apron,"100% polyester. Tuniek met V-hals, om over het hoofd aan te trekken, die het silhouet omhult en achteraan wordt geknoopt. Linten in dezelfde stof als de tuniek. Dubbele zak vooraan. Zijsplitten. Lengte 83 cm.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=301464&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Kleding,Schort/Tuniek/Werkblouse,https://media.europeancatalog.com/ws.php?act=download&mamfileid=301464&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,
product_option,2031,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2031,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2031,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2031,17.38,,,,,,,,,PR177_52399_52398,Black,,,,,,S/M,,,,,,,,,,
product_variation,2031,17.38,,,,,,,,,PR177_52399_52397,Black,,,,,,L/XL,,,,,,,,,,
product,2032,25.9,Pilot Long Sleeved Shirt,65% polyester / 35% katoen. Versterkte kraag. 2 borstzakken met knopen en penhouder op de linkerzijde. Epauletten niet meegeleverd. Kraag in cm tussen haakjes.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=395904&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Kleding,Overhemd,https://media.europeancatalog.com/ws.php?act=download&mamfileid=395904&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=395905&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,
product_option,2032,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2032,,,,,,,,,,,,Size,S/M (15 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2032,,,,,,,,,,,,Size,M (15.5 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2032,,,,,,,,,,,,Size,M/L (16 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2032,,,,,,,,,,,,Size,L (16.5 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2032,,,,,,,,,,,,Size,L/XL (17 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2032,,,,,,,,,,,,Size,XL (17.5 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2032,,,,,,,,,,,,Size,2XL (18 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2032,,,,,,,,,,,,Size,3XL (18.5 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2032,25.9,,,,,,,,,PR210_31524_31516,White,,,,,,S/M (15 UK),,,,,,,,,,
product_variation,2032,25.9,,,,,,,,,PR210_31524_31517,White,,,,,,M (15.5 UK),,,,,,,,,,
product_variation,2032,25.9,,,,,,,,,PR210_31524_31518,White,,,,,,M/L (16 UK),,,,,,,,,,
product_variation,2032,25.9,,,,,,,,,PR210_31524_31519,White,,,,,,L (16.5 UK),,,,,,,,,,
product_variation,2032,25.9,,,,,,,,,PR210_31524_31520,White,,,,,,L/XL (17 UK),,,,,,,,,,
product_variation,2032,25.9,,,,,,,,,PR210_31524_31521,White,,,,,,XL (17.5 UK),,,,,,,,,,
product_variation,2032,25.9,,,,,,,,,PR210X_57859_57857,White,,,,,,2XL (18 UK),,,,,,,,,,
product_variation,2032,25.9,,,,,,,,,PR210X_57859_57858,White,,,,,,3XL (18.5 UK),,,,,,,,,,
product,2033,24.22,Pilot Short Sleeved Shirt,65% polyester / 35% katoen. Popline. Easy Care. Versterkte kraag. 2 borstzakken met overslag en knoopje + penhouder op de linkerzijde. Epaulettes niet meegeleverd. Kraag in cm tussen haakjes.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=400674&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Premier,Kleding,Overhemd,https://media.europeancatalog.com/ws.php?act=download&mamfileid=400674&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,
product_option,2033,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2033,,,,,,,,,,,,Size,S/M (15 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2033,,,,,,,,,,,,Size,M (15.5 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2033,,,,,,,,,,,,Size,M/L (16 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2033,,,,,,,,,,,,Size,L (16.5 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2033,,,,,,,,,,,,Size,L/XL (17 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,,
