type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_variation_option_Size
product,2215,27.48,Gerecycleerde heren softshell-bodywarmer,"100% gerecycleerd polyester. Een betere waterdichtheid, ademend, winddicht. Duurzame YKK NATULON® ritssluitingen vooraan en aan de zakken, met afneembare trekker. Opstaande kraag met kinbescherming. Platte taille, slim model, ophanglus. Duurzame materialen en gemaakt van petflessen. Klaar voor gepersonaliseerde bedrukking – zonder etiket.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=397401&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Kleding,Bodywarmer,https://media.europeancatalog.com/ws.php?act=download&mamfileid=397401&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=397399&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,2215,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2215,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2215,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2215,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2215,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2215,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2215,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2215,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,2215,27.48,,,,,,,,,R902M_83097_83091,Black,,,,,,,,,,,,,,S
product_variation,2215,27.48,,,,,,,,,R902M_83097_83092,Black,,,,,,,,,,,,,,M
product_variation,2215,27.48,,,,,,,,,R902M_83097_83093,Black,,,,,,,,,,,,,,L
product_variation,2215,27.48,,,,,,,,,R902M_83097_83094,Black,,,,,,,,,,,,,,XL
product_variation,2215,27.48,,,,,,,,,R902M_83097_83095,Black,,,,,,,,,,,,,,XXL
product_variation,2215,27.48,,,,,,,,,R902M_83097_83096,Black,,,,,,,,,,,,,,3XL
product_variation,2215,27.48,,,,,,,,,R902M_83098_83091,Navy,,,,,,,,,,,,,,
product_variation,2215,27.48,,,,,,,,,R902M_83098_83092,Navy,,,,,,,,,,,,,,
product_variation,2215,27.48,,,,,,,,,R902M_83098_83093,Navy,,,,,,,,,,,,,,
product_variation,2215,27.48,,,,,,,,,R902M_83098_83094,Navy,,,,,,,,,,,,,,
product_variation,2215,27.48,,,,,,,,,R902M_83098_83095,Navy,,,,,,,,,,,,,,
product_variation,2215,27.48,,,,,,,,,R902M_83098_83096,Navy,,,,,,,,,,,,,,
product,2216,27.48,Gerecycleerde dames softshell-bodywarmer,"100% gerecycleerd polyester. Een betere waterdichtheid, ademend, winddicht. Duurzame YKK NATULON® ritssluitingen vooraan en aan de zakken, met afneembare trekker. Opstaande kraag met kinbescherming. Platte taille, getailleerd, ophanglus. Duurzame materialen en gemaakt van petflessen, klaar voor gepersonaliseerde bedrukking – zonder etiket.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=397403&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Kleding,Bodywarmer,https://media.europeancatalog.com/ws.php?act=download&mamfileid=397403&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,2216,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2216,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2216,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2216,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2216,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2216,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2216,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2216,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,2216,27.48,,,,,,,,,R902F_83280_83274,Black,,,,,,,,,,,,,,XS
product_variation,2216,27.48,,,,,,,,,R902F_83280_83275,Black,,,,,,,,,,,,,,S
product_variation,2216,27.48,,,,,,,,,R902F_83280_83276,Black,,,,,,,,,,,,,,M
product_variation,2216,27.48,,,,,,,,,R902F_83280_83277,Black,,,,,,,,,,,,,,L
product_variation,2216,27.48,,,,,,,,,R902F_83280_83278,Black,,,,,,,,,,,,,,XL
product_variation,2216,27.48,,,,,,,,,R902F_83280_83279,Black,,,,,,,,,,,,,,XXL
product_variation,2216,27.48,,,,,,,,,R902F_83281_83274,Navy,,,,,,,,,,,,,,
product_variation,2216,27.48,,,,,,,,,R902F_83281_83275,Navy,,,,,,,,,,,,,,
product_variation,2216,27.48,,,,,,,,,R902F_83281_83276,Navy,,,,,,,,,,,,,,
product_variation,2216,27.48,,,,,,,,,R902F_83281_83277,Navy,,,,,,,,,,,,,,
product_variation,2216,27.48,,,,,,,,,R902F_83281_83278,Navy,,,,,,,,,,,,,,
product_variation,2216,27.48,,,,,,,,,R902F_83281_83279,Navy,,,,,,,,,,,,,,
product,2217,20.58,Microfleecejasje,"100% gerecycled polyester. Duurzame YKK NATULON® ritssluiting vooraan, met afneembare trekker. Omboorde en zachte manchetten en tailleband. Mooie sierstiksels op het lichaam. Makkelijk te wassen en te drogen. Open zijzakken, Ophanglus. Zonder PFC. Gemaakt van hoogwaardig, duurzaam garen dat voor 100% werd gesponnen uit petflessen. Biologisch afbreekbare verpakking en gerecycleerd karton.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=392530&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Kleding,Jas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392530&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,2217,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2217,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2217,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2217,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2217,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2217,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2217,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2217,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2217,,,,,,,,,,,,Color,Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2217,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,2217,20.58,,,,,,,,,R907X_83106_83099,Black,,,,,,,,,,,,,,XS
product_variation,2217,20.58,,,,,,,,,R907X_83106_83100,Black,,,,,,,,,,,,,,S
product_variation,2217,20.58,,,,,,,,,R907X_83106_83101,Black,,,,,,,,,,,,,,M
product_variation,2217,20.58,,,,,,,,,R907X_83106_83102,Black,,,,,,,,,,,,,,L
product_variation,2217,20.58,,,,,,,,,R907X_83106_83103,Black,,,,,,,,,,,,,,XL
product_variation,2217,20.58,,,,,,,,,R907X_83106_83104,Black,,,,,,,,,,,,,,XXL
product_variation,2217,21.86,,,,,,,,,R907XX_83107_83105,Black,,,,,,,,,,,,,,3XL
product_variation,2217,20.58,,,,,,,,,R907X_83109_83099,Grey,,,,,,,,,,,,,,
product_variation,2217,20.58,,,,,,,,,R907X_83109_83100,Grey,,,,,,,,,,,,,,
product_variation,2217,20.58,,,,,,,,,R907X_83109_83101,Grey,,,,,,,,,,,,,,
product_variation,2217,20.58,,,,,,,,,R907X_83109_83102,Grey,,,,,,,,,,,,,,
product_variation,2217,20.58,,,,,,,,,R907X_83109_83103,Grey,,,,,,,,,,,,,,
product_variation,2217,20.58,,,,,,,,,R907X_83109_83104,Grey,,,,,,,,,,,,,,
product_variation,2217,21.86,,,,,,,,,R907XX_83108_83105,Grey,,,,,,,,,,,,,,
product_variation,2217,20.58,,,,,,,,,R907X_83110_83099,Navy,,,,,,,,,,,,,,
product_variation,2217,20.58,,,,,,,,,R907X_83110_83100,Navy,,,,,,,,,,,,,,
product_variation,2217,20.58,,,,,,,,,R907X_83110_83101,Navy,,,,,,,,,,,,,,
product_variation,2217,20.58,,,,,,,,,R907X_83110_83102,Navy,,,,,,,,,,,,,,
product_variation,2217,20.58,,,,,,,,,R907X_83110_83103,Navy,,,,,,,,,,,,,,
product_variation,2217,20.58,,,,,,,,,R907X_83110_83104,Navy,,,,,,,,,,,,,,
product_variation,2217,21.86,,,,,,,,,R907XX_83111_83105,Navy,,,,,,,,,,,,,,
product,2218,91.88,3-in-1 Zip And Clip Jacket,Buitenjas: 100% StormDri 4000  (230g) polyester met PVC coating. Voering boven in 100% polyester. Volledig waterdicht door tweevoudige getapete naden. Windproof. Capuchon in de kraag met kinbeschermer en aanrijgkoord. Hoge kraag met volledige ritssluiting. Zip en Clip systeem om de jassen aan elkaar te maken. Tweezijdige rits met stormoverslag met drukknopen. Eyelets onder de armen ter verluchting. 2 ruime zij- en borstzakken. Elastische mouwuiteinden met klittenbandsluiting. Aanrijgkoord onderaan. Kreukelvrije stof. <br/>Binnenjas: 100% anti-pilling polyester fleece 280 g/m² . 2 ruime zijzakken. Volledige ritssluiting. Elastische mouwuiteinden.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71241&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Kleding,Jas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71241&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71240&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392323&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,
product_option,2218,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2218,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2218,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2218,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2218,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2218,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2218,,,,,,,,,,,,Color,Navy / Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2218,,,,,,,,,,,,Color,Red / Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,2218,91.88,,,,,,,,,R68_9289_9284,Black,,,,,,,,,,,,,,S
product_variation,2218,91.88,,,,,,,,,R68_9289_9285,Black,,,,,,,,,,,,,,M
product_variation,2218,91.88,,,,,,,,,R68_9289_9286,Black,,,,,,,,,,,,,,L
product_variation,2218,91.88,,,,,,,,,R68_9289_9287,Black,,,,,,,,,,,,,,XL
product_variation,2218,91.88,,,,,,,,,R68_9289_9288,Black,,,,,,,,,,,,,,XXL
product_variation,2218,91.88,,,,,,,,,R68_9291_9284,Navy / Black,,,,,,,,,,,,,,
product_variation,2218,91.88,,,,,,,,,R68_9291_9285,Navy / Black,,,,,,,,,,,,,,
product_variation,2218,91.88,,,,,,,,,R68_9291_9286,Navy / Black,,,,,,,,,,,,,,
product_variation,2218,91.88,,,,,,,,,R68_9291_9287,Navy / Black,,,,,,,,,,,,,,
product_variation,2218,91.88,,,,,,,,,R68_9291_9288,Navy / Black,,,,,,,,,,,,,,
product_variation,2218,91.88,,,,,,,,,R68_9290_9284,Red / Black,,,,,,,,,,,,,,
product_variation,2218,91.88,,,,,,,,,R68_9290_9285,Red / Black,,,,,,,,,,,,,,
product_variation,2218,91.88,,,,,,,,,R68_9290_9286,Red / Black,,,,,,,,,,,,,,
product_variation,2218,91.88,,,,,,,,,R68_9290_9287,Red / Black,,,,,,,,,,,,,,
product_variation,2218,91.88,,,,,,,,,R68_9290_9288,Red / Black,,,,,,,,,,,,,,
product,2219,72.56,Heavy Duty Removable Sleeve Jacket,"Buitenkant: 600D heavy duty oxford Taslon met PU coating. Wattering: 100% polyester 160 gram. Binnenvoering: 100% polyester 190T. Afritsbare mouwen. Polartherm™ gevoerde kraag. Versterkte naden. Kraag met fleece gevoerd. 3M™Scotchlite ™ reflecterende piping op de voor- en achterkant en op de mouwen. Volledige ritssluiting met stormoverslag met drukknopen. Lusjes voor headset. 2 opgezette zakken, 2 borstzakken met 2 penhouder en 2 sleutelringen (waarvan 1 veborgen). 2 binnenzakken. Elastische mouwuiteinden en onderkant. Drukkersritsen. Windproof.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=276553&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Kleding,Jas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=276553&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=276552&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,2219,,,,,,,,,,,,Color,Grey / Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2219,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2219,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2219,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2219,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2219,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2219,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2219,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2219,,,,,,,,,,,,Color,Royal Blue / Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,2219,72.56,,,,,,,,,R71_9318_37230,Grey / Black,,,,,,,,,,,,,,S
product_variation,2219,72.56,,,,,,,,,R71_9318_9310,Grey / Black,,,,,,,,,,,,,,M
product_variation,2219,72.56,,,,,,,,,R71_9318_9311,Grey / Black,,,,,,,,,,,,,,L
product_variation,2219,72.56,,,,,,,,,R71_9318_9312,Grey / Black,,,,,,,,,,,,,,XL
product_variation,2219,72.56,,,,,,,,,R71_9318_9313,Grey / Black,,,,,,,,,,,,,,XXL
product_variation,2219,72.56,,,,,,,,,R71_9318_9314,Grey / Black,,,,,,,,,,,,,,3XL
product_variation,2219,72.56,,,,,,,,,R71_9317_37230,Navy,,,,,,,,,,,,,,
product_variation,2219,72.56,,,,,,,,,R71_9317_9310,Navy,,,,,,,,,,,,,,
product_variation,2219,72.56,,,,,,,,,R71_9317_9311,Navy,,,,,,,,,,,,,,
product_variation,2219,72.56,,,,,,,,,R71_9317_9312,Navy,,,,,,,,,,,,,,
product_variation,2219,72.56,,,,,,,,,R71_9317_9313,Navy,,,,,,,,,,,,,,
product_variation,2219,72.56,,,,,,,,,R71_9317_9314,Navy,,,,,,,,,,,,,,
product_variation,2219,72.56,,,,,,,,,R71_9316_37230,Royal Blue / Navy,,,,,,,,,,,,,,
product_variation,2219,72.56,,,,,,,,,R71_9316_9310,Royal Blue / Navy,,,,,,,,,,,,,,
product_variation,2219,72.56,,,,,,,,,R71_9316_9311,Royal Blue / Navy,,,,,,,,,,,,,,
product_variation,2219,72.56,,,,,,,,,R71_9316_9312,Royal Blue / Navy,,,,,,,,,,,,,,
product_variation,2219,72.56,,,,,,,,,R71_9316_9313,Royal Blue / Navy,,,,,,,,,,,,,,
product_variation,2219,72.56,,,,,,,,,R71_9316_9314,Royal Blue / Navy,,,,,,,,,,,,,,
product,2220,84.06,Heavy Duty Combo Coat,"Buitenkant: 600D heavy duty oxford Taslon met PU coating. Wattering: 100% polyester 160 gram. Binnenvoering: bovenkant 100% polyester fleece en onderkant 100% 190T nylon taffeta. Versterkte naden. Kraag met fleece gevoerd. 3M™Scotchlite ™ reflecterende piping op de voor- en achterkant en op de mouwen. Volledige ritssluiting met stormoverslag met drukknopen. Lusjes voor headset. 2 opgezette zakken, 2 borstzakken met 3 penhouders en 2 sleutelringen (waarvan 1 veborgen) en GSM zak. 2 binnenzakken en een groot vak van mesh. Elastische mouwuiteinden en onderkant. Drukkersritsen.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=391812&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Kleding,Jas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391812&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,2220,,,,,,,,,,,,Color,Grey / Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2220,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2220,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2220,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2220,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2220,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2220,,,,,,,,,,,,Color,Navy / Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,2220,84.06,,,,,,,,,R72_9327_9320,Grey / Black,,,,,,,,,,,,,,M
product_variation,2220,84.06,,,,,,,,,R72_9327_9321,Grey / Black,,,,,,,,,,,,,,L
product_variation,2220,84.06,,,,,,,,,R72_9327_9322,Grey / Black,,,,,,,,,,,,,,XL
product_variation,2220,84.06,,,,,,,,,R72_9327_9323,Grey / Black,,,,,,,,,,,,,,XXL
product_variation,2220,84.06,,,,,,,,,R72_9327_9324,Grey / Black,,,,,,,,,,,,,,3XL
product_variation,2220,84.06,,,,,,,,,R72_52527_9320,Navy / Navy,,,,,,,,,,,,,,
product_variation,2220,84.06,,,,,,,,,R72_52527_9321,Navy / Navy,,,,,,,,,,,,,,
product_variation,2220,84.06,,,,,,,,,R72_52527_9322,Navy / Navy,,,,,,,,,,,,,,
product_variation,2220,84.06,,,,,,,,,R72_52527_9323,Navy / Navy,,,,,,,,,,,,,,
product_variation,2220,84.06,,,,,,,,,R72_52527_9324,Navy / Navy,,,,,,,,,,,,,,
product,2221,52.78,Ultra Padded Bodywarmer,"Buitenkant: 100% polyester. Binnenvoering: 100% polyester fleece. Vulling: 100% polyester 240 g/m² handgevuld. Capuchon in de kraag. Volledige ritssluiting. 2 zijzakken en 1 borstzak. Aanrijgkoordjes aan de capuchon, armsgaten en onderaan.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=71254&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Kleding,Bodywarmer,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71254&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392325&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,2221,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2221,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2221,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2221,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2221,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2221,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2221,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,2221,52.78,,,,,,,,,R88_5565_5557,Black,,,,,,,,,,,,,,S
product_variation,2221,52.78,,,,,,,,,R88_5565_5558,Black,,,,,,,,,,,,,,M
product_variation,2221,52.78,,,,,,,,,R88_5565_5559,Black,,,,,,,,,,,,,,L
product_variation,2221,52.78,,,,,,,,,R88_5565_5560,Black,,,,,,,,,,,,,,XL
product_variation,2221,52.78,,,,,,,,,R88_5565_5561,Black,,,,,,,,,,,,,,XXL
product_variation,2221,52.78,,,,,,,,,R88_5563_5557,Navy,,,,,,,,,,,,,,
product_variation,2221,52.78,,,,,,,,,R88_5563_5558,Navy,,,,,,,,,,,,,,
product_variation,2221,52.78,,,,,,,,,R88_5563_5559,Navy,,,,,,,,,,,,,,
product_variation,2221,52.78,,,,,,,,,R88_5563_5560,Navy,,,,,,,,,,,,,,
product_variation,2221,52.78,,,,,,,,,R88_5563_5561,Navy,,,,,,,,,,,,,,
product,2222,36.68,Kids' Bodywarmer,"Buitenkant: 100% polyester. Zacht aanvoelen. Binnenvoering: 100% polyester fleece. Wattering van 100% polyesterwatten. Waterafstoten en winddicht. Warmtehoudend. Capuchon in de kraag. Volledige ritssluiting. 2 zijzakken en 1 borstzak. Aanrijgkoordjes aan de capuchon, armsgaten en onderaan. 3M™ Scotchlite™ veiligheidsdriehoek. Drukkersrits.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=392326&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Kleding,Bodywarmer,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392326&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=219368&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,2222,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2222,,,,,,,,,,,,Size,5/6 years (5/6 ans),RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2222,,,,,,,,,,,,Size,7/8 years (7/8 ans),RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2222,,,,,,,,,,,,Size,9/10 years (9/10 ans),RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2222,,,,,,,,,,,,Size,11/12 years (11/12 ans),RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2222,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,2222,36.68,,,,,,,,,R88J_10169_10164,Navy,,,,,,,,,,,,,,5/6 years (5/6 ans)
product_variation,2222,36.68,,,,,,,,,R88J_10169_10165,Navy,,,,,,,,,,,,,,7/8 years (7/8 ans)
product_variation,2222,36.68,,,,,,,,,R88J_10169_10166,Navy,,,,,,,,,,,,,,9/10 years (9/10 ans)
product_variation,2222,36.68,,,,,,,,,R88J_10169_10167,Navy,,,,,,,,,,,,,,11/12 years (11/12 ans)
product_variation,2222,36.68,,,,,,,,,R88J_10168_10164,Red,,,,,,,,,,,,,,
product_variation,2222,36.68,,,,,,,,,R88J_10168_10165,Red,,,,,,,,,,,,,,
product_variation,2222,36.68,,,,,,,,,R88J_10168_10166,Red,,,,,,,,,,,,,,
product_variation,2222,36.68,,,,,,,,,R88J_10168_10167,Red,,,,,,,,,,,,,,
product,2223,42.5,Alaska 3-in-1 Jacket,"Buitenjas: StormDri 2000 polyester met PVC coating. Gewatteerd met 280gsm  100% Polyester Microfleece. Voering van 100% polyester microfleece. Waterdicht en winddicht. Getapete naden. Gevoerde capuchon in de kraag met aanrijgkoord. Rits om binnenjas aan buitenjas te verbinden. Volledige ritssluiting met stormoverslag met drukknopen. 2 ruime zij- en borstzakken, 1 borstzak aan de binnenkant + gsm zak en grote mesh zak. Lusjes voor de MP3 oortjes. Elastische mouwuiteinden met klittenband verstelbaar. Aanrijgkoord onderaan. <br/>Binnenjas: 100% anti-pilling polyester microfleece. 2 ruime voorzakken. Volledige ritssluiting. Aanrijgkoord onderaan.",,Result,Kleding,Jas,,,,,,,,,,,,,,,,,,
product_option,2223,,,,,,,,,,,,Color,Grey / Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2223,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2223,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2223,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2223,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2223,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,2223,42.5,,,,,,,,,R99_9307_9301,Grey / Black,,,,,,,,,,,,,,S
product_variation,2223,42.5,,,,,,,,,R99_9307_9302,Grey / Black,,,,,,,,,,,,,,M
product_variation,2223,42.5,,,,,,,,,R99_9307_9303,Grey / Black,,,,,,,,,,,,,,L
product_variation,2223,42.5,,,,,,,,,R99_9307_9304,Grey / Black,,,,,,,,,,,,,,XL
product_variation,2223,42.5,,,,,,,,,R99_9307_9305,Grey / Black,,,,,,,,,,,,,,XXL
product,2224,5.18,Cotton cap,100% twillkatoen. 5 panelen. Verstevigde voorzijde binnenin. Verluchtingsgaatjes. Aanpasbare maat met klittenbandsluiting. Geen naad op de voorkant wat de personalisatie vereenvoudigd.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71262&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71262&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=71260&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,2224,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2224,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2224,,,,,,,,,,,,Color,Bottle,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2224,,,,,,,,,,,,Color,Burgundy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2224,,,,,,,,,,,,Color,Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2224,,,,,,,,,,,,Color,Kelly,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2224,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,2224,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,
