type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_variation_option_Size,product_media_gallery_image_url_10,product_media_gallery_image_url_11
product_variation,2668,48.62,,,,,,,,,,YHV018T_58831_58821,Hi Vis Orange,,,,,,,,,,,42 NL (32 UK),,
product_variation,2668,48.62,,,,,,,,,,YHV018T_58831_58822,Hi Vis Orange,,,,,,,,,,,44 NL (34 UK),,
product_variation,2668,48.62,,,,,,,,,,YHV018T_58831_58823,Hi Vis Orange,,,,,,,,,,,44/46 NL (36 UK),,
product_variation,2668,48.62,,,,,,,,,,YHV018T_58831_58824,Hi Vis Orange,,,,,,,,,,,46 NL (38 UK),,
product_variation,2668,48.62,,,,,,,,,,YHV018T_58831_58825,Hi Vis Orange,,,,,,,,,,,48 NL (38/40 UK),,
product_variation,2668,48.62,,,,,,,,,,YHV018T_58831_58826,Hi Vis Orange,,,,,,,,,,,50 NL (40/42 UK),,
product_variation,2668,48.62,,,,,,,,,,YHV018T_58831_58827,Hi Vis Orange,,,,,,,,,,,52 NL (42/44 UK),,
product_variation,2668,48.62,,,,,,,,,,YHV018T_58831_58828,Hi Vis Orange,,,,,,,,,,,54 NL (44/46 UK),,
product_variation,2668,48.62,,,,,,,,,,YHV018T_58831_58829,Hi Vis Orange,,,,,,,,,,,56 NL (46/48 UK),,
product_variation,2668,48.62,,,,,,,,,,YHV018T_58831_58830,Hi Vis Orange,,,,,,,,,,,58 NL (48/50 UK),,
product_variation,2668,48.62,,,,,,,,,,YHV018T_58832_58819,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2668,48.62,,,,,,,,,,YHV018T_58832_58820,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2668,48.62,,,,,,,,,,YHV018T_58832_58821,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2668,48.62,,,,,,,,,,YHV018T_58832_58822,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2668,48.62,,,,,,,,,,YHV018T_58832_58823,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2668,48.62,,,,,,,,,,YHV018T_58832_58824,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2668,48.62,,,,,,,,,,YHV018T_58832_58825,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2668,48.62,,,,,,,,,,YHV018T_58832_58826,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2668,48.62,,,,,,,,,,YHV018T_58832_58827,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2668,48.62,,,,,,,,,,YHV018T_58832_58828,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2668,48.62,,,,,,,,,,YHV018T_58832_58829,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2668,48.62,,,,,,,,,,YHV018T_58832_58830,Hi Vis Yellow,,,,,,,,,,,,,
product,2669,9.08,Reflective Dog Vest,100% polyester. Ideaal om uw hond te allen tijde veilig en zichtbaar te houden Stevige klittenbandsluiting onder de hals en romp. Zowel de reflectieband als de rand bieden extra zichtbaarheid.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=72605&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Yoko,Kleding,Pullover/Cardigan/Gilet,https://media.europeancatalog.com/ws.php?act=download&mamfileid=72605&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=393712&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,2669,,,,,,,,,,,,,Color,Hi Vis Orange,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2669,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2669,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2669,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2669,,,,,,,,,,,,,Color,Hi Vis Yellow,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,2669,9.08,,,,,,,,,,YHVDW15_62380_62378,Hi Vis Orange,,,,,,,,,,,S,,
product_variation,2669,9.08,,,,,,,,,,YHVDW15_62380_62377,Hi Vis Orange,,,,,,,,,,,M,,
product_variation,2669,9.08,,,,,,,,,,YHVDW15_62380_62376,Hi Vis Orange,,,,,,,,,,,L,,
product_variation,2669,9.08,,,,,,,,,,YHVDW15_65078_62378,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2669,9.08,,,,,,,,,,YHVDW15_65078_62377,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2669,9.08,,,,,,,,,,YHVDW15_65078_62376,Hi Vis Yellow,,,,,,,,,,,,,
product,2670,19.24,High Visibility Short Sleeve Polo Shirt,100% polyester. Twee reflecterendende 3m banden van 5cm breed over het lichaam en de shouders. Kraag en mouwuitende met Navy contrast. Knooplijst met 3 knopen. Afwerking met dubbele stiksels. EN ISO20471:2013 class 2. Hi Vis Orange ook UK GO/RT 3279 railway standard conform.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=72607&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Yoko,Kleding,Polo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=72607&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=72606&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,2670,,,,,,,,,,,,,Color,Hi Vis Orange,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2670,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2670,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2670,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2670,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2670,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2670,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2670,,,,,,,,,,,,,Color,Hi Vis Yellow,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,2670,19.24,,,,,,,,,,YHVJ210_62387_62384,Hi Vis Orange,,,,,,,,,,,S,,
product_variation,2670,19.24,,,,,,,,,,YHVJ210_62387_62383,Hi Vis Orange,,,,,,,,,,,M,,
product_variation,2670,19.24,,,,,,,,,,YHVJ210_62387_62382,Hi Vis Orange,,,,,,,,,,,L,,
product_variation,2670,19.24,,,,,,,,,,YHVJ210_62387_62385,Hi Vis Orange,,,,,,,,,,,XL,,
product_variation,2670,19.24,,,,,,,,,,YHVJ210_62387_62386,Hi Vis Orange,,,,,,,,,,,XXL,,
product_variation,2670,19.24,,,,,,,,,,YHVJ210_62387_62381,Hi Vis Orange,,,,,,,,,,,3XL,,
product_variation,2670,19.24,,,,,,,,,,YHVJ210_62388_62384,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2670,19.24,,,,,,,,,,YHVJ210_62388_62383,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2670,19.24,,,,,,,,,,YHVJ210_62388_62382,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2670,19.24,,,,,,,,,,YHVJ210_62388_62385,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2670,19.24,,,,,,,,,,YHVJ210_62388_62386,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2670,19.24,,,,,,,,,,YHVJ210_62388_62381,Hi Vis Yellow,,,,,,,,,,,,,
product,2671,5.38,Signalisatie promotiehesjes met reflecterende rand,100% polyester. Reflecterende rand voor extra zichtbaarheid. 10 cm elastiek en 10 cm klittenbandsluiting op elke zijde zodat het in de breedte verstelbaar is op de borst en voor meer draagcomfort. Groot oppervlak voor decoratie aan de voor- en achterzijde.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=72610&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Yoko,Kleding,Overgooier,https://media.europeancatalog.com/ws.php?act=download&mamfileid=72610&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=72608&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=72609&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=393703&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=393704&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=393702&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,
product_option,2671,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2671,,,,,,,,,,,,,Size,Child,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2671,,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2671,,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2671,,,,,,,,,,,,,Size,XXL/3XL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2671,,,,,,,,,,,,,Color,Fluo Pink,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2671,,,,,,,,,,,,,Color,Grey,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2671,,,,,,,,,,,,,Color,Lime,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2671,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2671,,,,,,,,,,,,,Color,Orange,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2671,,,,,,,,,,,,,Color,Paramedic Green,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2671,,,,,,,,,,,,,Color,Purple,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2671,,,,,,,,,,,,,Color,Raspberry,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2671,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2671,,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2671,,,,,,,,,,,,,Color,Sapphire,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2671,,,,,,,,,,,,,Color,Sky Blue,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2671,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2671,,,,,,,,,,,,,Color,Yellow,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52923_52920,Black,,,,,,,,,,,Child,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52923_52922,Black,,,,,,,,,,,S/M,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52923_52921,Black,,,,,,,,,,,L/XL,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52923_62389,Black,,,,,,,,,,,XXL/3XL,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52924_52920,Fluo Pink,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52924_52922,Fluo Pink,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52924_52921,Fluo Pink,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52924_62389,Fluo Pink,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52925_52920,Grey,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52925_52922,Grey,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52925_52921,Grey,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52925_62389,Grey,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52928_52920,Lime,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52928_52922,Lime,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52928_52921,Lime,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52928_62389,Lime,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52929_52920,Navy,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52929_52922,Navy,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52929_52921,Navy,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52929_62389,Navy,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52926_52920,Orange,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52926_52922,Orange,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52926_52921,Orange,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52926_62389,Orange,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52930_52920,Paramedic Green,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52930_52922,Paramedic Green,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52930_52921,Paramedic Green,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52930_62389,Paramedic Green,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52931_52920,Purple,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52931_52922,Purple,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52931_52921,Purple,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52931_62389,Purple,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52932_52920,Raspberry,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52932_52922,Raspberry,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52932_52921,Raspberry,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52932_62389,Raspberry,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52933_52920,Red,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52933_52922,Red,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52933_52921,Red,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52933_62389,Red,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52934_52920,Royal Blue,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52934_52922,Royal Blue,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52934_52921,Royal Blue,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52934_62389,Royal Blue,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52935_52920,Sapphire,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52935_52922,Sapphire,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52935_52921,Sapphire,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52935_62389,Sapphire,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52936_52920,Sky Blue,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52936_52922,Sky Blue,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52936_52921,Sky Blue,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52936_62389,Sky Blue,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52937_52920,White,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52937_52922,White,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52937_52921,White,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52937_62389,White,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52927_52920,Yellow,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52927_52922,Yellow,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52927_52921,Yellow,,,,,,,,,,,,,
product_variation,2671,5.38,,,,,,,,,,YHVJ259_52927_62389,Yellow,,,,,,,,,,,,,
product,2672,6.62,Signalisatie 2 banden hes,100% polyester. 10 cm elastiek en 10 cm Velcro®sluiting op elke zijde zodat het in de breedte verstelbaar is op de borst en voor meer draagcomfort. Twee 5 cm reflectiebanden rond het lichaam. Conform aan EN11550:1999.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=72611&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Yoko,Kleding,Overgooier,https://media.europeancatalog.com/ws.php?act=download&mamfileid=72611&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,2672,,,,,,,,,,,,,Color,Hi Vis Orange,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2672,,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2672,,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2672,,,,,,,,,,,,,Size,XXL/3XL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2672,,,,,,,,,,,,,Color,Hi Vis Yellow,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,2672,6.62,,,,,,,,,,YHVJ269_52940_52939,Hi Vis Orange,,,,,,,,,,,S/M,,
product_variation,2672,6.62,,,,,,,,,,YHVJ269_52940_52938,Hi Vis Orange,,,,,,,,,,,L/XL,,
product_variation,2672,6.62,,,,,,,,,,YHVJ269_52940_58833,Hi Vis Orange,,,,,,,,,,,XXL/3XL,,
product_variation,2672,6.62,,,,,,,,,,YHVJ269_52941_52939,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2672,6.62,,,,,,,,,,YHVJ269_52941_52938,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2672,6.62,,,,,,,,,,YHVJ269_52941_58833,Hi Vis Yellow,,,,,,,,,,,,,
product,2673,24.92,High Visibility Long Sleeve Polo Shirt,"100% polyester. Twee reflecterende banden van 5cm breed over het lichaam, armen en schouders. Kraag en mouwuitenden in Navy contrast. Knooplijst met 3 knopen. Afwerking met dubbele stiksels. Hi-Vis Yellow en Hi Vis Orange  EN ISO20471:2013 Class 3 conform. Hi Vis Orange ook conform UK GO/RT 3279 railway standard.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=72613&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Yoko,Kleding,Polo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=72613&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=72612&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,
product_option,2673,,,,,,,,,,,,,Color,Hi Vis Orange,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2673,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2673,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2673,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2673,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2673,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2673,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2673,,,,,,,,,,,,,Color,Hi Vis Yellow,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,2673,24.92,,,,,,,,,,YHVJ310_62396_62393,Hi Vis Orange,,,,,,,,,,,S,,
product_variation,2673,24.92,,,,,,,,,,YHVJ310_62396_62392,Hi Vis Orange,,,,,,,,,,,M,,
product_variation,2673,24.92,,,,,,,,,,YHVJ310_62396_62391,Hi Vis Orange,,,,,,,,,,,L,,
product_variation,2673,24.92,,,,,,,,,,YHVJ310_62396_62394,Hi Vis Orange,,,,,,,,,,,XL,,
product_variation,2673,24.92,,,,,,,,,,YHVJ310_62396_62395,Hi Vis Orange,,,,,,,,,,,XXL,,
product_variation,2673,24.92,,,,,,,,,,YHVJ310_62396_62390,Hi Vis Orange,,,,,,,,,,,3XL,,
product_variation,2673,24.92,,,,,,,,,,YHVJ310_62397_62393,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2673,24.92,,,,,,,,,,YHVJ310_62397_62392,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2673,24.92,,,,,,,,,,YHVJ310_62397_62391,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2673,24.92,,,,,,,,,,YHVJ310_62397_62394,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2673,24.92,,,,,,,,,,YHVJ310_62397_62395,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2673,24.92,,,,,,,,,,YHVJ310_62397_62390,Hi Vis Yellow,,,,,,,,,,,,,
product,2674,19.38,Signalisatie T-shirt met korte mouwen,100% polyester. Zacht aanvoelen. Twee 5 cm brede reflectiebanden rond het lichaam en één over elke schouder. Ribgebreide kraag en manchetten in overeenstemmende kleur. Individueel verpakt.  EN ISO20471:2013 Klasse 2 : Hi-Vis Orange & Hi-Vis Yellow. Hi-Vis Orange is ook conform aan GO/RT 3279.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=72614&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Yoko,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=72614&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,2674,,,,,,,,,,,,,Color,Hi Vis Orange,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2674,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2674,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2674,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2674,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2674,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2674,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2674,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2674,,,,,,,,,,,,,Size,5XL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2674,,,,,,,,,,,,,Size,6XL,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2674,,,,,,,,,,,,,Color,Hi Vis Yellow,RADIOBUTTONS,TRUE,,,,,,,,,
product_variation,2674,19.38,,,,,,,,,,YHVJ410_52948_52945,Hi Vis Orange,,,,,,,,,,,S,,
product_variation,2674,19.38,,,,,,,,,,YHVJ410_52948_52944,Hi Vis Orange,,,,,,,,,,,M,,
product_variation,2674,19.38,,,,,,,,,,YHVJ410_52948_52943,Hi Vis Orange,,,,,,,,,,,L,,
product_variation,2674,19.38,,,,,,,,,,YHVJ410_52948_52946,Hi Vis Orange,,,,,,,,,,,XL,,
product_variation,2674,19.38,,,,,,,,,,YHVJ410_52948_52947,Hi Vis Orange,,,,,,,,,,,XXL,,
product_variation,2674,19.38,,,,,,,,,,YHVJ410_52948_52942,Hi Vis Orange,,,,,,,,,,,3XL,,
product_variation,2674,21.38,,,,,,,,,,YHVJ410X_58837_58834,Hi Vis Orange,,,,,,,,,,,4XL,,
product_variation,2674,21.38,,,,,,,,,,YHVJ410X_58837_58835,Hi Vis Orange,,,,,,,,,,,5XL,,
product_variation,2674,21.38,,,,,,,,,,YHVJ410X_58837_58836,Hi Vis Orange,,,,,,,,,,,6XL,,
product_variation,2674,19.38,,,,,,,,,,YHVJ410_52949_52945,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2674,19.38,,,,,,,,,,YHVJ410_52949_52944,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2674,19.38,,,,,,,,,,YHVJ410_52949_52943,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2674,19.38,,,,,,,,,,YHVJ410_52949_52946,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2674,19.38,,,,,,,,,,YHVJ410_52949_52947,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2674,19.38,,,,,,,,,,YHVJ410_52949_52942,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2674,21.38,,,,,,,,,,YHVJ410X_58838_58834,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2674,21.38,,,,,,,,,,YHVJ410X_58838_58835,Hi Vis Yellow,,,,,,,,,,,,,
product_variation,2674,21.38,,,,,,,,,,YHVJ410X_58838_58836,Hi Vis Yellow,,,,,,,,,,,,,
product,2675,22.3,Hi-Vis long-sleeved T-shirt,100% polyester. 2 reflecterende stroken (5 cm breed) rond het lichaam en op de armen. Een reflecterende band op iedere schouder. Soepele mouwuiteinden en kraag in ton-sur-ton ribboord. Individueel verpakt. Conform aan de norm EN ISO 20471:2013 van klasse 3 en aan de norm inzake signalisatiekledij van de spoorwegen UK GO/RT 3279 Issue 8:2013 (enkel Hi-Vis Orange).,https://media.europeancatalog.com/ws.php?act=download&mamfileid=72616&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Yoko,Kleding,T-shirt,https://media.europeancatalog.com/ws.php?act=download&mamfileid=72616&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=72617&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=72618&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,2675,,,,,,,,,,,,,Color,Hi Vis Orange,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2675,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2675,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2675,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,
product_option,2675,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,
