type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_variation_sku,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6
product,994,36.04,Laptoptas businessman,"Laptoptas van 600D polyester. Bodem, hengsels en klep van polyurethaan. Gewatteerd vak voor een computer met een scherm van max. 15 inch en gewatteerde ritszak voor een tablet. 2 binnenzakken, 1 ritszak bovenaan de zak voor een gsm, 1 zak aan de voorkant met klep en drukknopen. Lus op de achterkant om een trolley aan te bevestigen, afneembare schouderriem.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67768&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67768&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,
product_option,994,,,,,,,,,,,,Color,Graphite Blue Heather,RADIOBUTTONS,TRUE,,,,,
product_option,994,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,994,,,,,,,,,,,,Color,Graphite Grey Heather,RADIOBUTTONS,TRUE,,,,,
product_variation,994,36.04,,,,,,,,KI0429_55840_55839,Graphite Blue Heather,One Size,,,,,,,,,
product_variation,994,36.04,,,,,,,,KI0429_55841_55839,Graphite Grey Heather,,,,,,,,,,
product,995,15,Koeltas van katoen,100% katoen. Koeltas met canvaskatoen op de buitenbekleding. Buitenzak voor eenvoudige personalisatie.Katoenen hengsels. Ritssluiting.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210527&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210527&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210530&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210528&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210529&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,
product_option,995,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,995,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,995,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,
product_option,995,,,,,,,,,,,,Color,Whale Blue,RADIOBUTTONS,TRUE,,,,,
product_variation,995,15,,,,,,,,KI0369_76946_64246,Black,One Size,,,,,,,,,
product_variation,995,12.16,,,,,,,,KI0369N_76947_76945,Natural,,,,,,,,,,
product_variation,995,15,,,,,,,,KI0369_64247_64246,Whale Blue,,,,,,,,,,
product,996,2.22,Opberghoes om bagage te organiseren - Klein formaat,100 % polyester. Opberghoes van Polyester 190 TPU Ripstop om bagage te organiseren. Ideaal voor ondergoed en accessoires.Bovenkant van mesh. Kan worden opgevouwen en opgeborgen in een handig zakje. Ring om te bevestigen aan ieder type van sluithaak. Klein formaat.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=158808&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Accessoires voor tassen,https://media.europeancatalog.com/ws.php?act=download&mamfileid=158808&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210481&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,
product_option,996,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,996,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,
product_variation,996,2.22,,,,,,,,KI0361_62869_62868,Black,S,,,,,,,,,
product,997,2.6,Opberghoes om bagage te organiseren - Medium formaat,"100 % polyester. Opberghoes van Polyester 190TPU Ripstop om bagage te organiseren. Ideaal voor overhemden, sweaters en T-shirts.Bovenkant van mesh. Kan worden opgevouwen en opgeborgen in een handig zakje. Ring om te bevestigen aan ieder type van sluithaak. Medium formaat.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=158806&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Accessoires voor tassen,https://media.europeancatalog.com/ws.php?act=download&mamfileid=158806&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210480&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,
product_option,997,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,997,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,
product_variation,997,2.6,,,,,,,,KI0362_62871_62870,Black,M,,,,,,,,,
product,998,3.82,Opberghoes om bagage te organiseren - Groot formaat,"100 % polyester. Opberghoes van Polyester 190TPU Ripstop om bagage te organiseren. Ideaal voor overhemden, sweaters en T-shirts.Bovenkant van mesh. Kan worden opgevouwen en opgeborgen in een handig tasje. Ring om te bevestigen aan ieder type van sluithaak. Groot formaat.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=158807&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Accessoires voor tassen,https://media.europeancatalog.com/ws.php?act=download&mamfileid=158807&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210479&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,
product_option,998,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,998,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,
product_variation,998,3.82,,,,,,,,KI0363_62873_62872,Black,L,,,,,,,,,
product,999,3.4,Handtas met moderne sluiting in een contrasterende kleur,"100 % polyester. Handtas van 600D polyester met een ritssluiting met grote tanden in een contrasterende kleur, voor een moderne look.Een groot vak. Tailleband met aanpasbare gesp.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=210534&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210534&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210537&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210535&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210536&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,
product_option,999,,,,,,,,,,,,Color,Black / White,RADIOBUTTONS,TRUE,,,,,
product_option,999,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,999,,,,,,,,,,,,Color,Dark Grey Heather / Black,RADIOBUTTONS,TRUE,,,,,
product_option,999,,,,,,,,,,,,Color,Royal Blue / Red,RADIOBUTTONS,TRUE,,,,,
product_variation,999,3.4,,,,,,,,KI0365_62882_62881,Black / White,One Size,,,,,,,,,
product_variation,999,3.4,,,,,,,,KI0365_62883_62881,Dark Grey Heather / Black,,,,,,,,,,
product_variation,999,3.4,,,,,,,,KI0365_62884_62881,Royal Blue / Red,,,,,,,,,,
product,1000,14,Sportieve handtas met fleshouder,"88 % Polyamide / 12% elasthan. Handtas van polyester en elasthan. Drinkbushouder met een max. inhoud van 750 ml, met een elastiek om ze op haar plaats te houden. Elastische buikriem die aan de zijkant aanpasbaar is. Ademende achterzijde. Zak vooraan met een ritssluiting en een lus voor een headset. Geschikt voor alle sportactiviteiten, van running tot trail, van mountainbiken tot nordic walking of langlaufen.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=168931&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=168931&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210532&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210533&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,
product_option,1000,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,1000,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_variation,1000,14,,,,,,,,KI0367_62886_62885,Black,One Size,,,,,,,,,
