type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15,product_media_gallery_image_url_16,product_media_gallery_image_url_17,product_media_gallery_image_url_18,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_19,product_variation_option_Size
product,1858,14.2,Kinderpolo korte mouwen,"100% interlockpolyester. Sneldrogende stof. Kraag in ribboord. Knooplijst met 3 knopen. Contrasterende nektape in de hals en op de zijsplitten. Contrasterende bies aan de schouders. Dubbel stiksel aan mouwuiteinden en onderkant . Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/7, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=251298&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,PROACT®,Kleding,Polo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251298&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251291&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251299&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251292&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251297&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251296&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251295&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251294&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251293&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=374978&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=374979&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,
product_option,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,4/6 years (4/6 ans),RADIOBUTTONS,TRUE,,
product_option,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,6/8 years (6/8 ans),RADIOBUTTONS,TRUE,,
product_option,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,8/10 years (8/10 ans),RADIOBUTTONS,TRUE,,
product_option,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,10/12 years (10/12 ans),RADIOBUTTONS,TRUE,,
product_option,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,12/14 years (12/14 ans),RADIOBUTTONS,TRUE,,
product_option,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Sporty Navy,RADIOBUTTONS,TRUE,,
product_option,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Sporty Red,RADIOBUTTONS,TRUE,,
product_option,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Sporty Royal Blue,RADIOBUTTONS,TRUE,,
product_option,1858,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,
product_variation,1858,14.2,,,,,,,,,,,,,,,,,,,,,,,,,PA488_54419_54414,Black,,,,,,4/6 years (4/6 ans)
product_variation,1858,14.2,,,,,,,,,,,,,,,,,,,,,,,,,PA488_54419_54415,Black,,,,,,6/8 years (6/8 ans)
product_variation,1858,14.2,,,,,,,,,,,,,,,,,,,,,,,,,PA488_54419_54416,Black,,,,,,8/10 years (8/10 ans)
product_variation,1858,14.2,,,,,,,,,,,,,,,,,,,,,,,,,PA488_54419_54417,Black,,,,,,10/12 years (10/12 ans)
product_variation,1858,14.2,,,,,,,,,,,,,,,,,,,,,,,,,PA488_54419_54418,Black,,,,,,12/14 years (12/14 ans)
product_variation,1858,14.2,,,,,,,,,,,,,,,,,,,,,,,,,PA488_54420_54414,Sporty Navy,,,,,,
product_variation,1858,14.2,,,,,,,,,,,,,,,,,,,,,,,,,PA488_54420_54415,Sporty Navy,,,,,,
product_variation,1858,14.2,,,,,,,,,,,,,,,,,,,,,,,,,PA488_54420_54416,Sporty Navy,,,,,,
product_variation,1858,14.2,,,,,,,,,,,,,,,,,,,,,,,,,PA488_54420_54417,Sporty Navy,,,,,,
product_variation,1858,14.2,,,,,,,,,,,,,,,,,,,,,,,,,PA488_54420_54418,Sporty Navy,,,,,,
product_variation,1858,14.2,,,,,,,,,,,,,,,,,,,,,,,,,PA488_54421_54414,Sporty Red,,,,,,
product_variation,1858,14.2,,,,,,,,,,,,,,,,,,,,,,,,,PA488_54421_54415,Sporty Red,,,,,,
product_variation,1858,14.2,,,,,,,,,,,,,,,,,,,,,,,,,PA488_54421_54416,Sporty Red,,,,,,
product_variation,1858,14.2,,,,,,,,,,,,,,,,,,,,,,,,,PA488_54421_54417,Sporty Red,,,,,,
product_variation,1858,14.2,,,,,,,,,,,,,,,,,,,,,,,,,PA488_54421_54418,Sporty Red,,,,,,
product_variation,1858,14.2,,,,,,,,,,,,,,,,,,,,,,,,,PA488_54422_54414,Sporty Royal Blue,,,,,,
product_variation,1858,14.2,,,,,,,,,,,,,,,,,,,,,,,,,PA488_54422_54415,Sporty Royal Blue,,,,,,
product_variation,1858,14.2,,,,,,,,,,,,,,,,,,,,,,,,,PA488_54422_54416,Sporty Royal Blue,,,,,,
product_variation,1858,14.2,,,,,,,,,,,,,,,,,,,,,,,,,PA488_54422_54417,Sporty Royal Blue,,,,,,
product_variation,1858,14.2,,,,,,,,,,,,,,,,,,,,,,,,,PA488_54422_54418,Sporty Royal Blue,,,,,,
product_variation,1858,14.2,,,,,,,,,,,,,,,,,,,,,,,,,PA488_54423_54414,White,,,,,,
product_variation,1858,14.2,,,,,,,,,,,,,,,,,,,,,,,,,PA488_54423_54415,White,,,,,,
product_variation,1858,14.2,,,,,,,,,,,,,,,,,,,,,,,,,PA488_54423_54416,White,,,,,,
product_variation,1858,14.2,,,,,,,,,,,,,,,,,,,,,,,,,PA488_54423_54417,White,,,,,,
product_variation,1858,14.2,,,,,,,,,,,,,,,,,,,,,,,,,PA488_54423_54418,White,,,,,,
product,1859,17.56,Heren-sportpolo,"100% piquépolyester Cool Plus®. Fitted pasvorm en moderne look. Kraag en mouwuiteinden in contrasterende ribboord. Knoopsluiting met 3 knopen (contrasterend of effen, afhankelijk van het model). Zijsplitten. Gecertificeerd STANDARD 100 by OEKO-TEX®N° CQ1007/7, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=251441&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,PROACT®,Kleding,Polo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251441&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251463&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251467&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251442&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251464&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251468&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251457&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251466&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251465&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251462&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251440&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251455&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=251456&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=374977&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=374976&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,
product_option,1859,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,
product_option,1859,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,
product_option,1859,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,
product_option,1859,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,
product_option,1859,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,
product_option,1859,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,
product_option,1859,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,
product_option,1859,,,,,,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,
product_option,1859,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Black / Red,RADIOBUTTONS,TRUE,,
product_option,1859,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Black / sporty grey,RADIOBUTTONS,TRUE,,
product_option,1859,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Black / Yellow,RADIOBUTTONS,TRUE,,
product_option,1859,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Lime / Sporty Navy,RADIOBUTTONS,TRUE,,
product_option,1859,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Red / Black,RADIOBUTTONS,TRUE,,
product_option,1859,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Sky Blue / Sporty Navy,RADIOBUTTONS,TRUE,,
product_option,1859,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,sporty grey / Black,RADIOBUTTONS,TRUE,,
product_option,1859,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Sporty Navy,RADIOBUTTONS,TRUE,,
product_option,1859,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Sporty Navy / Red,RADIOBUTTONS,TRUE,,
product_option,1859,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Sporty Navy / White,RADIOBUTTONS,TRUE,,
product_option,1859,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Sporty Royal Blue / sporty grey,RADIOBUTTONS,TRUE,,
product_option,1859,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Sporty Royal Blue / White / Red,RADIOBUTTONS,TRUE,,
product_option,1859,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,
product_option,1859,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,White / Red / Sporty Royal Blue,RADIOBUTTONS,TRUE,,
product_option,1859,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,White / sporty grey,RADIOBUTTONS,TRUE,,
product_option,1859,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,White / Sporty Navy,RADIOBUTTONS,TRUE,,
product_option,1859,,,,,,,,,,,,,,,,,,,,,,,,,,,,Color,Wine / sporty grey,RADIOBUTTONS,TRUE,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55800_54424,Black,,,,,,XS
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55800_54425,Black,,,,,,S
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55800_54426,Black,,,,,,M
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55800_54427,Black,,,,,,L
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55800_54428,Black,,,,,,XL
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55800_54429,Black,,,,,,XXL
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55800_54430,Black,,,,,,3XL
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_69740_54424,Black / Red,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_69740_54425,Black / Red,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_69740_54426,Black / Red,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_69740_54427,Black / Red,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_69740_54428,Black / Red,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_69740_54429,Black / Red,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_69740_54430,Black / Red,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_54431_54424,Black / sporty grey,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_54431_54425,Black / sporty grey,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_54431_54426,Black / sporty grey,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_54431_54427,Black / sporty grey,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_54431_54428,Black / sporty grey,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_54431_54429,Black / sporty grey,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_54431_54430,Black / sporty grey,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_69741_54424,Black / Yellow,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_69741_54425,Black / Yellow,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_69741_54426,Black / Yellow,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_69741_54427,Black / Yellow,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_69741_54428,Black / Yellow,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_69741_54429,Black / Yellow,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_69741_54430,Black / Yellow,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_54432_54424,Lime / Sporty Navy,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_54432_54425,Lime / Sporty Navy,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_54432_54426,Lime / Sporty Navy,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_54432_54427,Lime / Sporty Navy,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_54432_54428,Lime / Sporty Navy,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_54432_54429,Lime / Sporty Navy,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_54432_54430,Lime / Sporty Navy,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_54434_54424,Red / Black,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_54434_54425,Red / Black,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_54434_54426,Red / Black,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_54434_54427,Red / Black,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_54434_54428,Red / Black,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_54434_54429,Red / Black,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_54434_54430,Red / Black,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_54435_54424,Sky Blue / Sporty Navy,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_54435_54425,Sky Blue / Sporty Navy,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_54435_54426,Sky Blue / Sporty Navy,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_54435_54427,Sky Blue / Sporty Navy,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_54435_54428,Sky Blue / Sporty Navy,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_54435_54429,Sky Blue / Sporty Navy,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_54435_54430,Sky Blue / Sporty Navy,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55803_54424,sporty grey / Black,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55803_54425,sporty grey / Black,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55803_54426,sporty grey / Black,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55803_54427,sporty grey / Black,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55803_54428,sporty grey / Black,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55803_54429,sporty grey / Black,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55803_54430,sporty grey / Black,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55802_54424,Sporty Navy,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55802_54425,Sporty Navy,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55802_54426,Sporty Navy,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55802_54427,Sporty Navy,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55802_54428,Sporty Navy,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55802_54429,Sporty Navy,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55802_54430,Sporty Navy,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_69742_54424,Sporty Navy / Red,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_69742_54425,Sporty Navy / Red,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_69742_54426,Sporty Navy / Red,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_69742_54427,Sporty Navy / Red,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_69742_54428,Sporty Navy / Red,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_69742_54429,Sporty Navy / Red,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_69742_54430,Sporty Navy / Red,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_54433_54424,Sporty Navy / White,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_54433_54425,Sporty Navy / White,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_54433_54426,Sporty Navy / White,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_54433_54427,Sporty Navy / White,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_54433_54428,Sporty Navy / White,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_54433_54429,Sporty Navy / White,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_54433_54430,Sporty Navy / White,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55804_54424,Sporty Royal Blue / sporty grey,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55804_54425,Sporty Royal Blue / sporty grey,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55804_54426,Sporty Royal Blue / sporty grey,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55804_54427,Sporty Royal Blue / sporty grey,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55804_54428,Sporty Royal Blue / sporty grey,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55804_54429,Sporty Royal Blue / sporty grey,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55804_54430,Sporty Royal Blue / sporty grey,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55805_54424,Sporty Royal Blue / White / Red,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55805_54425,Sporty Royal Blue / White / Red,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55805_54426,Sporty Royal Blue / White / Red,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55805_54427,Sporty Royal Blue / White / Red,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55805_54428,Sporty Royal Blue / White / Red,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55805_54429,Sporty Royal Blue / White / Red,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55805_54430,Sporty Royal Blue / White / Red,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55808_54424,White,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55808_54425,White,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55808_54426,White,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55808_54427,White,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55808_54428,White,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55808_54429,White,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55808_54430,White,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55806_54424,White / Red / Sporty Royal Blue,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55806_54425,White / Red / Sporty Royal Blue,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55806_54426,White / Red / Sporty Royal Blue,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55806_54427,White / Red / Sporty Royal Blue,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55806_54428,White / Red / Sporty Royal Blue,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55806_54429,White / Red / Sporty Royal Blue,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55806_54430,White / Red / Sporty Royal Blue,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55807_54424,White / sporty grey,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55807_54425,White / sporty grey,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55807_54426,White / sporty grey,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55807_54427,White / sporty grey,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55807_54428,White / sporty grey,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55807_54429,White / sporty grey,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_55807_54430,White / sporty grey,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_54436_54424,White / Sporty Navy,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_54436_54425,White / Sporty Navy,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_54436_54426,White / Sporty Navy,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_54436_54427,White / Sporty Navy,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_54436_54428,White / Sporty Navy,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_54436_54429,White / Sporty Navy,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_54436_54430,White / Sporty Navy,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_60874_54424,Wine / sporty grey,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_60874_54425,Wine / sporty grey,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_60874_54426,Wine / sporty grey,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_60874_54427,Wine / sporty grey,,,,,,
product_variation,1859,17.56,,,,,,,,,,,,,,,,,,,,,,,,,PA489_60874_54428,Wine / sporty grey,,,,,,
