type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15,product_media_gallery_image_url_16,product_media_gallery_image_url_17,product_media_gallery_image_url_18,product_media_gallery_image_url_19,product_media_gallery_image_url_20,product_media_gallery_image_url_21,product_media_gallery_image_url_22,product_media_gallery_image_url_23,product_variation_option_Size
product_variation,413,24.4,,,,,,,,,,,,,,,,,,H476X_57585_57577,Heather Grey,,,,,,,,,,,,,,,,,
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_31292_57576,Navy,,,,,,,,,,,,,,,,,
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_31292_31285,Navy,,,,,,,,,,,,,,,,,
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_31292_31286,Navy,,,,,,,,,,,,,,,,,
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_31292_31287,Navy,,,,,,,,,,,,,,,,,
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_31292_31288,Navy,,,,,,,,,,,,,,,,,
product_variation,413,24.4,,,,,,,,,,,,,,,,,,H476X_57589_57577,Navy,,,,,,,,,,,,,,,,,
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_47692_57576,Silver Grey,,,,,,,,,,,,,,,,,
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_47692_31285,Silver Grey,,,,,,,,,,,,,,,,,
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_47692_31286,Silver Grey,,,,,,,,,,,,,,,,,
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_47692_31287,Silver Grey,,,,,,,,,,,,,,,,,
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_47692_31288,Silver Grey,,,,,,,,,,,,,,,,,
product_variation,413,24.4,,,,,,,,,,,,,,,,,,H476X_57590_57577,Silver Grey,,,,,,,,,,,,,,,,,
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_47693_57576,Turquoise,,,,,,,,,,,,,,,,,
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_47693_31285,Turquoise,,,,,,,,,,,,,,,,,
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_47693_31286,Turquoise,,,,,,,,,,,,,,,,,
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_47693_31287,Turquoise,,,,,,,,,,,,,,,,,
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_47693_31288,Turquoise,,,,,,,,,,,,,,,,,
product_variation,413,24.4,,,,,,,,,,,,,,,,,,H476X_57591_57577,Turquoise,,,,,,,,,,,,,,,,,
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_31289_57576,White,,,,,,,,,,,,,,,,,
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_31289_31285,White,,,,,,,,,,,,,,,,,
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_31289_31286,White,,,,,,,,,,,,,,,,,
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_31289_31287,White,,,,,,,,,,,,,,,,,
product_variation,413,23.52,,,,,,,,,,,,,,,,,,H476_31289_31288,White,,,,,,,,,,,,,,,,,
product_variation,413,24.4,,,,,,,,,,,,,,,,,,H476X_57592_57577,White,,,,,,,,,,,,,,,,,
product,414,29.44,Unisex Coolplus® Long Sleeved Polo Shirt,100% Coolplus® polyester. Micropiqué. Klassieke snit. Knooplijst met twee ton-sur-ton knopen. Kraag en mouwuiteinden in rib. Zijsplitten.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387475&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Henbury,Kleding,Polo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387475&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,414,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,414,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,414,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,414,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,414,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,414,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,414,,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,414,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_variation,414,29.44,,,,,,,,,,,,,,,,,,H478_50250_50249,Black,,,,,,,,,,,,,,,,,S
product_variation,414,29.44,,,,,,,,,,,,,,,,,,H478_50250_50251,Black,,,,,,,,,,,,,,,,,M
product_variation,414,29.44,,,,,,,,,,,,,,,,,,H478_50250_50252,Black,,,,,,,,,,,,,,,,,L
product_variation,414,29.44,,,,,,,,,,,,,,,,,,H478_50250_50253,Black,,,,,,,,,,,,,,,,,XL
product_variation,414,31.08,,,,,,,,,,,,,,,,,,H478X_50258_50257,Black,,,,,,,,,,,,,,,,,XXL
product_variation,414,29.44,,,,,,,,,,,,,,,,,,H478_50255_50249,Navy,,,,,,,,,,,,,,,,,
product_variation,414,29.44,,,,,,,,,,,,,,,,,,H478_50255_50251,Navy,,,,,,,,,,,,,,,,,
product_variation,414,29.44,,,,,,,,,,,,,,,,,,H478_50255_50252,Navy,,,,,,,,,,,,,,,,,
product_variation,414,29.44,,,,,,,,,,,,,,,,,,H478_50255_50253,Navy,,,,,,,,,,,,,,,,,
product_variation,414,31.08,,,,,,,,,,,,,,,,,,H478X_50260_50257,Navy,,,,,,,,,,,,,,,,,
product_variation,414,29.44,,,,,,,,,,,,,,,,,,H478_50256_50249,White,,,,,,,,,,,,,,,,,
product_variation,414,29.44,,,,,,,,,,,,,,,,,,H478_50256_50251,White,,,,,,,,,,,,,,,,,
product_variation,414,29.44,,,,,,,,,,,,,,,,,,H478_50256_50252,White,,,,,,,,,,,,,,,,,
product_variation,414,29.44,,,,,,,,,,,,,,,,,,H478_50256_50253,White,,,,,,,,,,,,,,,,,
product_variation,414,31.08,,,,,,,,,,,,,,,,,,H478X_50261_50257,White,,,,,,,,,,,,,,,,,
product,415,25.16,Men's Coolplus® Tipped Polo Shirt,100% Coolplus® polyester. Micro piqué. Knooplijst met twee ton-sur-ton knopen. Kraag en mouwuiteinde in rib en contrastkleur. Zijsplitten.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387477&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Henbury,Kleding,Polo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387477&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387476&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,415,,,,,,,,,,,,,,,,,,,,,Color,Black / Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,415,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,415,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,415,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,415,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,415,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,415,,,,,,,,,,,,,,,,,,,,,Color,Black / White,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,415,,,,,,,,,,,,,,,,,,,,,Color,Navy / White,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,415,,,,,,,,,,,,,,,,,,,,,Color,Royal / White,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_variation,415,25.16,,,,,,,,,,,,,,,,,,H482_50263_50262,Black / Red,,,,,,,,,,,,,,,,,S
product_variation,415,25.16,,,,,,,,,,,,,,,,,,H482_50263_50264,Black / Red,,,,,,,,,,,,,,,,,M
product_variation,415,25.16,,,,,,,,,,,,,,,,,,H482_50263_50265,Black / Red,,,,,,,,,,,,,,,,,L
product_variation,415,25.16,,,,,,,,,,,,,,,,,,H482_50263_50266,Black / Red,,,,,,,,,,,,,,,,,XL
product_variation,415,26.48,,,,,,,,,,,,,,,,,,H482X_50271_50270,Black / Red,,,,,,,,,,,,,,,,,XXL
product_variation,415,25.16,,,,,,,,,,,,,,,,,,H482_50267_50262,Black / White,,,,,,,,,,,,,,,,,
product_variation,415,25.16,,,,,,,,,,,,,,,,,,H482_50267_50264,Black / White,,,,,,,,,,,,,,,,,
product_variation,415,25.16,,,,,,,,,,,,,,,,,,H482_50267_50265,Black / White,,,,,,,,,,,,,,,,,
product_variation,415,25.16,,,,,,,,,,,,,,,,,,H482_50267_50266,Black / White,,,,,,,,,,,,,,,,,
product_variation,415,26.48,,,,,,,,,,,,,,,,,,H482X_50272_50270,Black / White,,,,,,,,,,,,,,,,,
product_variation,415,25.16,,,,,,,,,,,,,,,,,,H482_50268_50262,Navy / White,,,,,,,,,,,,,,,,,
product_variation,415,25.16,,,,,,,,,,,,,,,,,,H482_50268_50264,Navy / White,,,,,,,,,,,,,,,,,
product_variation,415,25.16,,,,,,,,,,,,,,,,,,H482_50268_50265,Navy / White,,,,,,,,,,,,,,,,,
product_variation,415,25.16,,,,,,,,,,,,,,,,,,H482_50268_50266,Navy / White,,,,,,,,,,,,,,,,,
product_variation,415,26.48,,,,,,,,,,,,,,,,,,H482X_50273_50270,Navy / White,,,,,,,,,,,,,,,,,
product_variation,415,25.16,,,,,,,,,,,,,,,,,,H482_50269_50262,Royal / White,,,,,,,,,,,,,,,,,
product_variation,415,25.16,,,,,,,,,,,,,,,,,,H482_50269_50264,Royal / White,,,,,,,,,,,,,,,,,
product_variation,415,25.16,,,,,,,,,,,,,,,,,,H482_50269_50265,Royal / White,,,,,,,,,,,,,,,,,
product_variation,415,25.16,,,,,,,,,,,,,,,,,,H482_50269_50266,Royal / White,,,,,,,,,,,,,,,,,
product_variation,415,26.48,,,,,,,,,,,,,,,,,,H482X_50274_50270,Royal / White,,,,,,,,,,,,,,,,,
product,416,35.36,Men's Mandarin Shirt with Roll-tab Sleeve,100% COFREX/PUFY® polyester permanent vochtafvoerend garen. Antibacteriële finish. Houdt de drager fris en droog. Bescherming tegen UV. Sneldrogend. Oprolbare mouwen met knoopjes. Klassieke fit.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387478&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Henbury,Kleding,Overhemd,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387478&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387479&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,416,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,416,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,416,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,416,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,416,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,416,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,416,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_variation,416,35.36,,,,,,,,,,,,,,,,,,H592_52206_52204,Black,,,,,,,,,,,,,,,,,XS
product_variation,416,35.36,,,,,,,,,,,,,,,,,,H592_52206_52202,Black,,,,,,,,,,,,,,,,,S
product_variation,416,35.36,,,,,,,,,,,,,,,,,,H592_52206_52201,Black,,,,,,,,,,,,,,,,,M
product_variation,416,35.36,,,,,,,,,,,,,,,,,,H592_52206_52200,Black,,,,,,,,,,,,,,,,,L
product_variation,416,35.36,,,,,,,,,,,,,,,,,,H592_52206_52203,Black,,,,,,,,,,,,,,,,,XL
product_variation,416,37,,,,,,,,,,,,,,,,,,H592X_52207_52205,Black,,,,,,,,,,,,,,,,,XXL
product,417,35.36,Ladies' Mandarin Shirt with Roll-tan Sleeve,100% COFREX/PUFY® polyester permanent vochtafvoerend garen. Antibacteriële finish. Houdt de drager fris en droog. Bescherming tegen UV. Sneldrogend. Oprolbare mouwen met knoopjes. Klassieke fit.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387469&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Henbury,Kleding,Overhemd,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387469&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387479&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,417,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,417,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,417,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,417,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,417,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,417,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,417,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_variation,417,35.36,,,,,,,,,,,,,,,,,,H593_52214_52212,Black,,,,,,,,,,,,,,,,,XS
product_variation,417,35.36,,,,,,,,,,,,,,,,,,H593_52214_52210,Black,,,,,,,,,,,,,,,,,S
product_variation,417,35.36,,,,,,,,,,,,,,,,,,H593_52214_52209,Black,,,,,,,,,,,,,,,,,M
product_variation,417,35.36,,,,,,,,,,,,,,,,,,H593_52214_52208,Black,,,,,,,,,,,,,,,,,L
product_variation,417,35.36,,,,,,,,,,,,,,,,,,H593_52214_52211,Black,,,,,,,,,,,,,,,,,XL
product_variation,417,37,,,,,,,,,,,,,,,,,,H593X_52215_52213,Black,,,,,,,,,,,,,,,,,XXL
product,418,23.52,Ladies pleat front blouse,"100% Cofrex polyester Pufy®: innovatieve stof die aanvoelt als katoen, anti-UV, ademend en snel drogend, kreukt niet. Halsopening met decoratieve plooitjes en sluiting met knopen achteraan. Mouwtjes. Rechte zoom. Gemakkelijk in onderhoud.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=407145&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Henbury,Kleding,Overhemd / Blouse,https://media.europeancatalog.com/ws.php?act=download&mamfileid=407145&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,418,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,418,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,418,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,418,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,418,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,418,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,418,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,418,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,418,,,,,,,,,,,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,418,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_variation,418,23.52,,,,,,,,,,,,,,,,,,H597_57602_57599,Black,,,,,,,,,,,,,,,,,XS
product_variation,418,23.52,,,,,,,,,,,,,,,,,,H597_57602_57597,Black,,,,,,,,,,,,,,,,,S
product_variation,418,23.52,,,,,,,,,,,,,,,,,,H597_57602_57596,Black,,,,,,,,,,,,,,,,,M
product_variation,418,23.52,,,,,,,,,,,,,,,,,,H597_57602_57595,Black,,,,,,,,,,,,,,,,,L
product_variation,418,23.52,,,,,,,,,,,,,,,,,,H597_57602_57598,Black,,,,,,,,,,,,,,,,,XL
product_variation,418,25.16,,,,,,,,,,,,,,,,,,H597X_57601_59235,Black,,,,,,,,,,,,,,,,,XXL
product_variation,418,25.16,,,,,,,,,,,,,,,,,,H597XX_62600_61646,Black,,,,,,,,,,,,,,,,,3XL
product_variation,418,25.16,,,,,,,,,,,,,,,,,,H597XX_62600_61647,Black,,,,,,,,,,,,,,,,,4XL
product_variation,418,23.52,,,,,,,,,,,,,,,,,,H597_57603_57599,White,,,,,,,,,,,,,,,,,
product_variation,418,23.52,,,,,,,,,,,,,,,,,,H597_57603_57597,White,,,,,,,,,,,,,,,,,
product_variation,418,23.52,,,,,,,,,,,,,,,,,,H597_57603_57596,White,,,,,,,,,,,,,,,,,
product_variation,418,23.52,,,,,,,,,,,,,,,,,,H597_57603_57595,White,,,,,,,,,,,,,,,,,
product_variation,418,23.52,,,,,,,,,,,,,,,,,,H597_57603_57598,White,,,,,,,,,,,,,,,,,
product_variation,418,25.16,,,,,,,,,,,,,,,,,,H597X_57604_59235,White,,,,,,,,,,,,,,,,,
product_variation,418,25.16,,,,,,,,,,,,,,,,,,H597XX_62601_61646,White,,,,,,,,,,,,,,,,,
product_variation,418,25.16,,,,,,,,,,,,,,,,,,H597XX_62601_61647,White,,,,,,,,,,,,,,,,,
product,419,35.36,Men's 65/35 Flat Fronted Chino Trousers,65% polyester / 35% katoen. Pantalon met rechte snit. 2 achterzakken met knoop. Zijzakken en ticketzakje. Riemlussen.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387465&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Henbury,Kleding,Broek/Kuitbroek,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387465&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387466&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,419,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,419,,,,,,,,,,,,,,,,,,,,,Size,40 EU (30 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,419,,,,,,,,,,,,,,,,,,,,,Size,42 EU (32 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,419,,,,,,,,,,,,,,,,,,,,,Size,44 EU (34 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,419,,,,,,,,,,,,,,,,,,,,,Size,46 EU (36 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,419,,,,,,,,,,,,,,,,,,,,,Size,48 EU (38 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,419,,,,,,,,,,,,,,,,,,,,,Size,50 EU (40 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_variation,419,35.36,,,,,,,,,,,,,,,,,,H640_44448_44447,Black,,,,,,,,,,,,,,,,,40 EU (30 UK)
product_variation,419,35.36,,,,,,,,,,,,,,,,,,H640_44448_44449,Black,,,,,,,,,,,,,,,,,42 EU (32 UK)
product_variation,419,35.36,,,,,,,,,,,,,,,,,,H640_44448_44450,Black,,,,,,,,,,,,,,,,,44 EU (34 UK)
product_variation,419,35.36,,,,,,,,,,,,,,,,,,H640_44448_44451,Black,,,,,,,,,,,,,,,,,46 EU (36 UK)
product_variation,419,35.36,,,,,,,,,,,,,,,,,,H640_44448_44452,Black,,,,,,,,,,,,,,,,,48 EU (38 UK)
product_variation,419,35.36,,,,,,,,,,,,,,,,,,H640_44448_44453,Black,,,,,,,,,,,,,,,,,50 EU (40 UK)
product,420,35.36,Ladies 65/35 Flat Fronted Chino Trousers,"65% polyester / 35% katoen. Damespantalon met een rechte nauwsluitende snit. 2 achterzakken met knoop, zijzakken. Riemlussen.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=387464&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Henbury,Kleding,Broek/Kuitbroek,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387464&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387463&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,420,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,420,,,,,,,,,,,,,,,,,,,,,Size,36 EU (8 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,420,,,,,,,,,,,,,,,,,,,,,Size,38 EU (10 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,420,,,,,,,,,,,,,,,,,,,,,Size,40 EU (12 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,420,,,,,,,,,,,,,,,,,,,,,Size,42 EU (14 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,420,,,,,,,,,,,,,,,,,,,,,Size,44 EU (16 UK),RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_variation,420,35.36,,,,,,,,,,,,,,,,,,H641_44455_44454,Black,,,,,,,,,,,,,,,,,36 EU (8 UK)
product_variation,420,35.36,,,,,,,,,,,,,,,,,,H641_44455_44456,Black,,,,,,,,,,,,,,,,,38 EU (10 UK)
product_variation,420,35.36,,,,,,,,,,,,,,,,,,H641_44455_44457,Black,,,,,,,,,,,,,,,,,40 EU (12 UK)
product_variation,420,35.36,,,,,,,,,,,,,,,,,,H641_44455_44458,Black,,,,,,,,,,,,,,,,,42 EU (14 UK)
product_variation,420,35.36,,,,,,,,,,,,,,,,,,H641_44455_44459,Black,,,,,,,,,,,,,,,,,44 EU (16 UK)
product,421,41.26,Cardigan met rits,"50% katoen / 50% acryl. Unisex cardigan met bomberkraag in fijn tricot van gauge 12. Semi-façonnémouwen. Ritssluiting aan de voorkant, met metalen rits en schuiver. 1x1 ribboord aan kraag, mouwuiteinden en onderkant. Omzoomde zakken vooraan.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=387461&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Henbury,Kleding,Pullover/Cardigan/Gilet,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387461&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=387462&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_option,421,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,421,,,,,,,,,,,,,,,,,,,,,Size,XXS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,421,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,421,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,421,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,421,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,421,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,421,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,421,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,421,,,,,,,,,,,,,,,,,,,,,Color,Grey Marl,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_option,421,,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,
product_variation,421,41.26,,,,,,,,,,,,,,,,,,H718_57625_57624,Black,,,,,,,,,,,,,,,,,XXS
product_variation,421,41.26,,,,,,,,,,,,,,,,,,H718_57625_57622,Black,,,,,,,,,,,,,,,,,XS
product_variation,421,41.26,,,,,,,,,,,,,,,,,,H718_57625_57620,Black,,,,,,,,,,,,,,,,,S
product_variation,421,41.26,,,,,,,,,,,,,,,,,,H718_57625_57619,Black,,,,,,,,,,,,,,,,,M
product_variation,421,41.26,,,,,,,,,,,,,,,,,,H718_57625_57618,Black,,,,,,,,,,,,,,,,,L
product_variation,421,41.26,,,,,,,,,,,,,,,,,,H718_57625_57621,Black,,,,,,,,,,,,,,,,,XL
product_variation,421,42.92,,,,,,,,,,,,,,,,,,H718X_57626_57623,Black,,,,,,,,,,,,,,,,,XXL
product_variation,421,44.22,,,,,,,,,,,,,,,,,,H718XX_57627_57617,Black,,,,,,,,,,,,,,,,,3XL
product_variation,421,41.26,,,,,,,,,,,,,,,,,,H718_57630_57624,Grey Marl,,,,,,,,,,,,,,,,,
product_variation,421,41.26,,,,,,,,,,,,,,,,,,H718_57630_57622,Grey Marl,,,,,,,,,,,,,,,,,
product_variation,421,41.26,,,,,,,,,,,,,,,,,,H718_57630_57620,Grey Marl,,,,,,,,,,,,,,,,,
product_variation,421,41.26,,,,,,,,,,,,,,,,,,H718_57630_57619,Grey Marl,,,,,,,,,,,,,,,,,
product_variation,421,41.26,,,,,,,,,,,,,,,,,,H718_57630_57618,Grey Marl,,,,,,,,,,,,,,,,,
product_variation,421,41.26,,,,,,,,,,,,,,,,,,H718_57630_57621,Grey Marl,,,,,,,,,,,,,,,,,
