type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_variation_option_Size
product_variation,1276,6.14,,,,,,,,,,,,,,KP225_80696_80691,Forest Green,,,,,,,,,
product_variation,1276,6.14,,,,,,,,,,,,,,KP225_80697_80691,Navy,,,,,,,,,
product_variation,1276,6.14,,,,,,,,,,,,,,KP225_80698_80691,Navy / White,,,,,,,,,
product_variation,1276,6.14,,,,,,,,,,,,,,KP225_80699_80691,Red,,,,,,,,,
product_variation,1276,6.14,,,,,,,,,,,,,,KP225_80700_80691,Red / White,,,,,,,,,
product_variation,1276,6.14,,,,,,,,,,,,,,KP225_80701_80691,Royal Blue / Black,,,,,,,,,
product_variation,1276,6.14,,,,,,,,,,,,,,KP225_80702_80691,Royal Blue / White,,,,,,,,,
product_variation,1276,6.14,,,,,,,,,,,,,,KP225_80703_80691,White,,,,,,,,,
product,1277,11.54,Bob in denim,"70% gerecycleerd katoen / 30% gerecycleerd polyester. Bob met oogjes in 2 maten. Omdat het gerecycleerd is, vervaagt de kleur van de stof niet.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=383815&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383815&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390693&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390695&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390694&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383814&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383812&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383809&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,
product_option,1277,,,,,,,,,,,,,,,,,Color,Recycled Denim,RADIOBUTTONS,TRUE,,,,,
product_option,1277,,,,,,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,,,,
product_option,1277,,,,,,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,,,,
product_variation,1277,11.54,,,,,,,,,,,,,,KP226_80706_80704,Recycled Denim,,,,,,,,,S/M
product_variation,1277,11.54,,,,,,,,,,,,,,KP226_80706_80705,Recycled Denim,,,,,,,,,L/XL
product,1278,11.4,Bob 'K-loop project',Bob met metalen oogjes. Deze bob is onderdeel van het ‘K-loop’-project. Het gebruikte katoen is afkomstig van het productieafval van katoenen kleding van het merk Kariban en van de lijn KARIBAN BRANDS. Het toegevoegde polyester komt van de recyclage van plastic flessen. Tijdens het recyclageproces worden aan het garen tracers toegevoegd die werken als een unieke vingerafdruk.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390691&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Muts,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390691&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390692&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383808&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383806&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383807&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383805&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,
product_option,1278,,,,,,,,,,,,,,,,,Color,Black Jhoot,RADIOBUTTONS,TRUE,,,,,
product_option,1278,,,,,,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,,,,
product_option,1278,,,,,,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,,,,
product_option,1278,,,,,,,,,,,,,,,,,Color,Navy Blue Jhoot,RADIOBUTTONS,TRUE,,,,,
product_option,1278,,,,,,,,,,,,,,,,,Color,Oxford Grey Jhoot,RADIOBUTTONS,TRUE,,,,,
product_variation,1278,11.4,,,,,,,,,,,,,,KP227_80709_80707,Black Jhoot,,,,,,,,,S/M
product_variation,1278,11.4,,,,,,,,,,,,,,KP227_80709_80708,Black Jhoot,,,,,,,,,L/XL
product_variation,1278,11.4,,,,,,,,,,,,,,KP227_80710_80707,Navy Blue Jhoot,,,,,,,,,
product_variation,1278,11.4,,,,,,,,,,,,,,KP227_80710_80708,Navy Blue Jhoot,,,,,,,,,
product_variation,1278,11.4,,,,,,,,,,,,,,KP227_80711_80707,Oxford Grey Jhoot,,,,,,,,,
product_variation,1278,11.4,,,,,,,,,,,,,,KP227_80711_80708,Oxford Grey Jhoot,,,,,,,,,
product,1279,7.14,Heren Sportpet Met 7 Panelen,100% polyester micro vezel. Uitsnijdingen in mesh. Verstelbaar door middel van klittenbandsluiting.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383831&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383831&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390726&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390728&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390727&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68500&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68498&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,
product_option,1279,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,1279,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,1279,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,
product_option,1279,,,,,,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,
product_option,1279,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,
product_variation,1279,7.14,,,,,,,,,,,,,,KP205_45970_45969,Black,,,,,,,,,One Size
product_variation,1279,7.14,,,,,,,,,,,,,,KP205_45971_45969,Navy,,,,,,,,,
product_variation,1279,7.14,,,,,,,,,,,,,,KP205_45972_45969,Red,,,,,,,,,
product_variation,1279,7.14,,,,,,,,,,,,,,KP205_45973_45969,White,,,,,,,,,
product,1280,10.9,Opvouwbare Sport Pet Met 7 Panelen,100% polyester microvezel. Voorklep kan gevouwen worden. Afgewerkt met gecontrasteerde netstructuur. Verstelbaar met klittenband.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383830&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383830&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390723&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390725&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390724&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=213869&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68502&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,
product_option,1280,,,,,,,,,,,,,,,,,Color,Red / Grey,RADIOBUTTONS,TRUE,,,,,
product_option,1280,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,1280,,,,,,,,,,,,,,,,,Color,White / Grey,RADIOBUTTONS,TRUE,,,,,
product_variation,1280,10.9,,,,,,,,,,,,,,KP206_45976_45974,Red / Grey,,,,,,,,,One Size
product_variation,1280,10.9,,,,,,,,,,,,,,KP206_45977_45974,White / Grey,,,,,,,,,
product,1281,5.36,Sportpet Met 6  Panelen,100% polyester piqué. Luchtgaatjes. Rand van de klep in contrastkleur. Afgezet met een band van badstof aan de binnenkant voor een optimaal comfort. Verstelbare sluiting van klittenband.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383829&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Cap,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383829&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390722&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=213867&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68506&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,
product_option,1281,,,,,,,,,,,,,,,,,Color,Black / Grey,RADIOBUTTONS,TRUE,,,,,
product_option,1281,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,1281,,,,,,,,,,,,,,,,,Color,Grey / Orange,RADIOBUTTONS,TRUE,,,,,
product_option,1281,,,,,,,,,,,,,,,,,Color,Navy / White,RADIOBUTTONS,TRUE,,,,,
product_option,1281,,,,,,,,,,,,,,,,,Color,Royal Blue / Black,RADIOBUTTONS,TRUE,,,,,
product_option,1281,,,,,,,,,,,,,,,,,Color,White / Aqua Blue,RADIOBUTTONS,TRUE,,,,,
product_option,1281,,,,,,,,,,,,,,,,,Color,White / Red,RADIOBUTTONS,TRUE,,,,,
product_variation,1281,5.36,,,,,,,,,,,,,,KP207_45979_45978,Black / Grey,,,,,,,,,One Size
product_variation,1281,5.36,,,,,,,,,,,,,,KP207_45980_45978,Grey / Orange,,,,,,,,,
product_variation,1281,5.36,,,,,,,,,,,,,,KP207_45982_45978,Navy / White,,,,,,,,,
product_variation,1281,5.36,,,,,,,,,,,,,,KP207_45983_45978,Royal Blue / Black,,,,,,,,,
product_variation,1281,5.36,,,,,,,,,,,,,,KP207_45984_45978,White / Aqua Blue,,,,,,,,,
product_variation,1281,5.36,,,,,,,,,,,,,,KP207_45985_45978,White / Red,,,,,,,,,
product,1282,20.7,Outdoor Hoed,100% polyester met inductie. Elliptische vorm. Brede soepele randen die gevouwen en vastgezet kunnen worden met drukknopen. Verluchtingsgaatjes. Koordje met stopper. Verkrijgbaar in 2 maten.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383803&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Hoed en accessoires,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383803&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390690&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390689&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390688&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=260805&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,
product_option,1282,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,1282,,,,,,,,,,,,,,,,,Size,56/58 cm,RADIOBUTTONS,TRUE,,,,,
product_option,1282,,,,,,,,,,,,,,,,,Size,60/62 cm,RADIOBUTTONS,TRUE,,,,,
product_variation,1282,20.7,,,,,,,,,,,,,,KP304_48635_46991,Black,,,,,,,,,56/58 cm
product_variation,1282,20.7,,,,,,,,,,,,,,KP304_48635_46993,Black,,,,,,,,,60/62 cm
product,1283,7.44,Hardloophandschoenen,93% Polyester / 7% elasthan. Ultralichte handschoenen voor tijdens het hardlopen.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68545&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Handschoenen,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68545&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,1283,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,1283,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,
product_option,1283,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,
product_option,1283,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,
product_option,1283,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,
product_variation,1283,7.44,,,,,,,,,,,,,,KP409_49453_49452,Black,,,,,,,,,S
product_variation,1283,7.44,,,,,,,,,,,,,,KP409_49453_49454,Black,,,,,,,,,M
product_variation,1283,7.44,,,,,,,,,,,,,,KP409_49453_49455,Black,,,,,,,,,L
product_variation,1283,7.44,,,,,,,,,,,,,,KP409_49453_49456,Black,,,,,,,,,XL
product,1284,4.66,Stola Met Franjes,100% katoen. Stola met franjes.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383802&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Kledingaccessoires,Sjaal,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383802&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390686&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390685&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68557&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390687&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,
product_option,1284,,,,,,,,,,,,,,,,,Color,Dark Grey / Light Grey,RADIOBUTTONS,TRUE,,,,,
product_option,1284,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,1284,,,,,,,,,,,,,,,,,Color,Marsala / Malva,RADIOBUTTONS,TRUE,,,,,
product_option,1284,,,,,,,,,,,,,,,,,Color,Natural / Beige,RADIOBUTTONS,TRUE,,,,,
product_option,1284,,,,,,,,,,,,,,,,,Color,Navy / Warm Navy,RADIOBUTTONS,TRUE,,,,,
product_variation,1284,4.66,,,,,,,,,,,,,,KP415_49471_49470,Dark Grey / Light Grey,,,,,,,,,One Size
product_variation,1284,4.66,,,,,,,,,,,,,,KP415_49472_49470,Marsala / Malva,,,,,,,,,
product_variation,1284,4.66,,,,,,,,,,,,,,KP415_49473_49470,Natural / Beige,,,,,,,,,
product_variation,1284,4.66,,,,,,,,,,,,,,KP415_49474_49470,Navy / Warm Navy,,,,,,,,,
product,1285,4.08,Katoenen Stola,100% katoen. Stola/sjaal van lichte stof.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383801&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Kledingaccessoires,Sjaal,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383801&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390684&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=390683&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68560&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68562&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,
product_option,1285,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,1285,,,,,,,,,,,,,,,,,Size,180x80cm,RADIOBUTTONS,TRUE,,,,,
product_option,1285,,,,,,,,,,,,,,,,,Color,Light Grey,RADIOBUTTONS,TRUE,,,,,
product_variation,1285,4.08,,,,,,,,,,,,,,KP416_49476_49475,Black,,,,,,,,,180x80cm
product_variation,1285,4.08,,,,,,,,,,,,,,KP416_49477_49475,Light Grey,,,,,,,,,
product,1286,3.64,Bandanadriehoek met fleecevoering,96% polyester / 4% elasthan. Bandanadriehoek met fleecevoering. Verstelbare klittenbandsluiting.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=213863&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Bandana,https://media.europeancatalog.com/ws.php?act=download&mamfileid=213863&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,1286,,,,,,,,,,,,,,,,,Color,Black / White,RADIOBUTTONS,TRUE,,,,,
product_option,1286,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_variation,1286,3.64,,,,,,,,,,,,,,KP419_60408_60407,Black / White,,,,,,,,,One Size
product,1287,7.5,Sporthandschoenen,Sporthandschoenen van 96% polyester / 4% elasthan.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=366903&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Handschoenen,https://media.europeancatalog.com/ws.php?act=download&mamfileid=366903&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,1287,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,1287,,,,,,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,,,,
product_option,1287,,,,,,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,,,,
product_variation,1287,7.5,,,,,,,,,,,,,,KP420_60411_60409,Black,,,,,,,,,S/M
product_variation,1287,7.5,,,,,,,,,,,,,,KP420_60411_60410,Black,,,,,,,,,L/XL
product,1288,7.54,Bivakmuts,Bivakmuts van 96% polyester / 4% elasthan. Perfect om te dragen onder een motorhelm.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=213861&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Balaclava,https://media.europeancatalog.com/ws.php?act=download&mamfileid=213861&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,1288,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,1288,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_variation,1288,7.54,,,,,,,,,,,,,,KP421_60413_60412,Black,,,,,,,,,One Size
product,1289,1.9,Gebreide hoofdband,"Omkeerbare, gebreide hoofdband van 100% acryl.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=213858&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Hoofdband,https://media.europeancatalog.com/ws.php?act=download&mamfileid=213858&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,1289,,,,,,,,,,,,,,,,,Color,Black / White,RADIOBUTTONS,TRUE,,,,,
product_option,1289,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,1289,,,,,,,,,,,,,,,,,Color,Fuchsia / Light Grey,RADIOBUTTONS,TRUE,,,,,
product_option,1289,,,,,,,,,,,,,,,,,Color,Navy / Lagoon,RADIOBUTTONS,TRUE,,,,,
product_option,1289,,,,,,,,,,,,,,,,,Color,Red / Dark Grey,RADIOBUTTONS,TRUE,,,,,
product_variation,1289,1.9,,,,,,,,,,,,,,KP422_60415_60414,Black / White,,,,,,,,,One Size
product_variation,1289,1.9,,,,,,,,,,,,,,KP422_60416_60414,Fuchsia / Light Grey,,,,,,,,,
product_variation,1289,1.9,,,,,,,,,,,,,,KP422_60417_60414,Navy / Lagoon,,,,,,,,,
product_variation,1289,1.9,,,,,,,,,,,,,,KP422_60418_60414,Red / Dark Grey,,,,,,,,,
product,1290,26.64,Plaid van fleece,Plaid van fleece van 100% polyester.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68575&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Huislinnen,Deco,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68575&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,1290,,,,,,,,,,,,,,,,,Color,Beige,RADIOBUTTONS,TRUE,,,,,
product_option,1290,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,1290,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,1290,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,
product_option,1290,,,,,,,,,,,,,,,,,Color,Praline Rose,RADIOBUTTONS,TRUE,,,,,
product_option,1290,,,,,,,,,,,,,,,,,Color,Steel Grey,RADIOBUTTONS,TRUE,,,,,
product_option,1290,,,,,,,,,,,,,,,,,Color,Wine,RADIOBUTTONS,TRUE,,,,,
product_variation,1290,26.64,,,,,,,,,,,,,,KP424_60420_60419,Beige,,,,,,,,,One Size
product_variation,1290,26.64,,,,,,,,,,,,,,KP424_60421_60419,Black,,,,,,,,,
product_variation,1290,26.64,,,,,,,,,,,,,,KP424_60422_60419,Navy,,,,,,,,,
product_variation,1290,26.64,,,,,,,,,,,,,,KP424_82077_60419,Praline Rose,,,,,,,,,
product_variation,1290,26.64,,,,,,,,,,,,,,KP424_80712_60419,Steel Grey,,,,,,,,,
product_variation,1290,26.64,,,,,,,,,,,,,,KP424_82152_60419,Wine,,,,,,,,,
product,1291,6.94,Handschoenen voor een aanraakscherm,100% acryl. Handschoenen waarmee een aanraakscherm kan worden bediend. Geleidende wijsvinger en duim aan iedere hand.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=366902&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Handschoenen,https://media.europeancatalog.com/ws.php?act=download&mamfileid=366902&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,1291,,,,,,,,,,,,,,,,,Color,Black / Dark Grey,RADIOBUTTONS,TRUE,,,,,
product_option,1291,,,,,,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,,,,
product_option,1291,,,,,,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,,,,
product_option,1291,,,,,,,,,,,,,,,,,Color,Navy / Light Grey,RADIOBUTTONS,TRUE,,,,,
product_variation,1291,6.94,,,,,,,,,,,,,,KP425_60424_60423,Black / Dark Grey,,,,,,,,,S/M
product_variation,1291,6.94,,,,,,,,,,,,,,KP425_60424_61016,Black / Dark Grey,,,,,,,,,L/XL
product_variation,1291,6.94,,,,,,,,,,,,,,KP425_60425_60423,Navy / Light Grey,,,,,,,,,
product_variation,1291,6.94,,,,,,,,,,,,,,KP425_60425_61016,Navy / Light Grey,,,,,,,,,
product,1292,9.36,Gebreide handschoenen Thinsulate™,100% acryl. Handschoenen met ultra-isolerende Thinsulate™ voering (wit 3M Thinsulate label genaaid op de bovenkant van de rechterpols) : warm en licht.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=267776&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Handschoenen,https://media.europeancatalog.com/ws.php?act=download&mamfileid=267776&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,1292,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,1292,,,,,,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,,,,
product_option,1292,,,,,,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,,,,
product_variation,1292,9.36,,,,,,,,,,,,,,KP426_60429_60426,Black,,,,,,,,,S/M
product_variation,1292,9.36,,,,,,,,,,,,,,KP426_60429_60427,Black,,,,,,,,,L/XL
product,1293,10.1,Handschoenen Thinsulate™ van fleece,Handschoenen van fleece van 100% polyester met Thinsulate™ voering. Versterkte handpalmen voor meer bescherming.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=267775&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Headwear & Accessoires,Handschoenen,https://media.europeancatalog.com/ws.php?act=download&mamfileid=267775&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,
product_option,1293,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,
product_option,1293,,,,,,,,,,,,,,,,,Size,S/M,RADIOBUTTONS,TRUE,,,,,
product_option,1293,,,,,,,,,,,,,,,,,Size,L/XL,RADIOBUTTONS,TRUE,,,,,
product_variation,1293,10.1,,,,,,,,,,,,,,KP427_60432_60430,Black,,,,,,,,,S/M
product_variation,1293,10.1,,,,,,,,,,,,,,KP427_60432_60431,Black,,,,,,,,,L/XL
product,1294,34.94,Plaid van sherpa,"Plaid van 100% polyester. Eén zijde van fleece, één zijde van sherpa.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=408886&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,K-up,Huislinnen,Deco,https://media.europeancatalog.com/ws.php?act=download&mamfileid=408886&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68581&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=68582&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,
product_option,1294,,,,,,,,,,,,,,,,,Color,Beige,RADIOBUTTONS,TRUE,,,,,
product_option,1294,,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,
product_option,1294,,,,,,,,,,,,,,,,,Color,Cherry Red,RADIOBUTTONS,TRUE,,,,,
product_option,1294,,,,,,,,,,,,,,,,,Color,Night Navy,RADIOBUTTONS,TRUE,,,,,
