type,product_internal_id,product_price,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_variation_sku,product_variation_option_Color,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_variation_option_Size,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12
product_variation,2118,48.18,,,,,,,,R121_58000_14423,Workguard Grey,,,,,,,,,,,,,,,,
product_variation,2118,48.18,,,,,,,,R121_58000_14424,Workguard Grey,,,,,,,,,,,,,,,,
product_variation,2118,48.18,,,,,,,,R121_58000_14425,Workguard Grey,,,,,,,,,,,,,,,,
product_variation,2118,48.18,,,,,,,,R121_58000_14426,Workguard Grey,,,,,,,,,,,,,,,,
product_variation,2118,48.18,,,,,,,,R121_58000_14427,Workguard Grey,,,,,,,,,,,,,,,,
product_variation,2118,48.18,,,,,,,,R121_58000_57997,Workguard Grey,,,,,,,,,,,,,,,,
product,2119,48.18,Ladies Classic Softshell Jacket,"Drielaagse stof, buitenkant: 93% polyester / 7% elasthan, een TPU waterdicht, winddicht en ademend membraan, binnenkant in 100% polyester microfleece voor extra warmte. Waterdicht tot 8000mm en ademend 1000g/m²/24h. Waterafstotende finish en winddicht. Zachte stretch. Comfortabele getailleerde snit voor extra bewegingsvrijheid. Stormoverslag aan de binnenkant. YKK®-ritssluiting. 2 zijzakken, 1 borstzak, 2 ruime binnenzakken en 1 binnenzak. Langer achterpand. Verstelbaar aanrijgkoord. Logo result.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=70931&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Kleding,Jas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=70931&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=70930&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,
product_option,2119,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2119,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2119,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2119,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2119,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2119,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2119,,,,,,,,,,,Color,Bottle Green,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2119,,,,,,,,,,,Color,Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2119,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2119,48.18,,,,,,,,R121F_44468_44467,Black,,,,,,,,,,,,,S,,,
product_variation,2119,48.18,,,,,,,,R121F_44468_44469,Black,,,,,,,,,,,,,M,,,
product_variation,2119,48.18,,,,,,,,R121F_44468_44470,Black,,,,,,,,,,,,,L,,,
product_variation,2119,48.18,,,,,,,,R121F_44468_44471,Black,,,,,,,,,,,,,XL,,,
product_variation,2119,48.18,,,,,,,,R121F_44468_44472,Black,,,,,,,,,,,,,XXL,,,
product_variation,2119,48.18,,,,,,,,R121F_58002_44467,Bottle Green,,,,,,,,,,,,,,,,
product_variation,2119,48.18,,,,,,,,R121F_58002_44469,Bottle Green,,,,,,,,,,,,,,,,
product_variation,2119,48.18,,,,,,,,R121F_58002_44470,Bottle Green,,,,,,,,,,,,,,,,
product_variation,2119,48.18,,,,,,,,R121F_58002_44471,Bottle Green,,,,,,,,,,,,,,,,
product_variation,2119,48.18,,,,,,,,R121F_58002_44472,Bottle Green,,,,,,,,,,,,,,,,
product_variation,2119,48.18,,,,,,,,R121F_44473_44467,Grey,,,,,,,,,,,,,,,,
product_variation,2119,48.18,,,,,,,,R121F_44473_44469,Grey,,,,,,,,,,,,,,,,
product_variation,2119,48.18,,,,,,,,R121F_44473_44470,Grey,,,,,,,,,,,,,,,,
product_variation,2119,48.18,,,,,,,,R121F_44473_44471,Grey,,,,,,,,,,,,,,,,
product_variation,2119,48.18,,,,,,,,R121F_44473_44472,Grey,,,,,,,,,,,,,,,,
product_variation,2119,48.18,,,,,,,,R121F_44474_44467,Navy,,,,,,,,,,,,,,,,
product_variation,2119,48.18,,,,,,,,R121F_44474_44469,Navy,,,,,,,,,,,,,,,,
product_variation,2119,48.18,,,,,,,,R121F_44474_44470,Navy,,,,,,,,,,,,,,,,
product_variation,2119,48.18,,,,,,,,R121F_44474_44471,Navy,,,,,,,,,,,,,,,,
product_variation,2119,48.18,,,,,,,,R121F_44474_44472,Navy,,,,,,,,,,,,,,,,
product,2120,41.28,Softshell Bodywarmer,"Drielaagse stof, buitenkant: 93% polyester / 7% elasthan, een TPU waterdicht, winddicht en ademend membraan, binnenkant in 100% polyester microfleece voor extra warmte. Waterdicht tot 8000mm en ademend 1000gr/m²/24h. Waterafstotende finish en winddicht. Zachte stretch. YKK®-ritssluiting. 2 zijzakken en 1 borstzak met rits. Inzetstuk aan de voor-en achterkant in contrastkleur. Verstelbaar aanrijgkoord aan de armsgaten en onderaan. Logo result.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=70935&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Kleding,Bodywarmer,https://media.europeancatalog.com/ws.php?act=download&mamfileid=70935&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=70936&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=70934&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392334&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,
product_option,2120,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2120,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2120,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2120,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2120,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2120,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2120,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2120,,,,,,,,,,,Color,Red / Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2120,,,,,,,,,,,Color,Workguard Grey,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2120,41.28,,,,,,,,R123_14535_14497,Black,,,,,,,,,,,,,S,,,
product_variation,2120,41.28,,,,,,,,R123_14535_14499,Black,,,,,,,,,,,,,M,,,
product_variation,2120,41.28,,,,,,,,R123_14535_14500,Black,,,,,,,,,,,,,L,,,
product_variation,2120,41.28,,,,,,,,R123_14535_14501,Black,,,,,,,,,,,,,XL,,,
product_variation,2120,41.28,,,,,,,,R123_14535_14503,Black,,,,,,,,,,,,,XXL,,,
product_variation,2120,41.28,,,,,,,,R123_58003_14497,Navy,,,,,,,,,,,,,,,,
product_variation,2120,41.28,,,,,,,,R123_58003_14499,Navy,,,,,,,,,,,,,,,,
product_variation,2120,41.28,,,,,,,,R123_58003_14500,Navy,,,,,,,,,,,,,,,,
product_variation,2120,41.28,,,,,,,,R123_58003_14501,Navy,,,,,,,,,,,,,,,,
product_variation,2120,41.28,,,,,,,,R123_58003_14503,Navy,,,,,,,,,,,,,,,,
product_variation,2120,41.28,,,,,,,,R123_14536_14497,Red / Black,,,,,,,,,,,,,,,,
product_variation,2120,41.28,,,,,,,,R123_14536_14499,Red / Black,,,,,,,,,,,,,,,,
product_variation,2120,41.28,,,,,,,,R123_14536_14500,Red / Black,,,,,,,,,,,,,,,,
product_variation,2120,41.28,,,,,,,,R123_14536_14501,Red / Black,,,,,,,,,,,,,,,,
product_variation,2120,41.28,,,,,,,,R123_14536_14503,Red / Black,,,,,,,,,,,,,,,,
product_variation,2120,41.28,,,,,,,,R123_58004_14497,Workguard Grey,,,,,,,,,,,,,,,,
product_variation,2120,41.28,,,,,,,,R123_58004_14499,Workguard Grey,,,,,,,,,,,,,,,,
product_variation,2120,41.28,,,,,,,,R123_58004_14500,Workguard Grey,,,,,,,,,,,,,,,,
product_variation,2120,41.28,,,,,,,,R123_58004_14501,Workguard Grey,,,,,,,,,,,,,,,,
product_variation,2120,41.28,,,,,,,,R123_58004_14503,Workguard Grey,,,,,,,,,,,,,,,,
product,2121,55.08,Softshell workwear jacket in ripstop Cordura®,"Drielaagse stof, buitenkant: 93% polyester / 7% elasthan, een TPU waterdicht, winddicht en ademend membraan, binnenkant in microfleece voor extra warmte. Waterdicht tot 8000mm en ademend 1000gr/m²/24h en winddicht. Stretch. Verstrekte schouders en ellebogen met Cordura®. Schouders zonder naden voor extra garantie mbt waterdichtheid. Piping met 3M™ Scothlight™  reflecterend materiaal. Stormoverslag aan de binnenkant. 2 grote voorzakken, 1 borstzak en 1 zak op de mouw. YKK®-ritssluiting. Verstelbaar aanrijgkoord. Logo result.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=392335&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Kleding,Jas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392335&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,
product_option,2121,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2121,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2121,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2121,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2121,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2121,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2121,,,,,,,,,,,Color,Grey / Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2121,,,,,,,,,,,Color,Navy / Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2121,55.08,,,,,,,,R124_14569_14552,Black,,,,,,,,,,,,,S,,,
product_variation,2121,55.08,,,,,,,,R124_14569_14553,Black,,,,,,,,,,,,,M,,,
product_variation,2121,55.08,,,,,,,,R124_14569_14554,Black,,,,,,,,,,,,,L,,,
product_variation,2121,55.08,,,,,,,,R124_14569_14555,Black,,,,,,,,,,,,,XL,,,
product_variation,2121,55.08,,,,,,,,R124_14569_14556,Black,,,,,,,,,,,,,XXL,,,
product_variation,2121,55.08,,,,,,,,R124_14570_14552,Grey / Black,,,,,,,,,,,,,,,,
product_variation,2121,55.08,,,,,,,,R124_14570_14553,Grey / Black,,,,,,,,,,,,,,,,
product_variation,2121,55.08,,,,,,,,R124_14570_14554,Grey / Black,,,,,,,,,,,,,,,,
product_variation,2121,55.08,,,,,,,,R124_14570_14555,Grey / Black,,,,,,,,,,,,,,,,
product_variation,2121,55.08,,,,,,,,R124_14570_14556,Grey / Black,,,,,,,,,,,,,,,,
product_variation,2121,55.08,,,,,,,,R124_14586_14552,Navy / Black,,,,,,,,,,,,,,,,
product_variation,2121,55.08,,,,,,,,R124_14586_14553,Navy / Black,,,,,,,,,,,,,,,,
product_variation,2121,55.08,,,,,,,,R124_14586_14554,Navy / Black,,,,,,,,,,,,,,,,
product_variation,2121,55.08,,,,,,,,R124_14586_14555,Navy / Black,,,,,,,,,,,,,,,,
product_variation,2121,55.08,,,,,,,,R124_14586_14556,Navy / Black,,,,,,,,,,,,,,,,
product,2122,42.66,Lance Ripstop Bodywarmer,"Buitenkant: 100% polyester ripstop met PVC coating. Wattering van polyester. Voering van 190T taffeta. Waterafstotend en winddicht. Afwerking met dubbele stiksels. Volledige ritssluiting met stormoverslag met drukknopen. Diepe armsgaten met elastiche aanrijgkoordjes. 2 drievoudige zakken, 1 borstzak, 1 gsm zakje en 1 binnenzak. Langer achterpand met elastisch aanrijgkoort ter hoogte van de heupen. Drukkersrits aan de onderkant en aan de linkerborst.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=392337&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Kleding,Bodywarmer,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392337&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392338&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392336&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,
product_option,2122,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2122,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2122,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2122,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2122,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2122,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2122,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2122,,,,,,,,,,,Color,Bottle Green,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2122,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2122,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2122,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2122,42.66,,,,,,,,R127_9256_9250,Black,,,,,,,,,,,,,S,,,
product_variation,2122,42.66,,,,,,,,R127_9256_9251,Black,,,,,,,,,,,,,M,,,
product_variation,2122,42.66,,,,,,,,R127_9256_9252,Black,,,,,,,,,,,,,L,,,
product_variation,2122,42.66,,,,,,,,R127_9256_9253,Black,,,,,,,,,,,,,XL,,,
product_variation,2122,42.66,,,,,,,,R127_9256_9254,Black,,,,,,,,,,,,,XXL,,,
product_variation,2122,42.66,,,,,,,,R127_9256_9255,Black,,,,,,,,,,,,,3XL,,,
product_variation,2122,42.66,,,,,,,,R127_9258_9250,Bottle Green,,,,,,,,,,,,,,,,
product_variation,2122,42.66,,,,,,,,R127_9258_9251,Bottle Green,,,,,,,,,,,,,,,,
product_variation,2122,42.66,,,,,,,,R127_9258_9252,Bottle Green,,,,,,,,,,,,,,,,
product_variation,2122,42.66,,,,,,,,R127_9258_9253,Bottle Green,,,,,,,,,,,,,,,,
product_variation,2122,42.66,,,,,,,,R127_9258_9254,Bottle Green,,,,,,,,,,,,,,,,
product_variation,2122,42.66,,,,,,,,R127_9258_9255,Bottle Green,,,,,,,,,,,,,,,,
product_variation,2122,42.66,,,,,,,,R127_9260_9250,Navy,,,,,,,,,,,,,,,,
product_variation,2122,42.66,,,,,,,,R127_9260_9251,Navy,,,,,,,,,,,,,,,,
product_variation,2122,42.66,,,,,,,,R127_9260_9252,Navy,,,,,,,,,,,,,,,,
product_variation,2122,42.66,,,,,,,,R127_9260_9253,Navy,,,,,,,,,,,,,,,,
product_variation,2122,42.66,,,,,,,,R127_9260_9254,Navy,,,,,,,,,,,,,,,,
product_variation,2122,42.66,,,,,,,,R127_9260_9255,Navy,,,,,,,,,,,,,,,,
product_variation,2122,42.66,,,,,,,,R127_9257_9250,Red,,,,,,,,,,,,,,,,
product_variation,2122,42.66,,,,,,,,R127_9257_9251,Red,,,,,,,,,,,,,,,,
product_variation,2122,42.66,,,,,,,,R127_9257_9252,Red,,,,,,,,,,,,,,,,
product_variation,2122,42.66,,,,,,,,R127_9257_9253,Red,,,,,,,,,,,,,,,,
product_variation,2122,42.66,,,,,,,,R127_9257_9254,Red,,,,,,,,,,,,,,,,
product_variation,2122,42.66,,,,,,,,R127_9257_9255,Red,,,,,,,,,,,,,,,,
product_variation,2122,42.66,,,,,,,,R127_9259_9250,Royal Blue,,,,,,,,,,,,,,,,
product_variation,2122,42.66,,,,,,,,R127_9259_9251,Royal Blue,,,,,,,,,,,,,,,,
product_variation,2122,42.66,,,,,,,,R127_9259_9252,Royal Blue,,,,,,,,,,,,,,,,
product_variation,2122,42.66,,,,,,,,R127_9259_9253,Royal Blue,,,,,,,,,,,,,,,,
product_variation,2122,42.66,,,,,,,,R127_9259_9254,Royal Blue,,,,,,,,,,,,,,,,
product_variation,2122,42.66,,,,,,,,R127_9259_9255,Royal Blue,,,,,,,,,,,,,,,,
product,2123,24.16,Tech Performance Sports Gloves,"Stof vervaardigd van 3 gelijmde lagen waterdicht 3000 mm en ademend 3000gr/m²/24h . Buitenlaag : 93% polyester / 7% elasthan. Middenlaag: waterdichte TPU membraan, ademend en winddicht. Binnenlaag: gebreid en geborsteld. Tech Performance' logo op de bovenkant van de handschoen.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=70948&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Headwear & Accessoires,Handschoenen,https://media.europeancatalog.com/ws.php?act=download&mamfileid=70948&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=70947&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,
product_option,2123,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2123,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2123,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2123,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2123,24.16,,,,,,,,R134X_22085_22082,Black,,,,,,,,,,,,,S,,,
product_variation,2123,24.16,,,,,,,,R134X_22085_22083,Black,,,,,,,,,,,,,M,,,
product_variation,2123,24.16,,,,,,,,R134X_22085_22084,Black,,,,,,,,,,,,,L,,,
product,2124,5.76,Polartherm™ tassel scarf,100% polyester Active Fleece met anti-pluisbehandeling. Sjaal met franjes. Extreem warm. Afmetingen: 155 x 25 cm.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=70951&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Headwear & Accessoires,Sjaal / Stola / Nekwarmer,https://media.europeancatalog.com/ws.php?act=download&mamfileid=70951&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,
product_option,2124,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2124,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2124,,,,,,,,,,,Color,Charcoal,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2124,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2124,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2124,,,,,,,,,,,Color,Yellow,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2124,5.76,,,,,,,,R143X_52465_52464,Black,,,,,,,,,,,,,One Size,,,
product_variation,2124,5.76,,,,,,,,R143X_52466_52464,Charcoal,,,,,,,,,,,,,,,,
product_variation,2124,5.76,,,,,,,,R143X_52467_52464,Navy,,,,,,,,,,,,,,,,
product_variation,2124,5.76,,,,,,,,R143X_52468_52464,Red,,,,,,,,,,,,,,,,
product_variation,2124,5.76,,,,,,,,R143X_52469_52464,Yellow,,,,,,,,,,,,,,,,
product,2125,12.08,Classic Heavy Knit Scarf,100% gebreid acryl. Dubbelaagse gebreide sjaal.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392339&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Headwear & Accessoires,Sjaal / Stola / Nekwarmer,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392339&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=70952&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,
product_option,2125,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2125,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2125,,,,,,,,,,,Color,Charcoal,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2125,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2125,12.08,,,,,,,,R145X_31804_31803,Black,,,,,,,,,,,,,One Size,,,
product_variation,2125,12.08,,,,,,,,R145X_31806_31803,Charcoal,,,,,,,,,,,,,,,,
product_variation,2125,12.08,,,,,,,,R145X_31805_31803,Navy,,,,,,,,,,,,,,,,
product,2126,6.88,Team Scarf,100% gebreid acryl. Zacht aanvoelend acryl. 6cm lange franjes aan beide kanten.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391817&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Headwear & Accessoires,Sjaal / Stola / Nekwarmer,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391817&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,
product_option,2126,,,,,,,,,,,Color,Black / Gold,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2126,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2126,,,,,,,,,,,Color,Black / White,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2126,,,,,,,,,,,Color,Fuchsia / White,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2126,,,,,,,,,,,Color,Kelly Green / White,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2126,,,,,,,,,,,Color,Navy / Gold,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2126,,,,,,,,,,,Color,Navy / Red,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2126,,,,,,,,,,,Color,Navy / Sky Blue,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2126,,,,,,,,,,,Color,Purple / Yellow,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2126,,,,,,,,,,,Color,Red / Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2126,,,,,,,,,,,Color,Red / White,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2126,,,,,,,,,,,Color,Royal Blue / White,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2126,,,,,,,,,,,Color,White / Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2126,6.88,,,,,,,,R146X_31794_31791,Black / Gold,,,,,,,,,,,,,One Size,,,
product_variation,2126,6.88,,,,,,,,R146X_31793_31791,Black / White,,,,,,,,,,,,,,,,
product_variation,2126,6.88,,,,,,,,R146X_31800_31791,Fuchsia / White,,,,,,,,,,,,,,,,
product_variation,2126,6.88,,,,,,,,R146X_31799_31791,Kelly Green / White,,,,,,,,,,,,,,,,
product_variation,2126,6.88,,,,,,,,R146X_31796_31791,Navy / Gold,,,,,,,,,,,,,,,,
product_variation,2126,6.88,,,,,,,,R146X_31797_31791,Navy / Red,,,,,,,,,,,,,,,,
product_variation,2126,6.88,,,,,,,,R146X_31798_31791,Navy / Sky Blue,,,,,,,,,,,,,,,,
product_variation,2126,6.88,,,,,,,,R146X_31802_31791,Purple / Yellow,,,,,,,,,,,,,,,,
product_variation,2126,6.88,,,,,,,,R146X_37286_31791,Red / Black,,,,,,,,,,,,,,,,
product_variation,2126,6.88,,,,,,,,R146X_31795_31791,Red / White,,,,,,,,,,,,,,,,
product_variation,2126,6.88,,,,,,,,R146X_31801_31791,Royal Blue / White,,,,,,,,,,,,,,,,
product_variation,2126,6.88,,,,,,,,R146X_31792_31791,White / Navy,,,,,,,,,,,,,,,,
product,2127,2.6,Inca Hat,Buitenkant 100% polyacryl en binnenkant microfleece. Warm en comfortabel. Bedekt de oren. Contasterende naden in grijs. Vlechten aan de zijkant.,,Result,Headwear & Accessoires,Muts,,,,,,,,,,,,,,,,,,,
product_option,2127,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2127,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2127,,,,,,,,,,,Color,Pink,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2127,,,,,,,,,,,Color,Purple,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2127,2.6,,,,,,,,R148X_37886_37884,Black,,,,,,,,,,,,,One Size,,,
product_variation,2127,2.6,,,,,,,,R148X_37887_37884,Pink,,,,,,,,,,,,,,,,
product_variation,2127,2.6,,,,,,,,R148X_37890_37884,Purple,,,,,,,,,,,,,,,,
product,2128,56.36,High-Viz Safety Jacket,"Buitenkant: 100% polyester oxford met PU coating. Wattering van 100% polyesterwatten. Voering van 190T polyester. 3000mm waterdicht. Winddicht.  EN ISO 20471:2013 Class 3. GO/RT 3279 Issue 8:2013 Class 3 (orange only).  Getapete naden. Capuchon in de kraag met aanrijgkoordjes. Eyelets onder de armen. Volledige ritssluiting met stormoverslag en drukknopen. 2 ruime voorzakken, 1 binnenzak en 1 zak voor gsm.  3M™ Scotchlite™ reflecterende tape genaaid 50mm. Drukkersrits.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=392316&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,Result,Kleding,Jas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392316&token=fEP6GP8lqVnvHdxFnIg93eaQ3FTQOo,,,,,,,,,,,,,,,,,,
product_option,2128,,,,,,,,,,,Color,Fluorescent Orange,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2128,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2128,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2128,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2128,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2128,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_option,2128,,,,,,,,,,,Color,Fluorescent Yellow,RADIOBUTTONS,TRUE,,,,,,,,,,,,
product_variation,2128,56.36,,,,,,,,R18OR_38112_38114,Fluorescent Orange,,,,,,,,,,,,,S,,,
product_variation,2128,56.36,,,,,,,,R18OR_38112_38113,Fluorescent Orange,,,,,,,,,,,,,M,,,
