type,product_internal_id,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_variation_sku,product_price,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15,product_media_gallery_image_url_16,product_media_gallery_image_url_17,product_media_gallery_image_url_18,product_media_gallery_image_url_19,product_media_gallery_image_url_20,product_media_gallery_image_url_21,product_media_gallery_image_url_22,product_media_gallery_image_url_23,product_media_gallery_image_url_24,product_media_gallery_image_url_25,product_media_gallery_image_url_26,product_media_gallery_image_url_27,product_media_gallery_image_url_28,product_media_gallery_image_url_29,product_media_gallery_image_url_30,product_media_gallery_image_url_31
product_option,0jbLGrtmVMvyEs9G,,,,,,,,,,,,,,,,,,,,,,,Color,Denim,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,0jbLGrtmVMvyEs9G,,,,,,,,,,,,,,,,,,,,,,,Size,42 NL (36 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,0jbLGrtmVMvyEs9G,,,,,,,,,,,,,,,,,,,,,,,Size,44 NL (38 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,0jbLGrtmVMvyEs9G,,,,,,,,,,,,,,,,,,,,,,,Size,46 NL (40 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,0jbLGrtmVMvyEs9G,,,,,,,,,,,,,,,,,,,,,,,Size,48 NL (42 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,0jbLGrtmVMvyEs9G,,,,,,,,,,,,,,,,,,,,,,,Size,50 NL (44 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,0jbLGrtmVMvyEs9G,,,,,,,,,,,,,,,,,,,,,,,Size,52 NL (46 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,0jbLGrtmVMvyEs9G,,,,,,,,,,,,,,,,,,,,,,,Size,54 NL (48 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,0jbLGrtmVMvyEs9G,,,,,,,,,,,,,,,,,,,,,,,Size,56 NL (50 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,0jbLGrtmVMvyEs9G,,,,,,,,,,,,,,,,,,,,,,,Size,58 NL (52 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,0jbLGrtmVMvyEs9G,,,,,,,,,,,,,,,,,,,,,,,Size,60 NL (54 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_variation,0jbLGrtmVMvyEs9G,,,,,,,,,,,,,,,,,,,PK730_75982_75972,65.64,Denim,42 NL (36 FR),,,,,,,,,,,,,,,,,,,,,,,
product_variation,0jbLGrtmVMvyEs9G,,,,,,,,,,,,,,,,,,,PK730_75982_75973,65.64,Denim,44 NL (38 FR),,,,,,,,,,,,,,,,,,,,,,,
product_variation,0jbLGrtmVMvyEs9G,,,,,,,,,,,,,,,,,,,PK730_75982_75974,65.64,Denim,46 NL (40 FR),,,,,,,,,,,,,,,,,,,,,,,
product_variation,0jbLGrtmVMvyEs9G,,,,,,,,,,,,,,,,,,,PK730_75982_75975,65.64,Denim,48 NL (42 FR),,,,,,,,,,,,,,,,,,,,,,,
product_variation,0jbLGrtmVMvyEs9G,,,,,,,,,,,,,,,,,,,PK730_75982_75976,65.64,Denim,50 NL (44 FR),,,,,,,,,,,,,,,,,,,,,,,
product_variation,0jbLGrtmVMvyEs9G,,,,,,,,,,,,,,,,,,,PK730_75982_75977,65.64,Denim,52 NL (46 FR),,,,,,,,,,,,,,,,,,,,,,,
product_variation,0jbLGrtmVMvyEs9G,,,,,,,,,,,,,,,,,,,PK730_75982_75978,65.64,Denim,54 NL (48 FR),,,,,,,,,,,,,,,,,,,,,,,
product_variation,0jbLGrtmVMvyEs9G,,,,,,,,,,,,,,,,,,,PK730_75982_75979,65.64,Denim,56 NL (50 FR),,,,,,,,,,,,,,,,,,,,,,,
product_variation,0jbLGrtmVMvyEs9G,,,,,,,,,,,,,,,,,,,PK730_75982_75980,65.64,Denim,58 NL (52 FR),,,,,,,,,,,,,,,,,,,,,,,
product_variation,0jbLGrtmVMvyEs9G,,,,,,,,,,,,,,,,,,,PK730_75982_75981,65.64,Denim,60 NL (54 FR),,,,,,,,,,,,,,,,,,,,,,,
product,YbTZMhQPL45MUqLY,Damesjeans,"99% denimkatoen / 1% elasthan. 32 kg. Ritssluiting met een metalen knoop en metalen klinknagels in dezelfde kleur, namelijk Old Brass. Twee zakken aan de voorkant, waarvan één met ticketzak. 2 opgezette achterzakken. Contrasterende, wijnrode naden. Tailleband met lussen en contrasterende binnenband aan de achterkant. Straight snit. Deze jeans werd gewassen met een speciale behandeling, waardoor er kleurverschillen kunnen zijn tussen de kledingstukken. Naarmate hij vaker wordt gewassen, krijgt hij een mooi patina. In contact met lichte kleuren kan de jeans kleur afgeven. Was hem apart. Geen merklabel, maar enkel een maatlabel voor eenvoudige personalisatie.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=356075&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kariban Premium,Kleding,Broek/Kuitbroek,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356075&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356074&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356073&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356072&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356078&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356077&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=379850&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356076&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=379849&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356071&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356070&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=379851&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=379848&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,
product_option,YbTZMhQPL45MUqLY,,,,,,,,,,,,,,,,,,,,,,,Color,Denim,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,YbTZMhQPL45MUqLY,,,,,,,,,,,,,,,,,,,,,,,Size,32 NL (34 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,YbTZMhQPL45MUqLY,,,,,,,,,,,,,,,,,,,,,,,Size,34 NL (36 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,YbTZMhQPL45MUqLY,,,,,,,,,,,,,,,,,,,,,,,Size,36 NL (38 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,YbTZMhQPL45MUqLY,,,,,,,,,,,,,,,,,,,,,,,Size,38 NL (40 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,YbTZMhQPL45MUqLY,,,,,,,,,,,,,,,,,,,,,,,Size,40 NL (42 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,YbTZMhQPL45MUqLY,,,,,,,,,,,,,,,,,,,,,,,Size,42 NL (44 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,YbTZMhQPL45MUqLY,,,,,,,,,,,,,,,,,,,,,,,Size,44 NL (46 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,YbTZMhQPL45MUqLY,,,,,,,,,,,,,,,,,,,,,,,Size,46 NL (48 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_variation,YbTZMhQPL45MUqLY,,,,,,,,,,,,,,,,,,,PK731_75991_75983,65.1,Denim,32 NL (34 FR),,,,,,,,,,,,,,,,,,,,,,,
product_variation,YbTZMhQPL45MUqLY,,,,,,,,,,,,,,,,,,,PK731_75991_75984,65.1,Denim,34 NL (36 FR),,,,,,,,,,,,,,,,,,,,,,,
product_variation,YbTZMhQPL45MUqLY,,,,,,,,,,,,,,,,,,,PK731_75991_75985,65.1,Denim,36 NL (38 FR),,,,,,,,,,,,,,,,,,,,,,,
product_variation,YbTZMhQPL45MUqLY,,,,,,,,,,,,,,,,,,,PK731_75991_75986,65.1,Denim,38 NL (40 FR),,,,,,,,,,,,,,,,,,,,,,,
product_variation,YbTZMhQPL45MUqLY,,,,,,,,,,,,,,,,,,,PK731_75991_75987,65.1,Denim,40 NL (42 FR),,,,,,,,,,,,,,,,,,,,,,,
product_variation,YbTZMhQPL45MUqLY,,,,,,,,,,,,,,,,,,,PK731_75991_75988,65.1,Denim,42 NL (44 FR),,,,,,,,,,,,,,,,,,,,,,,
product_variation,YbTZMhQPL45MUqLY,,,,,,,,,,,,,,,,,,,PK731_75991_75989,65.1,Denim,44 NL (46 FR),,,,,,,,,,,,,,,,,,,,,,,
product_variation,YbTZMhQPL45MUqLY,,,,,,,,,,,,,,,,,,,PK731_75991_75990,65.1,Denim,46 NL (48 FR),,,,,,,,,,,,,,,,,,,,,,,
product,TdvsdbA00UEcOpdI,Trendy damesbroek,"50% polyester / 23% viscose / 22% wol / 5% elasthan. Ton-sur-ton voering in 100% polyester. Broek met fitted pasvorm. 2 zijzakken. 2 omzoomde achterzakken. Zak in polyestertwill. Ritssluiting met een metalen haakje, binnenin beschermd door een stoffen band. Met een knoop voor meer comfort. Lussen voor een riem op de tailleband. Biesje aan de binnenkant, op de afwerking van de tailleband. Plooien aan de voorkant van de broekspijp. Geen merklabel, maar enkel een maatlabel voor eenvoudige personalisatie.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=356069&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kariban Premium,Kleding,Broek/Kuitbroek,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356069&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356068&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356153&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356152&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356151&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356155&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356154&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=379879&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=379887&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356066&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356067&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=356065&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380900&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380943&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,
product_option,TdvsdbA00UEcOpdI,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,TdvsdbA00UEcOpdI,,,,,,,,,,,,,,,,,,,,,,,Size,32 NL (34 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,TdvsdbA00UEcOpdI,,,,,,,,,,,,,,,,,,,,,,,Size,34 NL (36 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,TdvsdbA00UEcOpdI,,,,,,,,,,,,,,,,,,,,,,,Size,36 NL (38 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,TdvsdbA00UEcOpdI,,,,,,,,,,,,,,,,,,,,,,,Size,38 NL (40 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,TdvsdbA00UEcOpdI,,,,,,,,,,,,,,,,,,,,,,,Size,40 NL (42 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,TdvsdbA00UEcOpdI,,,,,,,,,,,,,,,,,,,,,,,Size,42 NL (44 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,TdvsdbA00UEcOpdI,,,,,,,,,,,,,,,,,,,,,,,Size,44 NL (46 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,TdvsdbA00UEcOpdI,,,,,,,,,,,,,,,,,,,,,,,Color,Eclipse Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,TdvsdbA00UEcOpdI,,,,,,,,,,,,,,,,,,,,,,,Size,32 NL (34 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,TdvsdbA00UEcOpdI,,,,,,,,,,,,,,,,,,,,,,,Size,34 NL (36 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,TdvsdbA00UEcOpdI,,,,,,,,,,,,,,,,,,,,,,,Size,36 NL (38 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,TdvsdbA00UEcOpdI,,,,,,,,,,,,,,,,,,,,,,,Size,38 NL (40 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,TdvsdbA00UEcOpdI,,,,,,,,,,,,,,,,,,,,,,,Size,40 NL (42 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,TdvsdbA00UEcOpdI,,,,,,,,,,,,,,,,,,,,,,,Size,42 NL (44 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,TdvsdbA00UEcOpdI,,,,,,,,,,,,,,,,,,,,,,,Size,44 NL (46 FR),RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_variation,TdvsdbA00UEcOpdI,,,,,,,,,,,,,,,,,,,PK750_75999_75992,67.64,Black,32 NL (34 FR),,,,,,,,,,,,,,,,,,,,,,,
product_variation,TdvsdbA00UEcOpdI,,,,,,,,,,,,,,,,,,,PK750_75999_75993,67.64,Black,34 NL (36 FR),,,,,,,,,,,,,,,,,,,,,,,
product_variation,TdvsdbA00UEcOpdI,,,,,,,,,,,,,,,,,,,PK750_75999_75994,67.64,Black,36 NL (38 FR),,,,,,,,,,,,,,,,,,,,,,,
product_variation,TdvsdbA00UEcOpdI,,,,,,,,,,,,,,,,,,,PK750_75999_75995,67.64,Black,38 NL (40 FR),,,,,,,,,,,,,,,,,,,,,,,
product_variation,TdvsdbA00UEcOpdI,,,,,,,,,,,,,,,,,,,PK750_75999_75996,67.64,Black,40 NL (42 FR),,,,,,,,,,,,,,,,,,,,,,,
product_variation,TdvsdbA00UEcOpdI,,,,,,,,,,,,,,,,,,,PK750_75999_75997,67.64,Black,42 NL (44 FR),,,,,,,,,,,,,,,,,,,,,,,
product_variation,TdvsdbA00UEcOpdI,,,,,,,,,,,,,,,,,,,PK750_75999_75998,67.64,Black,44 NL (46 FR),,,,,,,,,,,,,,,,,,,,,,,
product_variation,TdvsdbA00UEcOpdI,,,,,,,,,,,,,,,,,,,PK750_76000_75992,67.64,Eclipse Navy,32 NL (34 FR),,,,,,,,,,,,,,,,,,,,,,,
product_variation,TdvsdbA00UEcOpdI,,,,,,,,,,,,,,,,,,,PK750_76000_75993,67.64,Eclipse Navy,34 NL (36 FR),,,,,,,,,,,,,,,,,,,,,,,
product_variation,TdvsdbA00UEcOpdI,,,,,,,,,,,,,,,,,,,PK750_76000_75994,67.64,Eclipse Navy,36 NL (38 FR),,,,,,,,,,,,,,,,,,,,,,,
product_variation,TdvsdbA00UEcOpdI,,,,,,,,,,,,,,,,,,,PK750_76000_75995,67.64,Eclipse Navy,38 NL (40 FR),,,,,,,,,,,,,,,,,,,,,,,
product_variation,TdvsdbA00UEcOpdI,,,,,,,,,,,,,,,,,,,PK750_76000_75996,67.64,Eclipse Navy,40 NL (42 FR),,,,,,,,,,,,,,,,,,,,,,,
product_variation,TdvsdbA00UEcOpdI,,,,,,,,,,,,,,,,,,,PK750_76000_75997,67.64,Eclipse Navy,42 NL (44 FR),,,,,,,,,,,,,,,,,,,,,,,
product_variation,TdvsdbA00UEcOpdI,,,,,,,,,,,,,,,,,,,PK750_76000_75998,67.64,Eclipse Navy,44 NL (46 FR),,,,,,,,,,,,,,,,,,,,,,,
product,YCCJiBR2XlEbO7WN,Damesoverhemd van twill met lange mouwen,"100% katoen. Twillstof. Gemakkelijk in onderhoud (EasyCare-behandeling). Dubbel getwijnd garen 80 x 2 van topkwaliteit. Inzetsel aan de bovenkant van de rug. Onzichtbare knooplijst. Paarlemoeren knoopjes. Manchetten met 2 knopen met afgeronde hoeken. Geen merklabel, maar enkel een maatlabel voor eenvoudige personalisatie.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=355923&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kariban Premium,Kleding,Overhemd,https://media.europeancatalog.com/ws.php?act=download&mamfileid=355923&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=355920&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=355916&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=355914&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=355918&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=355912&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=355929&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=355931&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=355925&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=279856&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=355927&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=279855&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=279853&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380951&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380953&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=373007&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=380943&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=373008&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,
product_option,YCCJiBR2XlEbO7WN,,,,,,,,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,YCCJiBR2XlEbO7WN,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,YCCJiBR2XlEbO7WN,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,YCCJiBR2XlEbO7WN,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,YCCJiBR2XlEbO7WN,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,YCCJiBR2XlEbO7WN,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,YCCJiBR2XlEbO7WN,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,YCCJiBR2XlEbO7WN,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,YCCJiBR2XlEbO7WN,,,,,,,,,,,,,,,,,,,,,,,Color,Essential Light Blue,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,YCCJiBR2XlEbO7WN,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,YCCJiBR2XlEbO7WN,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,YCCJiBR2XlEbO7WN,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,YCCJiBR2XlEbO7WN,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,YCCJiBR2XlEbO7WN,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,YCCJiBR2XlEbO7WN,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,YCCJiBR2XlEbO7WN,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,YCCJiBR2XlEbO7WN,,,,,,,,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,YCCJiBR2XlEbO7WN,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,YCCJiBR2XlEbO7WN,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,YCCJiBR2XlEbO7WN,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,YCCJiBR2XlEbO7WN,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,YCCJiBR2XlEbO7WN,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,YCCJiBR2XlEbO7WN,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,YCCJiBR2XlEbO7WN,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,YCCJiBR2XlEbO7WN,,,,,,,,,,,,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,YCCJiBR2XlEbO7WN,,,,,,,,,,,,,,,,,,,,,,,Size,XS,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,YCCJiBR2XlEbO7WN,,,,,,,,,,,,,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,YCCJiBR2XlEbO7WN,,,,,,,,,,,,,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,YCCJiBR2XlEbO7WN,,,,,,,,,,,,,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,YCCJiBR2XlEbO7WN,,,,,,,,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,YCCJiBR2XlEbO7WN,,,,,,,,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_option,YCCJiBR2XlEbO7WN,,,,,,,,,,,,,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,,,,,,,,,,,,
product_variation,YCCJiBR2XlEbO7WN,,,,,,,,,,,,,,,,,,,PK507_75917_75910,71.14,Black,XS,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YCCJiBR2XlEbO7WN,,,,,,,,,,,,,,,,,,,PK507_75917_75911,71.14,Black,S,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YCCJiBR2XlEbO7WN,,,,,,,,,,,,,,,,,,,PK507_75917_75912,71.14,Black,M,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YCCJiBR2XlEbO7WN,,,,,,,,,,,,,,,,,,,PK507_75917_75913,71.14,Black,L,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YCCJiBR2XlEbO7WN,,,,,,,,,,,,,,,,,,,PK507_75917_75914,71.14,Black,XL,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YCCJiBR2XlEbO7WN,,,,,,,,,,,,,,,,,,,PK507_75917_75915,71.14,Black,XXL,,,,,,,,,,,,,,,,,,,,,,,
product_variation,YCCJiBR2XlEbO7WN,,,,,,,,,,,,,,,,,,,PK507_75917_75916,71.14,Black,3XL,,,,,,,,,,,,,,,,,,,,,,,
