type,product_internal_id,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_variation_sku,product_price,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8,product_media_gallery_image_url_9,product_media_gallery_image_url_10,product_media_gallery_image_url_11,product_media_gallery_image_url_12,product_media_gallery_image_url_13,product_media_gallery_image_url_14,product_media_gallery_image_url_15
product,mHXleNh7rLMbCVfB,Waterdichte reisrugzak,100 % polyester. <br/>Extra grote tas die ook als rugzak kan worden gebruikt. <br/>Deze tas is 100 % waterdicht. Comfortabele riemen. <br/>Handgrepen voor een goede grip en gemakkelijk transport. <br/>Veiligheidsnaden op de riemen van de tas om hem te verstevigen.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383667&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383667&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383669&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383666&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383670&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383671&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383668&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383665&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,
product_option,mHXleNh7rLMbCVfB,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,mHXleNh7rLMbCVfB,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,mHXleNh7rLMbCVfB,,,,,,,,,,,,KI0657_80424_80423,55.94,Black,One Size,,,,,,,,,,,,,,
product,w0nfdXLe9MSxEElt,Waterdichte opbergtas,"100 % polyester. <br/>Tas met schouderbanden, 100 % waterdicht. <br/>Roll-top-rolsluiting. <br/>Verschillende maten voor een grote inhoud. <br/>Ideaal voor watersporters of op de boot.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=383672&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383672&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=408893&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,
product_option,w0nfdXLe9MSxEElt,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,w0nfdXLe9MSxEElt,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,w0nfdXLe9MSxEElt,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,w0nfdXLe9MSxEElt,,,,,,,,,,,,,,,,Color,Light Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,w0nfdXLe9MSxEElt,,,,,,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,w0nfdXLe9MSxEElt,,,,,,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,w0nfdXLe9MSxEElt,,,,,,,,,,,,KI0656_80419_80417,39.2,Black,XL,,,,,,,,,,,,,,
product_variation,w0nfdXLe9MSxEElt,,,,,,,,,,,,KI0656X_80420_80418,42.24,Black,XXL,,,,,,,,,,,,,,
product_variation,w0nfdXLe9MSxEElt,,,,,,,,,,,,KI0656_80422_80417,39.2,Light Grey,XL,,,,,,,,,,,,,,
product_variation,w0nfdXLe9MSxEElt,,,,,,,,,,,,KI0656X_80421_80418,42.24,Light Grey,XXL,,,,,,,,,,,,,,
product,xfdDRevuVFKbfUH7,Shopper bamboe,54 % katoen/46 % bamboeviscose. Handgrepen: 70 cm.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=386312&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=386312&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,,
product_option,xfdDRevuVFKbfUH7,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,xfdDRevuVFKbfUH7,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,xfdDRevuVFKbfUH7,,,,,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,xfdDRevuVFKbfUH7,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,xfdDRevuVFKbfUH7,,,,,,,,,,,,KI0755_80470_80469,3.04,Black,One Size,,,,,,,,,,,,,,
product_variation,xfdDRevuVFKbfUH7,,,,,,,,,,,,KI0755_80471_80469,3.04,Natural,One Size,,,,,,,,,,,,,,
product,ekUxwY9W4lPYucHC,XL trolley,"100 % polyester. <br/>Portefeuille opening. <br/>Opening aan de bovenkant met groot vak voor eenvoudige personalisatie. <br/>Drukriemen aan de zijkant. Verstevigingsstaven en bescherming op de achterkant. <br/>Zijdelingse handgrepen aan de bovenkant voor eenvoudige hantering, zelfs volgeladen.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=383644&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383644&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383645&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383647&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383642&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383641&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383643&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383646&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,
product_option,ekUxwY9W4lPYucHC,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,ekUxwY9W4lPYucHC,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,ekUxwY9W4lPYucHC,,,,,,,,,,,,KI0845_80473_80472,228.16,Black,One Size,,,,,,,,,,,,,,
product,gRiW5rUWvnIhlykZ,Business Trolley,Speciale business trolleykoffer met de juiste handbagageafmetingen. <br/>Trolleysysteem in elegant gebogen aluminium. <br/>Voorvak dat dienst doet als aktetas. <br/>Gevoerd laptopvak. <br/>Groot kledingvak. <br/>100 % personaliseerbaar voorvak.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383640&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383640&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=408891&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,
product_option,gRiW5rUWvnIhlykZ,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,gRiW5rUWvnIhlykZ,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,gRiW5rUWvnIhlykZ,,,,,,,,,,,,KI0846_80475_80474,118.3,Black,One Size,,,,,,,,,,,,,,
product,upOLoWDcaEGUBaKk,Cabinetrolley,100 % polyester. <br/>Trolley geschikt als handbagage. <br/>Afneembaar voorpaneel voor eenvoudig bedrukken of borduren. <br/>Twee aparte binnenvakken.<br/> Versterkte rubberen handgrepen.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383639&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=383639&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,,
product_option,upOLoWDcaEGUBaKk,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,upOLoWDcaEGUBaKk,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,upOLoWDcaEGUBaKk,,,,,,,,,,,,,,,,Color,Tin Grey Heather,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,upOLoWDcaEGUBaKk,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,upOLoWDcaEGUBaKk,,,,,,,,,,,,KI0847_80477_80476,196.9,Black,One Size,,,,,,,,,,,,,,
product_variation,upOLoWDcaEGUBaKk,,,,,,,,,,,,KI0847_80478_80476,196.9,Tin Grey Heather,One Size,,,,,,,,,,,,,,
product,7kodgU11ZSuKdFqI,Schoenentas,Schoenentas van 600D polyester. Piping in contrastkleur. 2 eyelets.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67775&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67775&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,,
product_option,7kodgU11ZSuKdFqI,,,,,,,,,,,,,,,,Color,Black / Light Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,7kodgU11ZSuKdFqI,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,7kodgU11ZSuKdFqI,,,,,,,,,,,,,,,,Color,Capuccino / Orange,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,7kodgU11ZSuKdFqI,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,7kodgU11ZSuKdFqI,,,,,,,,,,,,,,,,Color,Light Grey / Purple,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,7kodgU11ZSuKdFqI,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,7kodgU11ZSuKdFqI,,,,,,,,,,,,,,,,Color,Navy / Slate Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,7kodgU11ZSuKdFqI,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,7kodgU11ZSuKdFqI,,,,,,,,,,,,,,,,Color,Red / Light Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,7kodgU11ZSuKdFqI,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,7kodgU11ZSuKdFqI,,,,,,,,,,,,,,,,Color,Royal Blue / Light Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,7kodgU11ZSuKdFqI,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,7kodgU11ZSuKdFqI,,,,,,,,,,,,KI0501_32362_32361,5.64,Black / Light Grey,One Size,,,,,,,,,,,,,,
product_variation,7kodgU11ZSuKdFqI,,,,,,,,,,,,KI0501_32363_32361,5.64,Capuccino / Orange,One Size,,,,,,,,,,,,,,
product_variation,7kodgU11ZSuKdFqI,,,,,,,,,,,,KI0501_32364_32361,5.64,Light Grey / Purple,One Size,,,,,,,,,,,,,,
product_variation,7kodgU11ZSuKdFqI,,,,,,,,,,,,KI0501_40232_32361,5.64,Navy / Slate Grey,One Size,,,,,,,,,,,,,,
product_variation,7kodgU11ZSuKdFqI,,,,,,,,,,,,KI0501_42133_32361,5.64,Red / Light Grey,One Size,,,,,,,,,,,,,,
product_variation,7kodgU11ZSuKdFqI,,,,,,,,,,,,KI0501_42134_32361,5.64,Royal Blue / Light Grey,One Size,,,,,,,,,,,,,,
product,UMMJZEYSpS2dje1c,Kofferbaktas,"Kofferbaktas in 600D polyester. 2 ruime compartimenten, voorvak, binnenvak met netvoering, opvouwbaar, metalen eylets.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67779&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67779&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67776&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67777&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,
product_option,UMMJZEYSpS2dje1c,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,UMMJZEYSpS2dje1c,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,UMMJZEYSpS2dje1c,,,,,,,,,,,,KI0507_37769_37768,30,Black,One Size,,,,,,,,,,,,,,
product,zDZgeLXvVWhP9ti9,Kofferbaktas,"Kofferbaktas in 600D polyester. Ruim compartiment wat dicht geritst kan worden aan de bovenkant, voorvak, binnenvak met netvoering, opvouwbaar, metalen eylets.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67783&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67783&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67780&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67781&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,
product_option,zDZgeLXvVWhP9ti9,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,zDZgeLXvVWhP9ti9,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,zDZgeLXvVWhP9ti9,,,,,,,,,,,,KI0508_37771_37770,21.66,Black,One Size,,,,,,,,,,,,,,
product,txdKChQxQOYihjnL,Vintage Canvas Reistas,"Canvas reistas met polyvinyl (PVC) handvatten, vintage look, gespen en ogen in oude koperen afwerking, buitenzak.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=207904&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207904&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67791&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=392227&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,
product_option,txdKChQxQOYihjnL,,,,,,,,,,,,,,,,Color,Vintage Kaki,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,txdKChQxQOYihjnL,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,txdKChQxQOYihjnL,,,,,,,,,,,,KI0603_31997_31996,40.46,Vintage Kaki,One Size,,,,,,,,,,,,,,
product,Or2TIVC3Uiy6HX1R,Sporttas,"Sporttas van 600D polyester + ripstop met PU backing, twee draaghengsels, verstelbare schouderriem, vak van mesh, ruime zijvakken.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=207673&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207673&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67795&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67794&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,
product_option,Or2TIVC3Uiy6HX1R,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,Or2TIVC3Uiy6HX1R,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,Or2TIVC3Uiy6HX1R,,,,,,,,,,,,,,,,Color,Black / Red,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,Or2TIVC3Uiy6HX1R,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,Or2TIVC3Uiy6HX1R,,,,,,,,,,,,,,,,Color,Black / Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,Or2TIVC3Uiy6HX1R,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,Or2TIVC3Uiy6HX1R,,,,,,,,,,,,,,,,Color,Fuchsia / Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,Or2TIVC3Uiy6HX1R,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,Or2TIVC3Uiy6HX1R,,,,,,,,,,,,,,,,Color,Navy / Light Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,Or2TIVC3Uiy6HX1R,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,Or2TIVC3Uiy6HX1R,,,,,,,,,,,,,,,,Color,Red / Slate Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,Or2TIVC3Uiy6HX1R,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,Or2TIVC3Uiy6HX1R,,,,,,,,,,,,,,,,Color,Reflex Blue / White / French Red,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,Or2TIVC3Uiy6HX1R,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,Or2TIVC3Uiy6HX1R,,,,,,,,,,,,,,,,Color,Slate Grey / Burnt Lime,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,Or2TIVC3Uiy6HX1R,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,Or2TIVC3Uiy6HX1R,,,,,,,,,,,,,,,,Color,Slate Grey / Orange,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,Or2TIVC3Uiy6HX1R,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,Or2TIVC3Uiy6HX1R,,,,,,,,,,,,,,,,Color,Yellow / Slate Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,Or2TIVC3Uiy6HX1R,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,Or2TIVC3Uiy6HX1R,,,,,,,,,,,,KI0607_46272_34858,14.84,Black,One Size,,,,,,,,,,,,,,
product_variation,Or2TIVC3Uiy6HX1R,,,,,,,,,,,,KI0607_46273_34858,14.84,Black / Red,One Size,,,,,,,,,,,,,,
product_variation,Or2TIVC3Uiy6HX1R,,,,,,,,,,,,KI0607_34862_34858,14.84,Black / Royal Blue,One Size,,,,,,,,,,,,,,
product_variation,Or2TIVC3Uiy6HX1R,,,,,,,,,,,,KI0607_46274_34858,14.84,Fuchsia / Black,One Size,,,,,,,,,,,,,,
product_variation,Or2TIVC3Uiy6HX1R,,,,,,,,,,,,KI0607_34861_34858,14.84,Navy / Light Grey,One Size,,,,,,,,,,,,,,
product_variation,Or2TIVC3Uiy6HX1R,,,,,,,,,,,,KI0607_34859_34858,14.84,Red / Slate Grey,One Size,,,,,,,,,,,,,,
product_variation,Or2TIVC3Uiy6HX1R,,,,,,,,,,,,KI0607_62802_34858,14.84,Reflex Blue / White / French Red,One Size,,,,,,,,,,,,,,
product_variation,Or2TIVC3Uiy6HX1R,,,,,,,,,,,,KI0607_34860_34858,14.84,Slate Grey / Burnt Lime,One Size,,,,,,,,,,,,,,
product_variation,Or2TIVC3Uiy6HX1R,,,,,,,,,,,,KI0607_46275_34858,14.84,Slate Grey / Orange,One Size,,,,,,,,,,,,,,
product_variation,Or2TIVC3Uiy6HX1R,,,,,,,,,,,,KI0607_46276_34858,14.84,Yellow / Slate Grey,One Size,,,,,,,,,,,,,,
product,vMGKDLoNngAd8dJh,Kitbag,Kitbag van 1680D polyester. Schoenenvak. Waterdichte rits. Schouderbanden. Metaalkleurige eyelets.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67796&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67796&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,,
product_option,vMGKDLoNngAd8dJh,,,,,,,,,,,,,,,,Color,Black / Light Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,vMGKDLoNngAd8dJh,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,vMGKDLoNngAd8dJh,,,,,,,,,,,,,,,,Color,Light Grey / Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,vMGKDLoNngAd8dJh,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,vMGKDLoNngAd8dJh,,,,,,,,,,,,,,,,Color,Navy / Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,vMGKDLoNngAd8dJh,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,vMGKDLoNngAd8dJh,,,,,,,,,,,,KI0609_37773_37772,21.66,Black / Light Grey,One Size,,,,,,,,,,,,,,
product_variation,vMGKDLoNngAd8dJh,,,,,,,,,,,,KI0609_37774_37772,21.66,Light Grey / Black,One Size,,,,,,,,,,,,,,
product_variation,vMGKDLoNngAd8dJh,,,,,,,,,,,,KI0609_42145_37772,21.66,Navy / Black,One Size,,,,,,,,,,,,,,
product,SeqwuY3eGF7zcYHv,Waterproof Barrel Bag,"Kitbag van polyvinyl (PVC) zeilstof, bovenkant met rits- en gesp-sluiting, verstelbare schouderbanden in webbing, voorzak met waterdichte rits.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67800&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67800&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67801&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,,,,,,,
product_option,SeqwuY3eGF7zcYHv,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,SeqwuY3eGF7zcYHv,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_variation,SeqwuY3eGF7zcYHv,,,,,,,,,,,,KI0613_43329_43328,24.34,Black,One Size,,,,,,,,,,,,,,
product,LXFol50ZMPPaSVpW,Multisporttas,Multisporttas van 600D polyester. Zijvak in mesh en apart vak voor schoenen. Afneembare gewatteerde schouderband.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=277809&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=277809&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=277810&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=277811&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67811&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67809&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67810&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=168934&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,
product_option,LXFol50ZMPPaSVpW,,,,,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,LXFol50ZMPPaSVpW,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,LXFol50ZMPPaSVpW,,,,,,,,,,,,,,,,Color,Black / Fuchsia,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,LXFol50ZMPPaSVpW,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,LXFol50ZMPPaSVpW,,,,,,,,,,,,,,,,Color,Dark Grey / Burnt Lime,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,LXFol50ZMPPaSVpW,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,LXFol50ZMPPaSVpW,,,,,,,,,,,,,,,,Color,Dark Grey / Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,LXFol50ZMPPaSVpW,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,LXFol50ZMPPaSVpW,,,,,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,LXFol50ZMPPaSVpW,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,LXFol50ZMPPaSVpW,,,,,,,,,,,,,,,,Color,Navy / Light Grey,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,LXFol50ZMPPaSVpW,,,,,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,,,,
product_option,LXFol50ZMPPaSVpW,,,,,,,,,,,,,,,,Color,Navy / Yellow,RADIOBUTTONS,TRUE,,,,,,,,,,
