type,product_internal_id,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_variation_sku,product_price,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_1,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8
product_option,YVNH7GWccwIIx0ns,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,YVNH7GWccwIIx0ns,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,YVNH7GWccwIIx0ns,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,YVNH7GWccwIIx0ns,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,YVNH7GWccwIIx0ns,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,
product_option,YVNH7GWccwIIx0ns,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,YVNH7GWccwIIx0ns,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,YVNH7GWccwIIx0ns,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,YVNH7GWccwIIx0ns,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,YVNH7GWccwIIx0ns,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,YVNH7GWccwIIx0ns,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,YVNH7GWccwIIx0ns,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,YVNH7GWccwIIx0ns,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,YVNH7GWccwIIx0ns,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,YVNH7GWccwIIx0ns,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,YVNH7GWccwIIx0ns,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,YVNH7GWccwIIx0ns,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,
product_option,YVNH7GWccwIIx0ns,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,YVNH7GWccwIIx0ns,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,YVNH7GWccwIIx0ns,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,YVNH7GWccwIIx0ns,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,YVNH7GWccwIIx0ns,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165C_6834_6833,33.24,Black,S,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165C_6834_6830,33.24,Black,M,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165C_6834_6831,33.24,Black,L,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165C_6834_6832,33.24,Black,XL,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165C_6834_62510,33.24,Black,XXL,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165CX_6838_82719,40.66,Black,3XL,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165CX_6838_82720,40.66,Black,4XL,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165C_49828_6833,33.24,Bottle Green,S,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165C_49828_6830,33.24,Bottle Green,M,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165C_49828_6831,33.24,Bottle Green,L,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165C_49828_6832,33.24,Bottle Green,XL,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165C_49828_62510,33.24,Bottle Green,XXL,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165C_65065_6833,33.24,Dark Heather Grey,S,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165C_65065_6830,33.24,Dark Heather Grey,M,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165C_65065_6831,33.24,Dark Heather Grey,L,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165C_65065_6832,33.24,Dark Heather Grey,XL,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165C_65065_62510,33.24,Dark Heather Grey,XXL,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165C_6836_6833,33.24,Deep Navy,S,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165C_6836_6830,33.24,Deep Navy,M,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165C_6836_6831,33.24,Deep Navy,L,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165C_6836_6832,33.24,Deep Navy,XL,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165C_6836_62510,33.24,Deep Navy,XXL,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165CX_6840_82719,40.66,Deep Navy,3XL,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165CX_6840_82720,40.66,Deep Navy,4XL,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165C_6835_6833,33.24,Heather Grey,S,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165C_6835_6830,33.24,Heather Grey,M,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165C_6835_6831,33.24,Heather Grey,L,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165C_6835_6832,33.24,Heather Grey,XL,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165C_6835_62510,33.24,Heather Grey,XXL,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165CX_6839_82719,40.66,Heather Grey,3XL,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165CX_6839_82720,40.66,Heather Grey,4XL,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165C_17936_6833,33.24,Red,S,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165C_17936_6830,33.24,Red,M,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165C_17936_6831,33.24,Red,L,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165C_17936_6832,33.24,Red,XL,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165C_17936_62510,33.24,Red,XXL,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165C_17935_6833,33.24,Royal Blue,S,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165C_17935_6830,33.24,Royal Blue,M,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165C_17935_6831,33.24,Royal Blue,L,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165C_17935_6832,33.24,Royal Blue,XL,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165C_17935_62510,33.24,Royal Blue,XXL,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165_6829_6828,33.24,White,S,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165_6829_6825,33.24,White,M,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165_6829_6826,33.24,White,L,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165_6829_6827,33.24,White,XL,,,,,,,,,,,,
product_variation,YVNH7GWccwIIx0ns,,,,,,,SC165_6829_52722,33.24,White,XXL,,,,,,,,,,,,
product,rPnHPEouMAAtaf8z,Valueweight Long Sleeve T (61-038-0),"100% katoen (Heather grey: 97% katoen / 3% polyester). Ronde hals met katoen / Lycra® met dubbele stiksels en nektape. Tubulaire snit. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 08-5295, Shirley.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=391116&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Fruit of the Loom,Kleding,T-shirt,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391116&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,5XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Color,Dark Heather Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Color,Deep Navy,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Color,Heather Grey,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,5XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Color,Light Graphite,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,rPnHPEouMAAtaf8z,,,,,,,,,,,Size,5XL,RADIOBUTTONS,TRUE,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201C_6868_32914,9.2,Black,S,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201C_6868_6867,9.2,Black,M,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201C_6868_6865,9.2,Black,L,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201C_6868_6866,9.2,Black,XL,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201CX_6872_6871,9.2,Black,XXL,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201CXX_58316_58313,12.54,Black,3XL,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201CXX_58316_58314,12.54,Black,4XL,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201CXX_58316_58315,12.54,Black,5XL,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201C_58318_32914,9.2,Dark Heather Grey,S,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201C_58318_6867,9.2,Dark Heather Grey,M,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201C_58318_6865,9.2,Dark Heather Grey,L,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201C_58318_6866,9.2,Dark Heather Grey,XL,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201CX_58317_6871,9.2,Dark Heather Grey,XXL,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201CXX_58319_58313,12.54,Dark Heather Grey,3XL,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201C_23212_32914,9.2,Deep Navy,S,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201C_23212_6867,9.2,Deep Navy,M,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201C_23212_6865,9.2,Deep Navy,L,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201C_23212_6866,9.2,Deep Navy,XL,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201CX_6873_6871,9.2,Deep Navy,XXL,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201CXX_58320_58313,12.54,Deep Navy,3XL,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201C_52729_32914,9.2,Heather Grey,S,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201C_52729_6867,9.2,Heather Grey,M,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201C_52729_6865,9.2,Heather Grey,L,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201C_52729_6866,9.2,Heather Grey,XL,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201CX_52730_6871,9.2,Heather Grey,XXL,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201CXX_58321_58313,12.54,Heather Grey,3XL,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201CXX_58321_58314,12.54,Heather Grey,4XL,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201CXX_58321_58315,12.54,Heather Grey,5XL,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201C_58323_32914,9.2,Light Graphite,S,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201C_58323_6867,9.2,Light Graphite,M,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201C_58323_6865,9.2,Light Graphite,L,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201C_58323_6866,9.2,Light Graphite,XL,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201CX_58324_6871,9.2,Light Graphite,XXL,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201CXX_58322_58313,12.54,Light Graphite,3XL,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201C_6870_32914,9.2,Red,S,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201C_6870_6867,9.2,Red,M,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201C_6870_6865,9.2,Red,L,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201C_6870_6866,9.2,Red,XL,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201CX_6874_6871,9.2,Red,XXL,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201CXX_58325_58313,12.54,Red,3XL,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201C_51011_32914,9.2,Royal Blue,S,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201C_51011_6867,9.2,Royal Blue,M,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201C_51011_6865,9.2,Royal Blue,L,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201C_51011_6866,9.2,Royal Blue,XL,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201CX_49831_6871,9.2,Royal Blue,XXL,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201CXX_58326_58313,12.54,Royal Blue,3XL,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201_6858_32912,7.56,White,S,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201_6858_6857,7.56,White,M,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201_6858_6855,7.56,White,L,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201_6858_6856,7.56,White,XL,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201X_6876_6875,7.56,White,XXL,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201XX_59188_59185,10.26,White,3XL,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201XX_59188_59186,10.26,White,4XL,,,,,,,,,,,,
product_variation,rPnHPEouMAAtaf8z,,,,,,,SC201XX_59188_59187,10.26,White,5XL,,,,,,,,,,,,
product,LaB13B7So6QUj5es,Valueweight T (61-036-0),"100% katoen (Ash: 99% katoen / 1% polyester, Heather grey: 97% katoen / 3% polyester - andere Heather kleuren 50% katoen / 50% polyester). Ronde hals met katoen en Lycra® en nektape. Tubulaire snit. Gecertificeerd STANDARD 100 by OEKO-TEX®N° 08-5295, Shirley.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=391113&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Fruit of the Loom,Kleding,T-shirt,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391113&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391114&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=391115&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,
product_option,LaB13B7So6QUj5es,,,,,,,,,,,Color,Ash,RADIOBUTTONS,TRUE,,,,,,,,
product_option,LaB13B7So6QUj5es,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,LaB13B7So6QUj5es,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,LaB13B7So6QUj5es,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,LaB13B7So6QUj5es,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,LaB13B7So6QUj5es,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,LaB13B7So6QUj5es,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,LaB13B7So6QUj5es,,,,,,,,,,,Color,Azur Blue,RADIOBUTTONS,TRUE,,,,,,,,
product_option,LaB13B7So6QUj5es,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,LaB13B7So6QUj5es,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,LaB13B7So6QUj5es,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,LaB13B7So6QUj5es,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,LaB13B7So6QUj5es,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,LaB13B7So6QUj5es,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,LaB13B7So6QUj5es,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,,
product_option,LaB13B7So6QUj5es,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,LaB13B7So6QUj5es,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,LaB13B7So6QUj5es,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,LaB13B7So6QUj5es,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,LaB13B7So6QUj5es,,,,,,,,,,,Size,XXL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,LaB13B7So6QUj5es,,,,,,,,,,,Size,3XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,LaB13B7So6QUj5es,,,,,,,,,,,Size,4XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,LaB13B7So6QUj5es,,,,,,,,,,,Size,5XL,RADIOBUTTONS,TRUE,,,,,,,,
product_option,LaB13B7So6QUj5es,,,,,,,,,,,Color,Bottle Green,RADIOBUTTONS,TRUE,,,,,,,,
product_option,LaB13B7So6QUj5es,,,,,,,,,,,Size,S,RADIOBUTTONS,TRUE,,,,,,,,
product_option,LaB13B7So6QUj5es,,,,,,,,,,,Size,M,RADIOBUTTONS,TRUE,,,,,,,,
product_option,LaB13B7So6QUj5es,,,,,,,,,,,Size,L,RADIOBUTTONS,TRUE,,,,,,,,
product_option,LaB13B7So6QUj5es,,,,,,,,,,,Size,XL,RADIOBUTTONS,TRUE,,,,,,,,
