type,product_internal_id,product_name,product_description,product_media_main_image_url,product_brand,product_category_1,product_category_2,product_media_gallery_image_url_1,product_variation_sku,product_price,product_variation_option_Color,product_variation_option_Size,product_option_name,product_option_value,product_option_type,product_option_is_required,product_media_gallery_image_url_2,product_media_gallery_image_url_3,product_media_gallery_image_url_4,product_media_gallery_image_url_5,product_media_gallery_image_url_6,product_media_gallery_image_url_7,product_media_gallery_image_url_8
product_option,WlNTQR5D67gFsmmU,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,WlNTQR5D67gFsmmU,,,,,,,,,,,,Color,Natural / Gold,RADIOBUTTONS,TRUE,,,,,,,
product_option,WlNTQR5D67gFsmmU,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,WlNTQR5D67gFsmmU,,,,,,,,,,,,Color,Saffron,RADIOBUTTONS,TRUE,,,,,,,
product_option,WlNTQR5D67gFsmmU,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,WlNTQR5D67gFsmmU,,,,,,,,,,,,Color,Turquoise,RADIOBUTTONS,TRUE,,,,,,,
product_option,WlNTQR5D67gFsmmU,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_variation,WlNTQR5D67gFsmmU,,,,,,,,KI0221C_62838_62837,7.9,Black / Silver,One Size,,,,,,,,,,,
product_variation,WlNTQR5D67gFsmmU,,,,,,,,KI0221C_62839_62837,7.9,Cherry Red / Gold,One Size,,,,,,,,,,,
product_variation,WlNTQR5D67gFsmmU,,,,,,,,KI0221_43220_43218,5.76,Lime Green,One Size,,,,,,,,,,,
product_variation,WlNTQR5D67gFsmmU,,,,,,,,KI0221N_61038_61037,5.56,Natural,One Size,,,,,,,,,,,
product_variation,WlNTQR5D67gFsmmU,,,,,,,,KI0221_62840_43218,5.76,Natural / Gold,One Size,,,,,,,,,,,
product_variation,WlNTQR5D67gFsmmU,,,,,,,,KI0221_43222_43218,5.76,Saffron,One Size,,,,,,,,,,,
product_variation,WlNTQR5D67gFsmmU,,,,,,,,KI0221_43223_43218,5.76,Turquoise,One Size,,,,,,,,,,,
product,KYYBnMq4UEJlxPSD,Basic shopper,"Katoenen shopper, katoenen 70 cm hengsels. Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ  1164/1 IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67588&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67588&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207677&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=207678&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Color,Arandano Red,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Color,Bright Turquoise,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Color,Burnt Lime,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Color,Burnt Orange,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Color,Cherry Red,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Color,Chocolate,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Color,Cool Grey,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Color,Cumin Yellow,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Color,Curcuma,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Color,Dark Khaki,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Color,Dark Pink,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Color,Delphinium Blue,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Color,Dusty Light Green,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Color,Forest Green,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Color,Ice Mint,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Color,Iris Blue,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Color,Kelly Green,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Color,Lagoon,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Color,Light Violet,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Color,Magenta,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Color,Marsala,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Color,Navy,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Color,Orange,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Color,Pistachio Green,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Color,Purple,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Color,Radiant Orchid,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Color,Red,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Color,Royal Blue,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Color,Sage,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Color,Spicy Orange,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Color,Tropical Blue,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Color,Turquoise,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Color,Wet Sand,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Color,White,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Color,Wine,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Color,Yellow,RADIOBUTTONS,TRUE,,,,,,,
product_option,KYYBnMq4UEJlxPSD,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_variation,KYYBnMq4UEJlxPSD,,,,,,,,KI0223C_60166_49804,2.14,Arandano Red,One Size,,,,,,,,,,,
product_variation,KYYBnMq4UEJlxPSD,,,,,,,,KI0223C_49805_49804,2.14,Black,One Size,,,,,,,,,,,
product_variation,KYYBnMq4UEJlxPSD,,,,,,,,KI0223C_80390_49804,2.14,Bright Turquoise,One Size,,,,,,,,,,,
product_variation,KYYBnMq4UEJlxPSD,,,,,,,,KI0223C_49806_49804,2.14,Burnt Lime,One Size,,,,,,,,,,,
product_variation,KYYBnMq4UEJlxPSD,,,,,,,,KI0223C_60168_49804,2.14,Burnt Orange,One Size,,,,,,,,,,,
product_variation,KYYBnMq4UEJlxPSD,,,,,,,,KI0223C_60169_49804,2.14,Cherry Red,One Size,,,,,,,,,,,
product_variation,KYYBnMq4UEJlxPSD,,,,,,,,KI0223C_76909_49804,2.14,Chocolate,One Size,,,,,,,,,,,
product_variation,KYYBnMq4UEJlxPSD,,,,,,,,KI0223C_49807_49804,2.14,Cool Grey,One Size,,,,,,,,,,,
product_variation,KYYBnMq4UEJlxPSD,,,,,,,,KI0223C_60170_49804,2.14,Cumin Yellow,One Size,,,,,,,,,,,
product_variation,KYYBnMq4UEJlxPSD,,,,,,,,KI0223C_70126_49804,2.14,Curcuma,One Size,,,,,,,,,,,
product_variation,KYYBnMq4UEJlxPSD,,,,,,,,KI0223C_49808_49804,2.14,Dark Grey,One Size,,,,,,,,,,,
product_variation,KYYBnMq4UEJlxPSD,,,,,,,,KI0223C_76910_49804,2.14,Dark Khaki,One Size,,,,,,,,,,,
product_variation,KYYBnMq4UEJlxPSD,,,,,,,,KI0223C_60171_49804,2.14,Dark Pink,One Size,,,,,,,,,,,
product_variation,KYYBnMq4UEJlxPSD,,,,,,,,KI0223C_60172_49804,2.14,Delphinium Blue,One Size,,,,,,,,,,,
product_variation,KYYBnMq4UEJlxPSD,,,,,,,,KI0223C_60173_49804,2.14,Dusty Light Green,One Size,,,,,,,,,,,
product_variation,KYYBnMq4UEJlxPSD,,,,,,,,KI0223C_76911_49804,2.14,Forest Green,One Size,,,,,,,,,,,
product_variation,KYYBnMq4UEJlxPSD,,,,,,,,KI0223C_70127_49804,2.14,Ice Mint,One Size,,,,,,,,,,,
product_variation,KYYBnMq4UEJlxPSD,,,,,,,,KI0223C_60174_49804,2.14,Iris Blue,One Size,,,,,,,,,,,
product_variation,KYYBnMq4UEJlxPSD,,,,,,,,KI0223C_49809_49804,2.14,Kelly Green,One Size,,,,,,,,,,,
product_variation,KYYBnMq4UEJlxPSD,,,,,,,,KI0223C_60175_49804,2.14,Lagoon,One Size,,,,,,,,,,,
product_variation,KYYBnMq4UEJlxPSD,,,,,,,,KI0223C_60176_49804,2.14,Light Violet,One Size,,,,,,,,,,,
product_variation,KYYBnMq4UEJlxPSD,,,,,,,,KI0223C_60177_49804,2.14,Magenta,One Size,,,,,,,,,,,
product_variation,KYYBnMq4UEJlxPSD,,,,,,,,KI0223C_60178_49804,2.14,Marsala,One Size,,,,,,,,,,,
product_variation,KYYBnMq4UEJlxPSD,,,,,,,,KI0223N_49818_49817,1.54,Natural,One Size,,,,,,,,,,,
product_variation,KYYBnMq4UEJlxPSD,,,,,,,,KI0223C_49810_49804,2.14,Navy,One Size,,,,,,,,,,,
product_variation,KYYBnMq4UEJlxPSD,,,,,,,,KI0223C_49811_49804,2.14,Orange,One Size,,,,,,,,,,,
product_variation,KYYBnMq4UEJlxPSD,,,,,,,,KI0223C_60179_49804,2.14,Pistachio Green,One Size,,,,,,,,,,,
product_variation,KYYBnMq4UEJlxPSD,,,,,,,,KI0223C_76912_49804,2.14,Purple,One Size,,,,,,,,,,,
product_variation,KYYBnMq4UEJlxPSD,,,,,,,,KI0223C_60180_49804,2.14,Radiant Orchid,One Size,,,,,,,,,,,
product_variation,KYYBnMq4UEJlxPSD,,,,,,,,KI0223C_49813_49804,2.14,Red,One Size,,,,,,,,,,,
product_variation,KYYBnMq4UEJlxPSD,,,,,,,,KI0223C_49814_49804,2.14,Royal Blue,One Size,,,,,,,,,,,
product_variation,KYYBnMq4UEJlxPSD,,,,,,,,KI0223C_76913_49804,2.14,Sage,One Size,,,,,,,,,,,
product_variation,KYYBnMq4UEJlxPSD,,,,,,,,KI0223C_60181_49804,2.14,Spicy Orange,One Size,,,,,,,,,,,
product_variation,KYYBnMq4UEJlxPSD,,,,,,,,KI0223C_76914_49804,2.14,Tropical Blue,One Size,,,,,,,,,,,
product_variation,KYYBnMq4UEJlxPSD,,,,,,,,KI0223C_49815_49804,2.14,Turquoise,One Size,,,,,,,,,,,
product_variation,KYYBnMq4UEJlxPSD,,,,,,,,KI0223C_70128_49804,2.14,Wet Sand,One Size,,,,,,,,,,,
product_variation,KYYBnMq4UEJlxPSD,,,,,,,,KI0223_43237_43232,2,White,One Size,,,,,,,,,,,
product_variation,KYYBnMq4UEJlxPSD,,,,,,,,KI0223C_60182_49804,2.14,Wine,One Size,,,,,,,,,,,
product_variation,KYYBnMq4UEJlxPSD,,,,,,,,KI0223C_49816_49804,2.14,Yellow,One Size,,,,,,,,,,,
product,WsMnV3mZMBdlkSvn,100% natuurlijke Jute tas,Zachte jute tas van geverfde draden. Katoenen hengsels.,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67591&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67591&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,
product_option,WsMnV3mZMBdlkSvn,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,WsMnV3mZMBdlkSvn,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,WsMnV3mZMBdlkSvn,,,,,,,,,,,,Color,Natural / Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,WsMnV3mZMBdlkSvn,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,WsMnV3mZMBdlkSvn,,,,,,,,,,,,Color,Natural / Blue Ink,RADIOBUTTONS,TRUE,,,,,,,
product_option,WsMnV3mZMBdlkSvn,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,WsMnV3mZMBdlkSvn,,,,,,,,,,,,Color,Natural / Capuccino,RADIOBUTTONS,TRUE,,,,,,,
product_option,WsMnV3mZMBdlkSvn,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,WsMnV3mZMBdlkSvn,,,,,,,,,,,,Color,Natural / Military Green,RADIOBUTTONS,TRUE,,,,,,,
product_option,WsMnV3mZMBdlkSvn,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,WsMnV3mZMBdlkSvn,,,,,,,,,,,,Color,Natural / Saffron,RADIOBUTTONS,TRUE,,,,,,,
product_option,WsMnV3mZMBdlkSvn,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,WsMnV3mZMBdlkSvn,,,,,,,,,,,,Color,Natural / Water Green,RADIOBUTTONS,TRUE,,,,,,,
product_option,WsMnV3mZMBdlkSvn,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_variation,WsMnV3mZMBdlkSvn,,,,,,,,KI0226_46864_46863,5.84,Black,One Size,,,,,,,,,,,
product_variation,WsMnV3mZMBdlkSvn,,,,,,,,KI0226_46865_46863,5.84,Natural / Black,One Size,,,,,,,,,,,
product_variation,WsMnV3mZMBdlkSvn,,,,,,,,KI0226_46867_46863,5.84,Natural / Blue Ink,One Size,,,,,,,,,,,
product_variation,WsMnV3mZMBdlkSvn,,,,,,,,KI0226_46866_46863,5.84,Natural / Capuccino,One Size,,,,,,,,,,,
product_variation,WsMnV3mZMBdlkSvn,,,,,,,,KI0226_46868_46863,5.84,Natural / Military Green,One Size,,,,,,,,,,,
product_variation,WsMnV3mZMBdlkSvn,,,,,,,,KI0226_46870_46863,5.84,Natural / Saffron,One Size,,,,,,,,,,,
product_variation,WsMnV3mZMBdlkSvn,,,,,,,,KI0226_46871_46863,5.84,Natural / Water Green,One Size,,,,,,,,,,,
product,1dk7r1WAS2YwjQgp,100% natuurlijke modieuze Jute tas,"Tas van 100% zacht natuurlijk jute van geverfde draden. Tas met matchende hengels. Binnenvak met rits. Natural Kleur: Gecertificeerd STANDARD 100 by OEKO-TEX® N° CQ 1164/1, IFTH.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=67592&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67592&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,,,,,,,
product_option,1dk7r1WAS2YwjQgp,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,
product_option,1dk7r1WAS2YwjQgp,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,1dk7r1WAS2YwjQgp,,,,,,,,,,,,Color,Natural / Capuccino,RADIOBUTTONS,TRUE,,,,,,,
product_option,1dk7r1WAS2YwjQgp,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,1dk7r1WAS2YwjQgp,,,,,,,,,,,,Color,Natural / Saffron,RADIOBUTTONS,TRUE,,,,,,,
product_option,1dk7r1WAS2YwjQgp,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_variation,1dk7r1WAS2YwjQgp,,,,,,,,KI0227_46877_46872,10.8,Natural,One Size,,,,,,,,,,,
product_variation,1dk7r1WAS2YwjQgp,,,,,,,,KI0227_46875_46872,10.8,Natural / Capuccino,One Size,,,,,,,,,,,
product_variation,1dk7r1WAS2YwjQgp,,,,,,,,KI0227_46878_46872,10.8,Natural / Saffron,One Size,,,,,,,,,,,
product,ZmuIYtona8dTkL4h,Grote reistas van jute/katoen,"Grote reistas van jutecanvas en katoen (juco), met plooi en hengsels van 55 cm in een contrasterende kleur.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=210407&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210407&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67594&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=263292&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=263291&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,https://media.europeancatalog.com/ws.php?act=download&mamfileid=263293&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,
product_option,ZmuIYtona8dTkL4h,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,
product_option,ZmuIYtona8dTkL4h,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,ZmuIYtona8dTkL4h,,,,,,,,,,,,Color,Natural / Navy,RADIOBUTTONS,TRUE,,,,,,,
product_option,ZmuIYtona8dTkL4h,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,ZmuIYtona8dTkL4h,,,,,,,,,,,,Color,Natural / Red,RADIOBUTTONS,TRUE,,,,,,,
product_option,ZmuIYtona8dTkL4h,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_variation,ZmuIYtona8dTkL4h,,,,,,,,KI0228N_55235_55233,11.84,Natural,One Size,,,,,,,,,,,
product_variation,ZmuIYtona8dTkL4h,,,,,,,,KI0228_55236_55234,13.7,Natural / Navy,One Size,,,,,,,,,,,
product_variation,ZmuIYtona8dTkL4h,,,,,,,,KI0228_55237_55234,13.7,Natural / Red,One Size,,,,,,,,,,,
product,7pqcvJJxaaSif7Ie,Shopper van jute/katoen,"Shopper van jutecanvas en katoen (juco), met plooi en hengsels van 70 cm in contrasterend ecru.",https://media.europeancatalog.com/ws.php?act=download&mamfileid=210406&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,Kimood,Tassen,Tas,https://media.europeancatalog.com/ws.php?act=download&mamfileid=210406&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,,,,https://media.europeancatalog.com/ws.php?act=download&mamfileid=67597&token=9P7kPRxcoPhe5Gakg4JAu4XUKTAvLl,,,,,,
product_option,7pqcvJJxaaSif7Ie,,,,,,,,,,,,Color,Black,RADIOBUTTONS,TRUE,,,,,,,
product_option,7pqcvJJxaaSif7Ie,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,7pqcvJJxaaSif7Ie,,,,,,,,,,,,Color,Crimson Red,RADIOBUTTONS,TRUE,,,,,,,
product_option,7pqcvJJxaaSif7Ie,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,7pqcvJJxaaSif7Ie,,,,,,,,,,,,Color,Dark Grey,RADIOBUTTONS,TRUE,,,,,,,
product_option,7pqcvJJxaaSif7Ie,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,7pqcvJJxaaSif7Ie,,,,,,,,,,,,Color,Dusty Blue,RADIOBUTTONS,TRUE,,,,,,,
product_option,7pqcvJJxaaSif7Ie,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,7pqcvJJxaaSif7Ie,,,,,,,,,,,,Color,Dusty Pink,RADIOBUTTONS,TRUE,,,,,,,
product_option,7pqcvJJxaaSif7Ie,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,7pqcvJJxaaSif7Ie,,,,,,,,,,,,Color,Fuchsia,RADIOBUTTONS,TRUE,,,,,,,
product_option,7pqcvJJxaaSif7Ie,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,7pqcvJJxaaSif7Ie,,,,,,,,,,,,Color,Lime Green,RADIOBUTTONS,TRUE,,,,,,,
product_option,7pqcvJJxaaSif7Ie,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,7pqcvJJxaaSif7Ie,,,,,,,,,,,,Color,Midnight Blue,RADIOBUTTONS,TRUE,,,,,,,
product_option,7pqcvJJxaaSif7Ie,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
product_option,7pqcvJJxaaSif7Ie,,,,,,,,,,,,Color,Natural,RADIOBUTTONS,TRUE,,,,,,,
product_option,7pqcvJJxaaSif7Ie,,,,,,,,,,,,Size,One Size,RADIOBUTTONS,TRUE,,,,,,,
